user_pseudo_id,churned,xgb_churn_prob,lr_churn_prob,days_since_last_visit,total_sessions,total_orders,total_revenue,avg_order_value,avg_scroll_depth,intent_level_score,dropoff_reason_score,favorite_device,favorite_source,churn_risk_tier
uid_5038ae13,1,0.9989919,0.9999712136024167,166,1,0.0,0.0,0.0,0.33,4,4,mobile,google,High Risk
uid_503bf10b,1,0.99909437,0.9962082292361044,98,2,0.0,0.0,0.0,0.27,4,4,mobile,google,High Risk
uid_503ccc86,0,0.32441503,0.4317910476005915,22,4,0.0,0.0,0.0,0.5108333333333334,4,5,mobile,email,Low Risk
uid_504765ab,0,0.20273487,0.2808868051298633,24,2,1.0,23.99,23.99,0.565,5,5,mobile,email,Low Risk
uid_504a6399,1,0.9991553,0.9797255079027797,81,2,0.0,0.0,0.0,0.3666666666666667,2,2,mobile,referral,High Risk
uid_504af9e0,0,0.1520604,0.0634260558596462,3,2,0.0,0.0,0.0,0.38,5,5,mobile,email,Low Risk
uid_505016c7,0,0.076689385,0.07791075011249551,11,1,0.0,0.0,0.0,0.26,3,3,desktop,google,Low Risk
uid_50582821,1,0.98146445,0.8713415887375432,29,5,0.0,0.0,0.0,0.38999999999999996,4,0,mobile,google,High Risk
uid_505b1272,1,0.3334525,0.45557436781043925,30,2,0.0,0.0,0.0,0.4557142857142857,5,4,desktop,email,Low Risk
uid_5068b5db,1,0.9988673,0.9969815711821193,103,2,0.0,0.0,0.0,0.6385714285714286,5,4,mobile,email,High Risk
uid_5079a6c8,1,0.99871707,0.8604069323086817,61,1,0.0,0.0,0.0,0.5,2,1,desktop,instagram,High Risk
uid_5095ccb8,0,0.17715162,0.17036398843344305,7,3,0.0,0.0,0.0,0.322,2,2,mobile,instagram,Low Risk
uid_50a97132,0,0.10993398,0.10623045335793221,16,1,0.0,0.0,0.0,0.48,2,2,mobile,instagram,Low Risk
uid_50aa28ad,1,0.9989316,0.999746016889284,122,3,0.0,0.0,0.0,0.49,4,5,mobile,google,High Risk
uid_50ad337b,1,0.99902594,0.9999874323965515,176,1,0.0,0.0,0.0,0.21,3,1,desktop,google,High Risk
uid_50b2f64c,0,0.15577434,0.07955995374467394,2,2,0.0,0.0,0.0,0.45999999999999996,2,2,mobile,instagram,Low Risk
uid_50b433e7,1,0.99902356,0.9989078066996342,106,3,1.0,47.98,47.98,0.44375,4,4,desktop,google,High Risk
uid_50b7be70,0,0.10806034,0.10370610487103805,13,1,0.0,0.0,0.0,0.48,2,0,tablet,instagram,Low Risk
uid_50c19f1b,0,0.14140981,0.11627304970302113,17,1,0.0,0.0,0.0,0.57,4,4,tablet,referral,Low Risk
uid_50c4ca3e,0,0.13710484,0.051423341306973666,2,2,0.0,0.0,0.0,0.3875,5,3,mobile,email,Low Risk
uid_50d2d1bc,1,0.95734334,0.7283338804503542,44,2,0.0,0.0,0.0,0.265,2,2,mobile,instagram,High Risk
uid_50db961f,1,0.9992017,0.8518812200841112,55,2,0.0,0.0,0.0,0.335,2,1,mobile,tiktok,High Risk
uid_50dc0427,1,0.99890685,0.8440412676316287,62,1,0.0,0.0,0.0,0.52,2,2,mobile,google,High Risk
uid_50eb99d4,1,0.99904686,0.9995118941544666,125,2,0.0,0.0,0.0,0.49333333333333335,5,5,mobile,email,High Risk
uid_50f40062,1,0.37178972,0.5009605095417761,17,4,0.0,0.0,0.0,0.4042857142857143,2,2,tablet,google,Low Risk
uid_50f9c850,1,0.9985581,0.9892705943931748,93,2,1.0,119.97,119.97,0.47250000000000003,5,5,desktop,email,High Risk
uid_50fb3812,1,0.8670611,0.8714817147435159,42,3,0.0,0.0,0.0,0.45,5,4,mobile,direct,High Risk
uid_5101fd46,1,0.3534106,0.5404687741538097,32,2,0.0,0.0,0.0,0.305,4,5,mobile,google,Low Risk
uid_5107e4aa,1,0.9990337,0.9992262607137427,96,4,0.0,0.0,0.0,0.5085714285714286,5,5,mobile,direct,High Risk
uid_5111d954,0,0.06686144,0.04222146176543447,2,1,0.0,0.0,0.0,0.35333333333333333,4,3,tablet,referral,Low Risk
uid_51150d98,0,0.12804177,0.1554245098360862,19,1,0.0,0.0,0.0,0.38000000000000006,5,3,mobile,email,Low Risk
uid_51151c4d,1,0.99926037,0.9383311409499778,62,2,0.0,0.0,0.0,0.435,2,0,desktop,instagram,High Risk
uid_511f932a,1,0.44439453,0.5616303670020206,34,2,0.0,0.0,0.0,0.4666666666666666,4,5,desktop,google,Medium Risk
uid_5121ea22,1,0.99920386,0.9998080408799428,127,3,0.0,0.0,0.0,0.54,4,4,mobile,referral,High Risk
uid_512212de,1,0.99898213,0.9911967067681658,70,4,0.0,0.0,0.0,0.4028571428571429,2,0,desktop,instagram,High Risk
uid_5124e71d,0,0.12900002,0.08553188054838005,6,2,0.0,0.0,0.0,0.5933333333333334,2,5,mobile,instagram,Low Risk
uid_513ca1cf,0,0.36072367,0.43833080227240184,20,3,0.0,0.0,0.0,0.4175,4,3,mobile,referral,Low Risk
uid_513fbd65,1,0.99876094,0.9999897993504046,182,1,0.0,0.0,0.0,0.235,4,4,mobile,google,High Risk
uid_513fc7af,1,0.18409963,0.14729101677186004,12,2,0.0,0.0,0.0,0.5542857142857143,4,4,desktop,email,Low Risk
uid_514cd7a0,1,0.99886763,0.9998658629598842,149,1,0.0,0.0,0.0,0.54,2,2,mobile,instagram,High Risk
uid_51622c88,1,0.19072375,0.1713924552781556,20,1,0.0,0.0,0.0,0.27,5,3,tablet,email,Low Risk
uid_51729a02,0,0.09222635,0.051620483797916776,4,1,0.0,0.0,0.0,0.335,5,5,mobile,direct,Low Risk
uid_517f2501,1,0.26292536,0.33160829890320254,20,3,0.0,0.0,0.0,0.41500000000000004,2,2,mobile,instagram,Low Risk
uid_5187845b,1,0.9984957,0.9985645656629631,106,3,1.0,85.98,85.98,0.563,4,5,desktop,google,High Risk
uid_518c3b8d,0,0.107073694,0.15359543082135327,20,1,0.0,0.0,0.0,0.2966666666666667,2,1,mobile,instagram,Low Risk
uid_518e6452,1,0.4996024,0.6253532764121803,37,2,0.0,0.0,0.0,0.59,4,5,desktop,google,Medium Risk
uid_51929056,1,0.15742311,0.12080108533304283,12,2,0.0,0.0,0.0,0.355,1,2,mobile,instagram,Low Risk
uid_5195c636,1,0.99882644,0.9999662691844926,167,1,0.0,0.0,0.0,0.56,3,5,tablet,google,High Risk
uid_51a79ca6,1,0.2722009,0.2917601757172059,20,2,0.0,0.0,0.0,0.535,2,0,tablet,instagram,Low Risk
uid_51aefd23,0,0.3412377,0.506109553167883,33,2,0.0,0.0,0.0,0.405,2,5,mobile,email,Low Risk
uid_51af15a1,0,0.1395459,0.06493196400280503,2,2,0.0,0.0,0.0,0.385,2,5,mobile,instagram,Low Risk
uid_51bcc1fe,1,0.18824728,0.15610892508207927,11,2,0.0,0.0,0.0,0.41000000000000003,4,4,mobile,google,Low Risk
uid_51bf5cf6,1,0.99902487,0.9995516782156019,125,2,0.0,0.0,0.0,0.4633333333333333,4,4,tablet,referral,High Risk
uid_51db6558,0,0.12630288,0.08056031282616113,2,2,0.0,0.0,0.0,0.5566666666666666,5,4,desktop,email,Low Risk
uid_51ea99fa,1,0.99901736,0.9882631866283176,89,2,1.0,39.99,39.99,0.322,5,5,mobile,email,High Risk
uid_51ece2bf,1,0.99895453,0.6071723364271394,50,1,0.0,0.0,0.0,0.45,2,1,tablet,instagram,High Risk
uid_51f0c879,1,0.99900764,0.999951832769711,161,1,0.0,0.0,0.0,0.45999999999999996,2,2,mobile,instagram,High Risk
uid_51f3a6ab,1,0.998931,0.9966250815546198,106,1,0.0,0.0,0.0,0.26,4,2,mobile,google,High Risk
uid_51f887bf,1,0.31467977,0.4017765517930245,26,2,1.0,21.99,21.99,0.47857142857142854,5,5,mobile,direct,Low Risk
uid_51fc0a50,0,0.20580523,0.354969793630231,32,1,0.0,0.0,0.0,0.39666666666666667,5,3,tablet,email,Low Risk
uid_52035d47,1,0.99906224,0.9997355148886974,132,2,0.0,0.0,0.0,0.46666666666666673,2,2,mobile,instagram,High Risk
uid_520426c9,1,0.2928981,0.38693756796937545,26,2,0.0,0.0,0.0,0.25,2,5,desktop,instagram,Low Risk
uid_52138b99,1,0.106972896,0.11561022866265647,19,1,0.0,0.0,0.0,0.25,1,1,mobile,instagram,Low Risk
uid_5214e671,1,0.9991819,0.9998209674323784,135,2,0.0,0.0,0.0,0.36,2,2,mobile,instagram,High Risk
uid_5221f762,1,0.99879813,0.9646554774801793,76,1,0.0,0.0,0.0,0.495,4,4,mobile,google,High Risk
uid_52260592,0,0.22961801,0.18717132964163088,5,4,0.0,0.0,0.0,0.429,4,5,desktop,referral,Low Risk
uid_52359df3,1,0.99890566,0.9958297830615293,79,4,0.0,0.0,0.0,0.44999999999999996,4,2,mobile,direct,High Risk
uid_52374951,1,0.6530668,0.7760575198353624,38,3,0.0,0.0,0.0,0.466,4,5,mobile,google,Medium Risk
uid_5243a9d1,1,0.9991093,0.9977874572263729,108,2,0.0,0.0,0.0,0.43333333333333335,1,0,mobile,instagram,High Risk
uid_52469e95,1,0.9990018,0.9797940115377027,69,3,0.0,0.0,0.0,0.4818181818181818,5,5,mobile,email,High Risk
uid_5251c53c,1,0.17558855,0.19682444310748431,6,3,0.0,0.0,0.0,0.37166666666666665,4,4,desktop,google,Low Risk
uid_5252d240,1,0.08479386,0.054654342248899264,7,1,0.0,0.0,0.0,0.52,2,1,mobile,google,Low Risk
uid_5257e6b6,1,0.99924785,0.9974767164100458,96,3,0.0,0.0,0.0,0.5128571428571428,5,4,mobile,direct,High Risk
uid_5260ce32,1,0.99908936,0.9806178315045169,80,2,0.0,0.0,0.0,0.496,4,4,desktop,google,High Risk
uid_526a959c,0,0.15114489,0.09745830762759326,5,2,0.0,0.0,0.0,0.54,4,4,mobile,google,Low Risk
uid_527067b8,1,0.1765054,0.10943652703820748,3,3,0.0,0.0,0.0,0.3057142857142857,2,2,mobile,instagram,Low Risk
uid_52756af4,1,0.21807371,0.26499141998950104,22,2,0.0,0.0,0.0,0.34,3,3,mobile,email,Low Risk
uid_527825a1,1,0.9637117,0.7606735176993189,45,2,0.0,0.0,0.0,0.39000000000000007,4,4,mobile,google,High Risk
uid_52844602,0,0.10027102,0.049582952238690095,1,1,0.0,0.0,0.0,0.605,5,3,desktop,direct,Low Risk
uid_5290828a,1,0.21649022,0.1946123383032643,10,2,0.0,0.0,0.0,0.445,5,4,desktop,direct,Low Risk
uid_52a2045d,1,0.9988549,0.9999446819530418,159,1,0.0,0.0,0.0,0.17,2,1,mobile,instagram,High Risk
uid_52aba189,1,0.14858781,0.3739054414034005,31,1,0.0,0.0,0.0,0.3033333333333333,5,3,tablet,direct,Low Risk
uid_52afcc6f,1,0.999113,0.7941951201045606,49,2,0.0,0.0,0.0,0.3725,4,5,mobile,referral,High Risk
uid_52b813e2,1,0.99916625,0.9983583997536437,108,2,0.0,0.0,0.0,0.3525,5,5,mobile,email,High Risk
uid_52b85fb7,1,0.27453786,0.23403915180171345,16,2,0.0,0.0,0.0,0.692,5,4,mobile,email,Low Risk
uid_52d6ee3c,0,0.27382,0.4062391083542951,30,2,0.0,0.0,0.0,0.3566666666666667,1,2,desktop,instagram,Low Risk
uid_52da9b09,1,0.9511259,0.7353421203127946,19,5,0.0,0.0,0.0,0.5175,5,5,mobile,email,High Risk
uid_52eb5914,0,0.06414724,0.038928451562094325,2,1,0.0,0.0,0.0,0.3633333333333333,4,4,desktop,referral,Low Risk
uid_52edf2a7,1,0.99895465,0.9983162827669024,113,2,0.0,0.0,0.0,0.5642857142857143,5,4,desktop,email,High Risk
uid_52f187e4,0,0.20003553,0.19023308922850055,14,2,0.0,0.0,0.0,0.465,2,2,desktop,instagram,Low Risk
uid_5304c673,1,0.9989635,0.999982306554581,172,1,0.0,0.0,0.0,0.6,5,3,mobile,email,High Risk
uid_530e88a8,1,0.3767631,0.4265849461808127,27,2,0.0,0.0,0.0,0.51,2,2,desktop,instagram,Low Risk
uid_530f259b,1,0.9990101,0.8156740871693999,54,2,0.0,0.0,0.0,0.32,4,5,mobile,google,High Risk
uid_531871d5,1,0.99858487,0.9957609055159337,107,1,0.0,0.0,0.0,0.48,2,1,mobile,instagram,High Risk
uid_531b8fb4,0,0.19722538,0.19689791811782711,8,3,0.0,0.0,0.0,0.46875,4,4,desktop,google,Low Risk
uid_5320cbd2,1,0.99916863,0.9998988676666384,149,1,0.0,0.0,0.0,0.335,5,3,tablet,email,High Risk
uid_532fbeef,1,0.9991837,0.998377019244728,101,3,0.0,0.0,0.0,0.38166666666666665,5,3,mobile,email,High Risk
uid_533ae968,1,0.9987343,0.9951081214844902,110,1,0.0,0.0,0.0,0.43,1,5,mobile,instagram,High Risk
uid_534197f8,1,0.9992836,0.9998504159360349,138,2,0.0,0.0,0.0,0.4325,5,2,desktop,email,High Risk
uid_534399ed,1,0.9986797,0.8693657019700339,64,1,0.0,0.0,0.0,0.6275,5,5,mobile,direct,High Risk
uid_534a07e7,1,0.99882346,0.9999399518170078,158,1,0.0,0.0,0.0,0.14,2,1,mobile,instagram,High Risk
uid_536b75d6,1,0.9993286,0.8803185799048782,52,2,0.0,0.0,0.0,0.40199999999999997,5,3,mobile,direct,High Risk
uid_537035e6,1,0.9986864,0.9391273140946746,72,1,0.0,0.0,0.0,0.6025,3,4,mobile,direct,High Risk
uid_5375ff88,1,0.18129773,0.16912458554424264,15,2,0.0,0.0,0.0,0.23666666666666666,1,0,mobile,instagram,Low Risk
uid_537789d5,1,0.18569244,0.09758779051835,9,2,0.0,0.0,0.0,0.395,2,2,mobile,instagram,Low Risk
uid_538ca78c,1,0.99892116,0.9560114553837489,81,1,0.0,0.0,0.0,0.585,4,4,desktop,email,High Risk
uid_538e5087,0,0.121434696,0.20826169690725863,25,1,0.0,0.0,0.0,0.42,2,1,mobile,instagram,Low Risk
uid_53937f37,0,0.11217884,0.09892543676403712,14,1,0.0,0.0,0.0,0.44999999999999996,5,5,desktop,email,Low Risk
uid_53b20edf,1,0.99917126,0.9939014100171482,76,4,0.0,0.0,0.0,0.405,2,2,tablet,instagram,High Risk
uid_53b2d251,1,0.14289483,0.23959490353377438,28,1,0.0,0.0,0.0,0.45,2,2,mobile,google,Low Risk
uid_53b3ee37,1,0.9987311,0.9970545354307424,112,1,0.0,0.0,0.0,0.56,2,2,mobile,instagram,High Risk
uid_53bd6c04,1,0.26763788,0.23517370734752566,18,2,0.0,0.0,0.0,0.455,2,2,mobile,instagram,Low Risk
uid_53c70500,1,0.9990633,0.999982158720705,163,2,0.0,0.0,0.0,0.52,2,2,mobile,instagram,High Risk
uid_53cb2a90,1,0.17060341,0.23986120046221598,26,1,0.0,0.0,0.0,0.21,2,2,mobile,tiktok,Low Risk
uid_53d05688,1,0.9991641,0.9940374803494717,58,4,1.0,42.99,42.99,0.52,5,5,desktop,email,High Risk
uid_53d223bf,1,0.9753671,0.6673257573060968,15,5,1.0,71.97,71.97,0.44700000000000006,5,5,mobile,email,High Risk
uid_53d7d807,1,0.97467357,0.7885225884226962,45,2,0.0,0.0,0.0,0.52,5,5,mobile,direct,High Risk
uid_53e6c9d1,1,0.9990984,0.9980466649304587,87,4,0.0,0.0,0.0,0.5071428571428571,5,5,mobile,email,High Risk
uid_54014bb2,0,0.11248674,0.05305658880073082,5,1,0.0,0.0,0.0,0.39,4,3,tablet,google,Low Risk
uid_5404c272,1,0.9990243,0.9409447465721901,75,1,0.0,0.0,0.0,0.435,2,2,mobile,google,High Risk
uid_54160f4e,1,0.99903786,0.8515820700452392,47,3,0.0,0.0,0.0,0.5672727272727273,4,5,mobile,google,High Risk
uid_5416b52d,0,0.11421737,0.05990775612748911,7,1,0.0,0.0,0.0,0.33,2,0,mobile,instagram,Low Risk
uid_54184a78,1,0.9988638,0.9999935345363055,182,1,0.0,0.0,0.0,0.52,4,4,desktop,google,High Risk
uid_541ce04c,1,0.44811055,0.5217859419712263,42,1,0.0,0.0,0.0,0.405,5,3,tablet,direct,Medium Risk
uid_541e73b0,1,0.39027458,0.38827999229258864,17,3,0.0,0.0,0.0,0.42400000000000004,5,5,desktop,email,Low Risk
uid_54210463,1,0.99920386,0.9534348325412942,60,3,0.0,0.0,0.0,0.378,2,2,mobile,instagram,High Risk
uid_54219570,0,0.10112669,0.2031509534452863,25,1,0.0,0.0,0.0,0.37,5,3,mobile,direct,Low Risk
uid_5428689b,1,0.9990258,0.9961816933197439,94,3,0.0,0.0,0.0,0.40800000000000003,4,5,mobile,referral,High Risk
uid_542ad40c,1,0.17101766,0.1425055351888139,18,1,0.0,0.0,0.0,0.53,5,3,mobile,email,Low Risk
uid_542f4ac6,1,0.9989371,0.9916499026527428,88,2,0.0,0.0,0.0,0.48666666666666664,4,5,mobile,google,High Risk
uid_543db90e,0,0.20783232,0.14482677352758241,14,2,0.0,0.0,0.0,0.33499999999999996,2,4,mobile,email,Low Risk
uid_54435a26,1,0.9991273,0.9995316726741338,109,3,0.0,0.0,0.0,0.45375,5,5,mobile,email,High Risk
uid_54454bac,1,0.14304987,0.11091474526925446,11,2,0.0,0.0,0.0,0.40285714285714286,4,4,mobile,google,Low Risk
uid_54476529,1,0.9990501,0.9999734671835507,171,1,0.0,0.0,0.0,0.41,2,1,desktop,instagram,High Risk
uid_5447c8ba,1,0.99947613,0.9645800799882438,50,5,0.0,0.0,0.0,0.458,3,4,mobile,direct,High Risk
uid_544c156e,1,0.09644953,0.06869292591977906,8,1,0.0,0.0,0.0,0.47333333333333333,5,3,mobile,email,Low Risk
uid_544e59bd,1,0.9990606,0.9976722436310492,98,3,0.0,0.0,0.0,0.29,4,5,mobile,referral,High Risk
uid_545451bb,1,0.9989272,0.6718091230248397,52,1,0.0,0.0,0.0,0.515,3,4,mobile,email,High Risk
uid_54549dfa,0,0.15496883,0.26907591014086285,26,1,0.0,0.0,0.0,0.21333333333333335,4,3,desktop,referral,Low Risk
uid_545a2275,1,0.9990239,0.9997876560458829,130,2,0.0,0.0,0.0,0.35666666666666663,5,5,desktop,direct,High Risk
uid_545ce40d,0,0.07375233,0.08508009980540175,22,1,1.0,79.98,79.98,0.61,4,5,mobile,google,Low Risk
uid_5460a11d,1,0.9990453,0.9910633374611855,89,2,0.0,0.0,0.0,0.5,2,2,mobile,tiktok,High Risk
uid_5465aa83,1,0.9990577,0.9959205148946669,89,3,0.0,0.0,0.0,0.5700000000000001,2,2,tablet,tiktok,High Risk
uid_54663296,1,0.9989888,0.9999754932749962,171,1,0.0,0.0,0.0,0.14,2,2,mobile,referral,High Risk
uid_54706fba,1,0.4916666,0.49115406776946036,29,2,0.0,0.0,0.0,0.55,4,4,desktop,google,Medium Risk
uid_5479499f,1,0.9993167,0.8933646531664976,56,2,0.0,0.0,0.0,0.36333333333333334,2,0,desktop,tiktok,High Risk
uid_547af4f1,1,0.9992962,0.9813668689585158,76,2,0.0,0.0,0.0,0.42500000000000004,5,5,desktop,direct,High Risk
uid_547d1076,1,0.99916804,0.9928611341740814,91,2,0.0,0.0,0.0,0.395,2,2,desktop,instagram,High Risk
uid_5482dd91,0,0.12900443,0.10299452565524672,14,1,0.0,0.0,0.0,0.22,2,0,mobile,tiktok,Low Risk
uid_5484c894,0,0.12799059,0.22149577683289523,28,1,0.0,0.0,0.0,0.44,4,3,mobile,google,Low Risk
uid_5489482b,1,0.99902785,0.9984841013503144,104,3,0.0,0.0,0.0,0.33666666666666667,2,5,mobile,instagram,High Risk
uid_5489f6dd,0,0.16052306,0.2866722908103797,5,4,1.0,49.98,49.98,0.5650000000000001,5,5,desktop,direct,Low Risk
uid_5493bcb2,1,0.9988857,0.9999219942138226,146,1,0.0,0.0,0.0,0.7883333333333332,4,4,desktop,google,High Risk
uid_54a043aa,1,0.99870884,0.9997382545519886,139,1,0.0,0.0,0.0,0.505,2,1,mobile,instagram,High Risk
uid_54a8bc48,0,0.08572756,0.04757246426500054,2,1,0.0,0.0,0.0,0.37999999999999995,5,3,mobile,direct,Low Risk
uid_54aa2813,1,0.9994843,0.9993997563256768,95,5,0.0,0.0,0.0,0.509090909090909,4,5,desktop,direct,High Risk
uid_54afa037,1,0.9990588,0.9228813153900398,59,2,0.0,0.0,0.0,0.6487499999999999,4,4,desktop,google,High Risk
uid_54b1d85f,1,0.999358,0.9907286069843767,62,5,0.0,0.0,0.0,0.49714285714285716,2,1,mobile,instagram,High Risk
uid_54b5f40c,1,0.9989579,0.9961079579229914,94,3,0.0,0.0,0.0,0.3775,1,2,mobile,instagram,High Risk
uid_54be8978,1,0.9992899,0.9989019813080227,113,2,0.0,0.0,0.0,0.345,5,3,mobile,direct,High Risk
uid_54c73114,1,0.42776206,0.6130704661227275,30,3,0.0,0.0,0.0,0.445,2,3,tablet,email,Medium Risk
uid_54ca379c,0,0.16073732,0.32429174607779016,34,1,0.0,0.0,0.0,0.27,1,1,mobile,tiktok,Low Risk
uid_54cc5276,1,0.9992768,0.9996176536076588,121,3,0.0,0.0,0.0,0.404,1,2,mobile,tiktok,High Risk
uid_54d6074d,1,0.9986873,0.9812802071006355,96,1,0.0,0.0,0.0,0.61,4,5,mobile,google,High Risk
uid_54d87fab,1,0.9992362,0.9318133620011136,54,3,0.0,0.0,0.0,0.414,4,5,mobile,referral,High Risk
uid_54de8a6f,1,0.9991486,0.9997879097797788,138,2,0.0,0.0,0.0,0.34,2,2,desktop,instagram,High Risk
uid_54e02dde,1,0.9986797,0.9723623126753613,83,1,0.0,0.0,0.0,0.475,2,2,mobile,instagram,High Risk
uid_54e25a21,0,0.14523067,0.1772111332700389,22,1,0.0,0.0,0.0,0.5499999999999999,2,1,mobile,instagram,Low Risk
uid_54edc89b,1,0.99925405,0.9998039072386566,129,3,0.0,0.0,0.0,0.325,2,2,mobile,referral,High Risk
uid_54ee1d16,0,0.097598076,0.03665624120271842,6,1,0.0,0.0,0.0,0.17,2,2,mobile,instagram,Low Risk
uid_54ef2675,1,0.9990559,0.9421391347208398,59,3,0.0,0.0,0.0,0.21285714285714286,2,1,mobile,instagram,High Risk
uid_54f007ee,1,0.98112774,0.8614217130599625,21,5,1.0,71.97,71.97,0.4938461538461538,4,5,mobile,google,High Risk
uid_54f2fcf8,0,0.28460968,0.34535090875539304,9,4,0.0,0.0,0.0,0.315,2,0,desktop,tiktok,Low Risk
uid_54f3c409,1,0.9986858,0.9707223840071615,80,1,0.0,0.0,0.0,0.26,4,3,mobile,google,High Risk
uid_54f8faf7,1,0.9987863,0.9967207881454502,103,2,0.0,0.0,0.0,0.5833333333333334,2,5,mobile,instagram,High Risk
uid_54fe810e,1,0.9766278,0.9119449976077778,37,5,0.0,0.0,0.0,0.49499999999999994,2,4,mobile,tiktok,High Risk
uid_55006044,1,0.13153663,0.09314095955285978,13,1,0.0,0.0,0.0,0.555,5,5,mobile,email,Low Risk
uid_55048a51,0,0.13875438,0.08618099678926426,10,1,0.0,0.0,0.0,0.11,5,3,mobile,email,Low Risk
uid_550667f1,0,0.31798172,0.40592299069456617,28,2,0.0,0.0,0.0,0.3833333333333333,2,2,mobile,instagram,Low Risk
uid_5507fdb9,1,0.9991105,0.9391849863184702,62,2,0.0,0.0,0.0,0.41200000000000003,4,5,desktop,google,High Risk
uid_55158646,1,0.99921453,0.9997461937381406,133,2,0.0,0.0,0.0,0.26999999999999996,3,1,mobile,direct,High Risk
uid_5518a55e,1,0.5038631,0.7566155686257569,35,3,0.0,0.0,0.0,0.354,4,3,mobile,referral,Medium Risk
uid_551a7ddf,1,0.9988802,0.9993192832582014,129,1,0.0,0.0,0.0,0.35,5,5,mobile,email,High Risk
uid_552829e5,0,0.056879003,0.032089148474081224,3,1,1.0,23.99,23.99,0.62,5,5,mobile,direct,Low Risk
uid_552b33a8,1,0.36434922,0.4012265831720342,24,2,0.0,0.0,0.0,0.5175,5,5,desktop,direct,Low Risk
uid_55303542,0,0.23576888,0.36859276499698473,24,2,0.0,0.0,0.0,0.57,2,0,mobile,instagram,Low Risk
uid_553fbc44,1,0.64651906,0.7431231738504346,40,2,0.0,0.0,0.0,0.40499999999999997,3,5,desktop,direct,Medium Risk
uid_554f0acd,1,0.9991036,0.9998758398401801,140,2,0.0,0.0,0.0,0.5666666666666667,2,0,mobile,instagram,High Risk
uid_5554350d,1,0.22988304,0.1570194723605186,7,2,0.0,0.0,0.0,0.27,5,2,mobile,direct,Low Risk
uid_555c596b,1,0.9989631,0.9998935666159992,150,1,0.0,0.0,0.0,0.41,4,4,mobile,referral,High Risk
uid_555cee8d,1,0.16586086,0.10021236397051697,18,1,0.0,0.0,0.0,0.78,4,5,desktop,email,Low Risk
uid_555ecf42,1,0.9990988,0.9997719153582274,117,4,0.0,0.0,0.0,0.33,5,5,mobile,email,High Risk
uid_556aa689,0,0.14185855,0.13492100763593035,16,1,0.0,0.0,0.0,0.33,4,2,mobile,google,Low Risk
uid_5579476a,1,0.670407,0.6916098632016239,27,4,0.0,0.0,0.0,0.405,2,2,mobile,instagram,Medium Risk
uid_557bf2ca,1,0.49097773,0.5851200764592009,21,4,0.0,0.0,0.0,0.39999999999999997,5,3,desktop,email,Medium Risk
uid_5587a215,1,0.99882156,0.9998748985142789,151,1,0.0,0.0,0.0,0.24,5,5,mobile,direct,High Risk
uid_5587cdef,1,0.9990571,0.9898633527765262,90,2,0.0,0.0,0.0,0.23333333333333336,1,1,mobile,instagram,High Risk
uid_558c7375,1,0.99880683,0.9998934042687705,152,1,0.0,0.0,0.0,0.44999999999999996,3,5,mobile,direct,High Risk
uid_55932118,1,0.9989874,0.9987369161947948,123,1,0.0,0.0,0.0,0.1,4,2,mobile,google,High Risk
uid_5598a9a7,1,0.32338765,0.19655483259895545,6,3,0.0,0.0,0.0,0.523,5,4,desktop,direct,Low Risk
uid_55993349,1,0.99905103,0.9715681786035102,85,1,0.0,0.0,0.0,0.335,4,4,tablet,email,High Risk
uid_55a03c4f,1,0.9989042,0.9932950831679125,94,1,0.0,0.0,0.0,0.5,5,4,desktop,direct,High Risk
uid_55adf742,1,0.99906904,0.9789616187461407,64,4,0.0,0.0,0.0,0.348,2,1,mobile,instagram,High Risk
uid_55b1a282,1,0.9991689,0.9748238909820042,74,2,0.0,0.0,0.0,0.61,4,4,desktop,referral,High Risk
uid_55ca94b1,1,0.99929297,0.9963781776396192,98,2,0.0,0.0,0.0,0.43,5,3,mobile,email,High Risk
uid_55cae0d7,1,0.9992293,0.9968273326619806,100,2,0.0,0.0,0.0,0.5875,4,4,desktop,google,High Risk
uid_55cca916,1,0.99894005,0.997768745088296,86,4,0.0,0.0,0.0,0.5244444444444444,5,5,mobile,direct,High Risk
uid_55d0a0e6,1,0.9990478,0.9999123197417306,131,3,0.0,0.0,0.0,0.497,5,5,mobile,email,High Risk
uid_55d4551b,1,0.9989411,0.9992544450109115,123,2,0.0,0.0,0.0,0.5,5,5,mobile,email,High Risk
uid_55e5c5a6,1,0.3438992,0.3395185856127536,18,3,0.0,0.0,0.0,0.5416666666666666,4,4,mobile,referral,Low Risk
uid_55e9566b,1,0.9844343,0.7485586264610857,45,2,0.0,0.0,0.0,0.385,4,5,mobile,referral,High Risk
uid_55f443df,1,0.9991308,0.9974285291766426,105,2,0.0,0.0,0.0,0.396,2,2,tablet,instagram,High Risk
uid_55f4eaf0,1,0.99898845,0.9995586137874294,126,2,0.0,0.0,0.0,0.42800000000000005,4,4,mobile,google,High Risk
uid_55f6a1b0,1,0.30043623,0.2852946725140967,16,3,0.0,0.0,0.0,0.5355555555555556,5,5,mobile,email,Low Risk
uid_55fa65d1,1,0.9989347,0.9476970436858987,72,1,0.0,0.0,0.0,0.47,5,3,mobile,direct,High Risk
uid_55fadfc6,0,0.33342874,0.4087615465664894,13,4,0.0,0.0,0.0,0.53625,5,4,desktop,email,Low Risk
