order_id,user_pseudo_id,session_id,order_created_at,item_id,item_name,product_category,price_tier,quantity,item_price,order_revenue,payment_method,is_returned,intent_level,dropoff_reason
ord_5549ab,uid_fed56140,sess_uid_fed56140_20230411235800,2023-04-12 00:03:56,LUM-BDL-03,Scalp Care Complete Duo,Bundle,mid,1,44.99,89.98,credit_card,False,high,converted
ord_50b2fe,uid_1bc86a3e,sess_uid_1bc86a3e_20230522200100,2023-05-22 20:09:57,LUM-CD-01,Repair & Strengthen Conditioner 12oz,Conditioner,low,1,24.99,74.97,apple_pay,False,high,converted
ord_89b541,uid_62adae11,sess_uid_62adae11_20230529074100,2023-05-29 07:45:08,LUM-SH-01,Hydra Boost Shampoo 12oz,Shampoo,low,1,21.99,43.98,credit_card,False,high,converted
ord_40675d,uid_1d07f613,sess_uid_1d07f613_20231112045500,2023-11-12 04:58:57,LUM-BW-01,Moisture Surge Body Wash 16oz,Body Wash,low,1,21.99,21.99,shop_pay,False,high,converted
ord_ee820c,uid_2783c1da,sess_uid_2783c1da_20230418185300,2023-04-18 18:57:26,LUM-BW-01,Moisture Surge Body Wash 16oz,Body Wash,low,3,21.99,21.99,paypal,False,very_high,converted
ord_42e567,uid_34a2cb51,sess_uid_34a2cb51_20230517075900,2023-05-17 08:03:25,LUM-CD-01,Repair & Strengthen Conditioner 12oz,Conditioner,low,1,24.99,24.99,credit_card,False,very_high,converted
ord_85318c,uid_6063e246,sess_uid_6063e246_20230617123100,2023-06-17 12:35:41,LUM-CD-01,Repair & Strengthen Conditioner 12oz,Conditioner,low,3,24.99,74.97,credit_card,False,very_high,converted
ord_b41bd7,uid_b9beade0,sess_uid_b9beade0_20230812092000,2023-08-12 09:28:12,LUM-BW-02,Gentle Calm Body Wash 16oz,Body Wash,low,2,22.99,22.99,shop_pay,False,very_high,converted
ord_c686b0,uid_ff606941,sess_uid_ff606941_20230814134300,2023-08-14 13:50:41,LUM-SH-01,Hydra Boost Shampoo 12oz,Shampoo,low,3,21.99,21.99,credit_card,False,high,converted
ord_f093ab,uid_b37ca184,sess_uid_b37ca184_20230514102000,2023-05-14 10:27:45,LUM-CD-01,Repair & Strengthen Conditioner 12oz,Conditioner,low,1,24.99,24.99,credit_card,False,very_high,converted
ord_caf32c,uid_ca7a7f18,sess_uid_ca7a7f18_20230829162900,2023-08-29 16:35:37,LUM-SH-03,Hydra Boost Shampoo 32oz,Shampoo,mid,1,39.99,39.99,credit_card,False,high,converted
ord_f11139,uid_2c842011,sess_uid_2c842011_20230726004700,2023-07-26 00:52:30,LUM-BDL-02,Shampoo + Body Wash Duo,Bundle,mid,1,39.99,39.99,apple_pay,True,high,converted
ord_58ae1e,uid_2a92dd3e,sess_uid_2a92dd3e_20230703174000,2023-07-03 17:43:19,LUM-BW-01,Moisture Surge Body Wash 16oz,Body Wash,low,1,21.99,65.97,apple_pay,False,very_high,converted
ord_7a7eb3,uid_116a2a9f,sess_uid_116a2a9f_20230613193200,2023-06-13 19:36:05,LUM-CD-01,Repair & Strengthen Conditioner 12oz,Conditioner,low,3,24.99,24.99,apple_pay,False,very_high,converted
ord_ea7077,uid_f73e56aa,sess_uid_f73e56aa_20230527184600,2023-05-27 18:55:21,LUM-BDL-03,Scalp Care Complete Duo,Bundle,mid,1,44.99,44.99,shop_pay,False,very_high,converted
ord_a1d2a3,uid_d2b214bc,sess_uid_d2b214bc_20231124032300,2023-11-24 03:30:51,LUM-VP-02,Family Care Value Pack (4 Full-Size Products),Value Pack,high,1,64.99,64.99,paypal,False,high,decision_friction
ord_541472,uid_6a45c999,sess_uid_6a45c999_20231205205300,2023-12-05 21:01:33,LUM-SH-01,Hydra Boost Shampoo 12oz,Shampoo,low,1,21.99,21.99,paypal,False,very_high,converted
ord_24ca50,uid_d429a8e4,sess_uid_d429a8e4_20231106025600,2023-11-06 02:59:33,LUM-SH-02,Scalp Restore Shampoo 12oz,Shampoo,low,1,23.99,71.97,credit_card,False,very_high,converted
ord_151da9,uid_c4780c86,sess_uid_c4780c86_20230829062200,2023-08-29 06:26:45,LUM-CD-01,Repair & Strengthen Conditioner 12oz,Conditioner,low,3,24.99,24.99,paypal,False,very_high,converted
ord_ceb721,uid_0e2f0ba7,sess_uid_0e2f0ba7_20230412165900,2023-04-12 17:04:12,LUM-SH-01,Hydra Boost Shampoo 12oz,Shampoo,low,1,21.99,21.99,credit_card,False,very_high,converted
ord_d6dd40,uid_0e2f0ba7,sess_uid_0e2f0ba7_20230427135900,2023-04-27 14:02:52,LUM-VP-03,Luminos Starter Kit (6 Travel + 1 Full Size),Value Pack,high,1,54.99,54.99,credit_card,False,medium,converted
ord_518763,uid_e6c71b54,sess_uid_e6c71b54_20230521171800,2023-05-21 17:28:53,LUM-BDL-01,Shampoo + Conditioner Duo,Bundle,mid,2,42.99,42.99,credit_card,False,very_high,converted
ord_6a1280,uid_50272856,sess_uid_50272856_20230424180800,2023-04-24 18:14:00,LUM-BDL-02,Shampoo + Body Wash Duo,Bundle,mid,1,39.99,39.99,credit_card,False,very_high,converted
ord_b16477,uid_4fd6a331,sess_uid_4fd6a331_20231114020500,2023-11-14 02:10:55,LUM-BDL-03,Scalp Care Complete Duo,Bundle,mid,1,44.99,44.99,apple_pay,False,very_high,converted
ord_9d21a5,uid_f291441e,sess_uid_f291441e_20230709214000,2023-07-09 21:43:17,LUM-BDL-01,Shampoo + Conditioner Duo,Bundle,mid,1,42.99,42.99,credit_card,False,high,converted
ord_100e23,uid_e23ba094,sess_uid_e23ba094_20230529090900,2023-05-29 09:13:05,LUM-CD-01,Repair & Strengthen Conditioner 12oz,Conditioner,low,1,24.99,24.99,credit_card,False,very_high,converted
ord_dbcaa5,uid_e23ba094,sess_uid_e23ba094_20230619130900,2023-06-19 13:20:47,LUM-BDL-02,Shampoo + Body Wash Duo,Bundle,mid,2,39.99,39.99,credit_card,False,very_high,converted
ord_90a18c,uid_6229aad4,sess_uid_6229aad4_20230812010700,2023-08-12 01:11:44,LUM-BDL-02,Shampoo + Body Wash Duo,Bundle,mid,1,39.99,39.99,apple_pay,False,very_high,converted
ord_eeaeb7,uid_742c98fb,sess_uid_742c98fb_20230627102000,2023-06-27 10:24:28,LUM-CD-01,Repair & Strengthen Conditioner 12oz,Conditioner,low,1,24.99,24.99,credit_card,False,very_high,converted
ord_353f22,uid_742c98fb,sess_uid_742c98fb_20230809052000,2023-08-09 05:25:09,LUM-VP-01,Full Routine Bundle (Shampoo + Conditioner + Body Wash),Value Pack,high,1,59.99,119.98,credit_card,False,medium,converted
ord_04f822,uid_4e839037,sess_uid_4e839037_20230921202000,2023-09-21 20:23:36,LUM-BW-02,Gentle Calm Body Wash 16oz,Body Wash,low,2,22.99,45.98,credit_card,False,high,converted
ord_ac1aaf,uid_640ab927,sess_uid_640ab927_20230802104000,2023-08-02 10:49:27,LUM-BW-01,Moisture Surge Body Wash 16oz,Body Wash,low,1,21.99,21.99,apple_pay,False,high,converted
ord_5ec764,uid_ef002625,sess_uid_ef002625_20230901024500,2023-09-01 02:54:01,LUM-CD-01,Repair & Strengthen Conditioner 12oz,Conditioner,low,1,24.99,49.98,apple_pay,False,very_high,converted
ord_3f600a,uid_ef002625,sess_uid_ef002625_20231029204500,2023-10-29 20:50:21,LUM-BW-01,Moisture Surge Body Wash 16oz,Body Wash,low,1,21.99,43.98,credit_card,False,very_high,converted
ord_f24905,uid_67362d18,sess_uid_67362d18_20230423201900,2023-04-23 20:22:49,LUM-BDL-03,Scalp Care Complete Duo,Bundle,mid,1,44.99,44.99,credit_card,False,very_high,converted
ord_225432,uid_70be7e13,sess_uid_70be7e13_20230922023000,2023-09-22 02:34:51,LUM-BW-01,Moisture Surge Body Wash 16oz,Body Wash,low,1,21.99,21.99,credit_card,False,very_high,converted
ord_ea9e63,uid_1ba83e2e,sess_uid_1ba83e2e_20230519062200,2023-05-19 06:25:46,LUM-BW-02,Gentle Calm Body Wash 16oz,Body Wash,low,1,22.99,45.98,credit_card,False,very_high,converted
ord_a13965,uid_9e77d679,sess_uid_9e77d679_20230508113400,2023-05-08 11:41:30,LUM-BDL-01,Shampoo + Conditioner Duo,Bundle,mid,1,42.99,42.99,shop_pay,False,high,converted
ord_2a2038,uid_74481efa,sess_uid_74481efa_20230907230100,2023-09-07 23:11:22,LUM-SH-02,Scalp Restore Shampoo 12oz,Shampoo,low,1,23.99,23.99,credit_card,False,high,converted
ord_fd248e,uid_74481efa,sess_uid_74481efa_20231031180100,2023-10-31 18:05:19,LUM-SH-01,Hydra Boost Shampoo 12oz,Shampoo,low,3,21.99,21.99,credit_card,False,high,converted
ord_007500,uid_c5f0a8f5,sess_uid_c5f0a8f5_20231013132500,2023-10-13 13:28:05,LUM-SH-02,Scalp Restore Shampoo 12oz,Shampoo,low,1,23.99,71.97,credit_card,False,high,converted
ord_55708e,uid_acb03330,sess_uid_acb03330_20231007182200,2023-10-07 18:27:08,LUM-CD-01,Repair & Strengthen Conditioner 12oz,Conditioner,low,2,24.99,24.99,apple_pay,False,very_high,converted
ord_50a86b,uid_27f8bd25,sess_uid_27f8bd25_20230501200600,2023-05-01 20:15:26,LUM-SH-03,Hydra Boost Shampoo 32oz,Shampoo,mid,1,39.99,39.99,credit_card,False,very_high,converted
ord_f20918,uid_b7dc09ba,sess_uid_b7dc09ba_20231220045200,2023-12-20 05:03:19,LUM-CD-01,Repair & Strengthen Conditioner 12oz,Conditioner,low,1,24.99,24.99,credit_card,False,very_high,decision_friction
ord_13e3c3,uid_6d3fb422,sess_uid_6d3fb422_20231128103100,2023-11-28 10:34:40,LUM-BW-01,Moisture Surge Body Wash 16oz,Body Wash,low,1,21.99,65.97,apple_pay,False,very_high,converted
ord_c82838,uid_cdca0e5f,sess_uid_cdca0e5f_20230603141100,2023-06-03 14:14:32,LUM-BDL-02,Shampoo + Body Wash Duo,Bundle,mid,1,39.99,39.99,credit_card,False,very_high,converted
ord_87f1b6,uid_c248d515,sess_uid_c248d515_20230909141200,2023-09-09 14:16:49,LUM-CD-01,Repair & Strengthen Conditioner 12oz,Conditioner,low,1,24.99,24.99,credit_card,False,very_high,converted
ord_38f301,uid_8ed86136,sess_uid_8ed86136_20230731020400,2023-07-31 02:09:47,LUM-BDL-02,Shampoo + Body Wash Duo,Bundle,mid,1,39.99,39.99,paypal,False,very_high,converted
ord_38cf7b,uid_dd0f2c5a,sess_uid_dd0f2c5a_20230622180700,2023-06-22 18:11:22,LUM-BDL-03,Scalp Care Complete Duo,Bundle,mid,2,44.99,44.99,paypal,False,very_high,converted
ord_5e7300,uid_b6154814,sess_uid_b6154814_20231010050500,2023-10-10 05:09:32,LUM-BDL-01,Shampoo + Conditioner Duo,Bundle,mid,1,42.99,42.99,credit_card,False,high,converted
ord_1ed8fe,uid_bc965ea7,sess_uid_bc965ea7_20231129172600,2023-11-29 17:30:06,LUM-CD-01,Repair & Strengthen Conditioner 12oz,Conditioner,low,3,24.99,24.99,apple_pay,False,very_high,converted
ord_e9f93c,uid_bc965ea7,sess_uid_bc965ea7_20231229172600,2023-12-29 17:29:50,LUM-BDL-01,Shampoo + Conditioner Duo,Bundle,mid,1,42.99,42.99,credit_card,False,very_high,converted
ord_97464e,uid_12e1d062,sess_uid_12e1d062_20230830111600,2023-08-30 11:22:22,LUM-CD-01,Repair & Strengthen Conditioner 12oz,Conditioner,low,1,24.99,49.98,shop_pay,False,very_high,converted
ord_498897,uid_f9561169,sess_uid_f9561169_20230806183700,2023-08-06 18:43:48,LUM-BDL-01,Shampoo + Conditioner Duo,Bundle,mid,1,42.99,42.99,shop_pay,False,high,decision_friction
ord_4bf1ce,uid_34572bc8,sess_uid_34572bc8_20230810143500,2023-08-10 14:39:58,LUM-BDL-01,Shampoo + Conditioner Duo,Bundle,mid,1,42.99,42.99,paypal,False,high,price_barrier
ord_cd7ea5,uid_d62086cb,sess_uid_d62086cb_20230616210600,2023-06-16 21:15:49,LUM-BW-01,Moisture Surge Body Wash 16oz,Body Wash,low,1,21.99,21.99,apple_pay,False,very_high,converted
ord_6b2356,uid_350d66d9,sess_uid_350d66d9_20230428135100,2023-04-28 13:56:01,LUM-BW-01,Moisture Surge Body Wash 16oz,Body Wash,low,3,21.99,65.97,credit_card,False,very_high,converted
ord_2e7941,uid_b1b713bd,sess_uid_b1b713bd_20230615151800,2023-06-15 15:22:38,LUM-SH-02,Scalp Restore Shampoo 12oz,Shampoo,low,1,23.99,71.97,shop_pay,False,high,converted
ord_d4f856,uid_6c346968,sess_uid_6c346968_20230605072600,2023-06-05 07:30:10,LUM-CD-01,Repair & Strengthen Conditioner 12oz,Conditioner,low,2,24.99,74.97,apple_pay,False,high,converted
ord_aa4c1a,uid_0fc99c63,sess_uid_0fc99c63_20231111231200,2023-11-11 23:21:09,LUM-BW-01,Moisture Surge Body Wash 16oz,Body Wash,low,2,21.99,65.97,credit_card,False,high,converted
ord_1bc53b,uid_82667bc5,sess_uid_82667bc5_20230531225400,2023-05-31 22:57:32,LUM-CD-01,Repair & Strengthen Conditioner 12oz,Conditioner,low,1,24.99,49.98,shop_pay,False,very_high,converted
ord_40c548,uid_a2218018,sess_uid_a2218018_20230706154300,2023-07-06 15:51:00,LUM-BDL-03,Scalp Care Complete Duo,Bundle,mid,1,44.99,89.98,credit_card,False,high,decision_friction
ord_b3da6e,uid_0d500176,sess_uid_0d500176_20230816191200,2023-08-16 19:18:35,LUM-BW-02,Gentle Calm Body Wash 16oz,Body Wash,low,3,22.99,22.99,credit_card,False,very_high,converted
ord_29d2b6,uid_86c70e25,sess_uid_86c70e25_20230825103900,2023-08-25 10:50:22,LUM-BW-01,Moisture Surge Body Wash 16oz,Body Wash,low,1,21.99,43.98,credit_card,False,very_high,converted
ord_2540df,uid_74c6859c,sess_uid_74c6859c_20230927164000,2023-09-27 16:43:51,LUM-BDL-02,Shampoo + Body Wash Duo,Bundle,mid,2,39.99,39.99,apple_pay,False,very_high,converted
ord_daff5c,uid_6a26046d,sess_uid_6a26046d_20230511213000,2023-05-11 21:41:44,LUM-SH-02,Scalp Restore Shampoo 12oz,Shampoo,low,1,23.99,23.99,credit_card,False,very_high,converted
ord_dfd5d9,uid_5aadc7fc,sess_uid_5aadc7fc_20230929012600,2023-09-29 01:30:47,LUM-BW-02,Gentle Calm Body Wash 16oz,Body Wash,low,1,22.99,22.99,credit_card,False,very_high,out_of_stock
ord_5952e1,uid_de2b5a83,sess_uid_de2b5a83_20230626182500,2023-06-26 18:27:44,LUM-BW-02,Gentle Calm Body Wash 16oz,Body Wash,low,1,22.99,45.98,apple_pay,False,high,converted
ord_617687,uid_c87b53a6,sess_uid_c87b53a6_20231028062800,2023-10-28 06:39:36,LUM-BDL-01,Shampoo + Conditioner Duo,Bundle,mid,1,42.99,42.99,apple_pay,False,very_high,converted
ord_2a4bde,uid_ee2e0432,sess_uid_ee2e0432_20231009054500,2023-10-09 05:52:53,LUM-CD-01,Repair & Strengthen Conditioner 12oz,Conditioner,low,3,24.99,24.99,credit_card,False,high,converted
ord_21662b,uid_441d9133,sess_uid_441d9133_20230918085700,2023-09-18 09:03:59,LUM-BW-02,Gentle Calm Body Wash 16oz,Body Wash,low,3,22.99,22.99,paypal,False,very_high,converted
ord_936e32,uid_5f549a14,sess_uid_5f549a14_20230730233900,2023-07-30 23:43:44,LUM-CD-01,Repair & Strengthen Conditioner 12oz,Conditioner,low,1,24.99,74.97,credit_card,False,very_high,converted
ord_f28c27,uid_5f549a14,sess_uid_5f549a14_20231019003900,2023-10-19 00:53:13,LUM-VP-03,Luminos Starter Kit (6 Travel + 1 Full Size),Value Pack,high,2,54.99,54.99,credit_card,False,high,converted
ord_e8b0a1,uid_dea75205,sess_uid_dea75205_20230525092000,2023-05-25 09:24:37,LUM-SH-03,Hydra Boost Shampoo 32oz,Shampoo,mid,1,39.99,39.99,credit_card,False,high,converted
ord_0fd054,uid_094f2398,sess_uid_094f2398_20230509225400,2023-05-09 22:59:27,LUM-BW-02,Gentle Calm Body Wash 16oz,Body Wash,low,3,22.99,22.99,credit_card,False,very_high,converted
ord_809fcc,uid_bf41cc52,sess_uid_bf41cc52_20230622015400,2023-06-22 02:06:07,LUM-BW-01,Moisture Surge Body Wash 16oz,Body Wash,low,3,21.99,43.98,paypal,False,high,converted
ord_e9ec6a,uid_bf41cc52,sess_uid_bf41cc52_20230717205400,2023-07-17 21:00:45,LUM-BDL-02,Shampoo + Body Wash Duo,Bundle,mid,1,39.99,39.99,credit_card,False,very_high,converted
ord_42330e,uid_fd7da855,sess_uid_fd7da855_20230525182100,2023-05-25 18:29:29,LUM-CD-01,Repair & Strengthen Conditioner 12oz,Conditioner,low,3,24.99,49.98,apple_pay,False,very_high,converted
ord_3b75fb,uid_496947f8,sess_uid_496947f8_20230805122400,2023-08-05 12:31:31,LUM-CD-01,Repair & Strengthen Conditioner 12oz,Conditioner,low,1,24.99,49.98,apple_pay,False,low,converted
ord_f8b288,uid_19a8c9dd,sess_uid_19a8c9dd_20230731145500,2023-07-31 15:04:24,LUM-CD-01,Repair & Strengthen Conditioner 12oz,Conditioner,low,3,24.99,49.98,apple_pay,False,high,converted
ord_48f831,uid_614f6f3f,sess_uid_614f6f3f_20231216020900,2023-12-16 02:13:09,LUM-BW-01,Moisture Surge Body Wash 16oz,Body Wash,low,1,21.99,21.99,paypal,False,high,converted
ord_2005a5,uid_af34131b,sess_uid_af34131b_20230516152800,2023-05-16 15:33:56,LUM-BW-01,Moisture Surge Body Wash 16oz,Body Wash,low,1,21.99,21.99,apple_pay,False,high,converted
ord_457119,uid_af34131b,sess_uid_af34131b_20230526172800,2023-05-26 17:34:12,LUM-CD-01,Repair & Strengthen Conditioner 12oz,Conditioner,low,1,24.99,49.98,credit_card,False,high,converted
ord_c6dac5,uid_fd364e41,sess_uid_fd364e41_20230908063400,2023-09-08 06:38:20,LUM-BDL-02,Shampoo + Body Wash Duo,Bundle,mid,1,39.99,39.99,paypal,False,very_high,converted
ord_6ae17d,uid_eede096b,sess_uid_eede096b_20230819130100,2023-08-19 13:11:21,LUM-SH-01,Hydra Boost Shampoo 12oz,Shampoo,low,1,21.99,43.98,credit_card,False,very_high,decision_friction
ord_3f4ef2,uid_c6615b1e,sess_uid_c6615b1e_20230728123600,2023-07-28 12:39:47,LUM-SH-02,Scalp Restore Shampoo 12oz,Shampoo,low,1,23.99,23.99,apple_pay,False,very_high,converted
ord_d7b210,uid_c6615b1e,sess_uid_c6615b1e_20230925123600,2023-09-25 12:41:43,LUM-CD-01,Repair & Strengthen Conditioner 12oz,Conditioner,low,3,24.99,24.99,shop_pay,False,very_high,converted
ord_f292d7,uid_783cf358,sess_uid_783cf358_20230921150900,2023-09-21 15:16:42,LUM-BDL-01,Shampoo + Conditioner Duo,Bundle,mid,1,42.99,42.99,credit_card,False,high,converted
ord_0fd48b,uid_9b1f74f1,sess_uid_9b1f74f1_20230405211000,2023-04-05 21:14:03,LUM-BDL-01,Shampoo + Conditioner Duo,Bundle,mid,1,42.99,42.99,shop_pay,False,high,converted
ord_87ae15,uid_dc0b8a0a,sess_uid_dc0b8a0a_20230720200100,2023-07-20 20:05:22,LUM-SH-01,Hydra Boost Shampoo 12oz,Shampoo,low,1,21.99,21.99,paypal,False,very_high,converted
ord_90ad47,uid_dc0b8a0a,sess_uid_dc0b8a0a_20230820050100,2023-08-20 05:05:37,LUM-BW-01,Moisture Surge Body Wash 16oz,Body Wash,low,1,21.99,21.99,paypal,False,very_high,converted
ord_345674,uid_9dedfd67,sess_uid_9dedfd67_20231124190100,2023-11-24 19:05:52,LUM-CD-01,Repair & Strengthen Conditioner 12oz,Conditioner,low,1,24.99,74.97,credit_card,False,very_high,converted
ord_53b6b8,uid_0dad306a,sess_uid_0dad306a_20230530043900,2023-05-30 04:46:42,LUM-CD-01,Repair & Strengthen Conditioner 12oz,Conditioner,low,1,24.99,24.99,credit_card,False,very_high,converted
ord_631c8b,uid_75ce19a7,sess_uid_75ce19a7_20230606142000,2023-06-06 14:23:23,LUM-BW-01,Moisture Surge Body Wash 16oz,Body Wash,low,3,21.99,65.97,apple_pay,False,high,converted
ord_c2e7f9,uid_6748f2c5,sess_uid_6748f2c5_20231107231100,2023-11-07 23:14:46,LUM-BDL-03,Scalp Care Complete Duo,Bundle,mid,2,44.99,44.99,credit_card,False,very_high,converted
ord_80fb6f,uid_f55b0bea,sess_uid_f55b0bea_20231024154300,2023-10-24 15:52:04,LUM-CD-01,Repair & Strengthen Conditioner 12oz,Conditioner,low,1,24.99,24.99,credit_card,False,high,converted
ord_0682b3,uid_50f9c850,sess_uid_50f9c850_20230528022700,2023-05-28 02:32:47,LUM-BDL-02,Shampoo + Body Wash Duo,Bundle,mid,1,39.99,119.97,apple_pay,False,very_high,converted
ord_eb38c6,uid_f6272686,sess_uid_f6272686_20230518192500,2023-05-18 19:31:27,LUM-BDL-03,Scalp Care Complete Duo,Bundle,mid,1,44.99,44.99,shop_pay,False,very_high,converted
ord_b70ecc,uid_a1373632,sess_uid_a1373632_20230826142100,2023-08-26 14:24:41,LUM-BW-01,Moisture Surge Body Wash 16oz,Body Wash,low,1,21.99,65.97,shop_pay,False,high,converted
ord_155a3e,uid_6e32a259,sess_uid_6e32a259_20231022061600,2023-10-22 06:20:15,LUM-VP-02,Family Care Value Pack (4 Full-Size Products),Value Pack,high,1,64.99,64.99,apple_pay,False,medium,converted
ord_5961ff,uid_01624bc0,sess_uid_01624bc0_20231027001100,2023-10-27 00:14:10,LUM-SH-01,Hydra Boost Shampoo 12oz,Shampoo,low,2,21.99,65.97,credit_card,False,high,converted
ord_196b98,uid_120315dc,sess_uid_120315dc_20230403025100,2023-04-03 02:59:22,LUM-CD-01,Repair & Strengthen Conditioner 12oz,Conditioner,low,2,24.99,49.98,credit_card,False,high,decision_friction
ord_f4275b,uid_351603c8,sess_uid_351603c8_20231215052900,2023-12-15 05:33:29,LUM-VP-01,Full Routine Bundle (Shampoo + Conditioner + Body Wash),Value Pack,high,1,59.99,59.99,apple_pay,False,low,converted
ord_1c43ff,uid_6b59029c,sess_uid_6b59029c_20230427073100,2023-04-27 07:38:07,LUM-BW-02,Gentle Calm Body Wash 16oz,Body Wash,low,2,22.99,45.98,apple_pay,False,very_high,converted
ord_7a04c8,uid_8fbfbb01,sess_uid_8fbfbb01_20230419193700,2023-04-19 19:41:48,LUM-SH-02,Scalp Restore Shampoo 12oz,Shampoo,low,1,23.99,23.99,apple_pay,False,very_high,converted
ord_a71e47,uid_96e7072d,sess_uid_96e7072d_20231205042200,2023-12-05 04:27:11,LUM-SH-01,Hydra Boost Shampoo 12oz,Shampoo,low,1,21.99,65.97,apple_pay,False,very_high,converted
ord_717069,uid_d4a12b87,sess_uid_d4a12b87_20230611063100,2023-06-11 06:36:22,LUM-BW-01,Moisture Surge Body Wash 16oz,Body Wash,low,3,21.99,21.99,apple_pay,False,high,converted
ord_c02f44,uid_56f4a50d,sess_uid_56f4a50d_20230507111400,2023-05-07 11:17:47,LUM-BDL-02,Shampoo + Body Wash Duo,Bundle,mid,1,39.99,39.99,credit_card,False,high,converted
ord_1d1568,uid_56f4a50d,sess_uid_56f4a50d_20230614041400,2023-06-14 04:19:24,LUM-SH-03,Hydra Boost Shampoo 32oz,Shampoo,mid,2,39.99,39.99,credit_card,False,very_high,converted
ord_5111da,uid_913a177f,sess_uid_913a177f_20230913230800,2023-09-13 23:17:00,LUM-BW-02,Gentle Calm Body Wash 16oz,Body Wash,low,1,22.99,22.99,shop_pay,False,very_high,converted
ord_a9befa,uid_913a177f,sess_uid_913a177f_20231126180800,2023-11-26 18:12:41,LUM-SH-03,Hydra Boost Shampoo 32oz,Shampoo,mid,1,39.99,39.99,paypal,False,very_high,converted
ord_d3278d,uid_eba5ba2b,sess_uid_eba5ba2b_20230804071900,2023-08-04 07:26:49,LUM-BW-02,Gentle Calm Body Wash 16oz,Body Wash,low,3,22.99,22.99,credit_card,False,high,converted
ord_74f29f,uid_303b1d83,sess_uid_303b1d83_20230421025800,2023-04-21 03:02:33,LUM-SH-02,Scalp Restore Shampoo 12oz,Shampoo,low,2,23.99,71.97,credit_card,False,very_high,converted
ord_d91d71,uid_72625392,sess_uid_72625392_20230915153000,2023-09-15 15:34:14,LUM-BW-02,Gentle Calm Body Wash 16oz,Body Wash,low,2,22.99,22.99,credit_card,False,high,converted
ord_e8badb,uid_4b4d222f,sess_uid_4b4d222f_20230609175300,2023-06-09 17:58:08,LUM-BDL-02,Shampoo + Body Wash Duo,Bundle,mid,1,39.99,39.99,credit_card,False,very_high,converted
ord_880ad1,uid_6b0a060b,sess_uid_6b0a060b_20230907095100,2023-09-07 09:56:20,LUM-BW-01,Moisture Surge Body Wash 16oz,Body Wash,low,1,21.99,65.97,credit_card,False,very_high,converted
ord_e7c71f,uid_702e667c,sess_uid_702e667c_20230921074700,2023-09-21 07:53:15,LUM-BDL-02,Shampoo + Body Wash Duo,Bundle,mid,1,39.99,39.99,credit_card,True,high,converted
ord_479703,uid_861c763a,sess_uid_861c763a_20230821225500,2023-08-21 22:59:52,LUM-SH-03,Hydra Boost Shampoo 32oz,Shampoo,mid,1,39.99,39.99,shop_pay,False,very_high,converted
ord_1627eb,uid_faa99699,sess_uid_faa99699_20230728173000,2023-07-28 17:35:10,LUM-BDL-02,Shampoo + Body Wash Duo,Bundle,mid,1,39.99,39.99,credit_card,False,high,price_barrier
ord_2a6c21,uid_98e207f4,sess_uid_98e207f4_20230423033100,2023-04-23 03:35:42,LUM-SH-03,Hydra Boost Shampoo 32oz,Shampoo,mid,1,39.99,39.99,credit_card,False,high,converted
ord_bbcee9,uid_260880a9,sess_uid_260880a9_20230827135900,2023-08-27 14:02:23,LUM-BDL-02,Shampoo + Body Wash Duo,Bundle,mid,1,39.99,39.99,credit_card,False,very_high,converted
ord_3b8021,uid_297dd22b,sess_uid_297dd22b_20230706014600,2023-07-06 01:51:33,LUM-SH-01,Hydra Boost Shampoo 12oz,Shampoo,low,1,21.99,21.99,credit_card,False,low,converted
ord_656525,uid_9fa3ede3,sess_uid_9fa3ede3_20230827002200,2023-08-27 00:26:45,LUM-CD-01,Repair & Strengthen Conditioner 12oz,Conditioner,low,1,24.99,74.97,shop_pay,False,very_high,converted
ord_f222ed,uid_7f8b940d,sess_uid_7f8b940d_20230906063500,2023-09-06 06:39:21,LUM-BW-01,Moisture Surge Body Wash 16oz,Body Wash,low,2,21.99,43.98,apple_pay,False,high,converted
ord_140853,uid_eb71ae52,sess_uid_eb71ae52_20230622013500,2023-06-22 01:40:41,LUM-BDL-01,Shampoo + Conditioner Duo,Bundle,mid,1,42.99,42.99,credit_card,False,very_high,converted
ord_2b476e,uid_951c7da0,sess_uid_951c7da0_20230713105800,2023-07-13 11:04:07,LUM-BW-02,Gentle Calm Body Wash 16oz,Body Wash,low,1,22.99,45.98,credit_card,False,very_high,converted
ord_f656a4,uid_d32e6643,sess_uid_d32e6643_20230726012500,2023-07-26 01:36:12,LUM-CD-01,Repair & Strengthen Conditioner 12oz,Conditioner,low,2,24.99,24.99,credit_card,False,very_high,converted
ord_5f872c,uid_62945ad5,sess_uid_62945ad5_20230922094300,2023-09-22 09:48:08,LUM-BDL-02,Shampoo + Body Wash Duo,Bundle,mid,2,39.99,39.99,paypal,False,very_high,converted
ord_aa6666,uid_0d8757b7,sess_uid_0d8757b7_20230805181900,2023-08-05 18:22:18,LUM-BW-01,Moisture Surge Body Wash 16oz,Body Wash,low,1,21.99,65.97,credit_card,False,high,converted
ord_919821,uid_46896be7,sess_uid_46896be7_20230812044300,2023-08-12 04:49:58,LUM-BDL-02,Shampoo + Body Wash Duo,Bundle,mid,1,39.99,39.99,apple_pay,False,high,converted
