assignment_id,user_pseudo_id,experiment_id,experiment_name,variant,assigned_at,first_exposure_at
asgn_867b0b34,uid_c26e3ba1,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-02-10 03:13:00
asgn_1e7f20e9,uid_b4b83afa,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-02-11 22:45:00
asgn_f9f4555b,uid_49212b05,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-02-26 01:36:00
asgn_d30595f3,uid_e9034509,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-03-17 17:33:00
asgn_1c306153,uid_bd46a227,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-02-23 05:05:00
asgn_2bc44f96,uid_28f97cd2,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-02-05 20:00:00
asgn_917cf7c1,uid_67ee7276,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-03-16 16:33:00
asgn_4c662ff2,uid_79328321,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-01-23 15:13:00
asgn_b325ca77,uid_5e4ffb2b,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-02-01 00:19:00
asgn_5431d8d8,uid_e942448d,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-02-12 12:36:00
asgn_1c69db02,uid_c170a344,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-01-22 16:14:00
asgn_f10d1a8d,uid_845b2bfd,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-03-03 13:49:00
asgn_809a8be1,uid_ecbfc672,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-02-24 03:58:00
asgn_1da5a47d,uid_d57a3753,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-02-22 05:31:00
asgn_93e3e6ca,uid_420661f5,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-02-05 07:47:00
asgn_286811c4,uid_6ea7e40e,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-01-23 02:23:00
asgn_31548112,uid_a2aeb14e,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-03-06 01:17:00
asgn_75023ca4,uid_87135c58,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-02-02 20:57:00
asgn_2ccaab79,uid_f177aba2,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-01-20 16:05:00
asgn_52a94d9a,uid_8f50a82a,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-02-29 02:09:00
asgn_3cc2487a,uid_a38a442c,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-03-04 05:24:00
asgn_ba36cfa5,uid_c5870985,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-02-26 21:02:00
asgn_0ecdeb49,uid_8e47e8c8,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-03-19 20:32:00
asgn_f0f048da,uid_4ed0aaac,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-02-22 06:03:00
asgn_bb5971b2,uid_51ca0c93,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-02-09 12:12:00
asgn_ddaffd47,uid_8eef00b5,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-02-14 21:00:00
asgn_ce937a29,uid_04acfca2,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-03-10 16:06:00
asgn_c89b9ed7,uid_aed3ab8a,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-02-20 18:41:00
asgn_8e09a0bd,uid_a8c47bb1,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-03-14 00:44:00
asgn_c62401e2,uid_752941e6,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-02-27 23:18:00
asgn_d622bde2,uid_0799eb0c,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-03-19 04:02:00
asgn_dfb45455,uid_e4ba532f,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-03-01 14:12:00
asgn_9ef82e99,uid_f4bff82c,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-03-19 15:16:00
asgn_4bd8e075,uid_697ce365,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-01-14 01:04:00
asgn_de401243,uid_33bd24f5,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-01-10 08:19:00
asgn_3bf6893c,uid_a7a586b4,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-01-31 05:05:00
asgn_2aec5761,uid_cea01a91,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-02-16 10:02:00
asgn_892cd50f,uid_82c92460,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-01-19 18:45:00
asgn_c67548d8,uid_f91cf26c,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-03-04 06:01:00
asgn_28c532df,uid_679b071f,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-02-18 00:43:00
asgn_46afdf02,uid_0380c797,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-03-04 19:14:00
asgn_36c2232d,uid_6ae08a9b,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-01-25 05:50:00
asgn_46ec0d2a,uid_ccff09e0,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-03-15 01:18:00
asgn_fa777108,uid_8e69264b,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-03-02 11:22:00
asgn_b0e0d8fc,uid_4744b5dc,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-01-13 09:11:00
asgn_403794ff,uid_7fe2920c,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-01-16 14:27:00
asgn_5ed25383,uid_daf7c0a8,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-02-26 16:31:00
asgn_1bcd7f46,uid_8dc1ae37,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-02-10 03:56:00
asgn_164e6a44,uid_8a0065a7,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-02-05 18:04:00
asgn_a1e2b6dd,uid_e0b01c7e,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-02-12 15:16:00
asgn_d4dbd986,uid_19b5fd3a,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-02-25 15:29:00
asgn_a05d60b8,uid_db9ddbb2,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-03-21 10:51:00
asgn_2438b3f6,uid_618af5ef,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-02-05 06:17:00
asgn_bd186547,uid_3cfa3786,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-03-10 04:21:00
asgn_0cc83984,uid_7d44bbfc,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-03-19 19:34:00
asgn_3c9ee6dd,uid_f08db880,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-01-21 20:08:00
asgn_0cf06906,uid_cd173ab1,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-01-13 06:39:00
asgn_fc51e3b0,uid_edef7134,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-03-15 19:18:00
asgn_702725fc,uid_94f1138d,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-01-25 20:00:00
asgn_255e7bde,uid_bd3a727b,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-01-12 22:49:00
asgn_f596e5c5,uid_a5ddb0cc,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-01-22 22:41:00
asgn_a42e656e,uid_e1dd6787,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-01-12 01:00:00
asgn_efcb437f,uid_47ae3a85,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-03-08 20:00:00
asgn_5344218c,uid_20746cbb,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-02-10 11:35:00
asgn_ad3ac47f,uid_f3eae63b,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-03-18 18:47:00
asgn_ed6decf0,uid_453b5860,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-02-28 05:09:00
asgn_fb61bf7a,uid_2f2a5dfd,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-02-28 04:39:00
asgn_d712f761,uid_d61c0653,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-03-12 12:05:00
asgn_9db4d577,uid_78328c32,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-02-05 15:22:00
asgn_e2db6fce,uid_692bea53,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-03-10 06:20:00
asgn_c2561e10,uid_1663c0de,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-02-12 05:26:00
asgn_1632887f,uid_2e475167,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-02-04 21:55:00
asgn_66d69631,uid_dc39d939,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-02-24 05:41:00
asgn_3c785107,uid_5112018a,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-02-06 03:45:00
asgn_129e57dd,uid_92de1a36,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-02-23 14:53:00
asgn_4ca7c044,uid_955344c6,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-01-21 09:59:00
asgn_24b01ca2,uid_01e3c04b,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-02-10 23:21:00
asgn_a4dba6c1,uid_fb277b69,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-01-16 10:44:00
asgn_dd06ed0e,uid_a0ede833,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-01-22 05:40:00
asgn_f8c311ac,uid_a2774813,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-01-09 00:45:00
asgn_24c9eabe,uid_e6582ad4,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-02-14 14:00:00
asgn_b8caeb98,uid_209e119b,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-03-05 19:10:00
asgn_fd39f4bb,uid_e3d36600,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-03-01 08:49:00
asgn_3c17d3d4,uid_76ccd120,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-03-06 00:33:00
asgn_28109046,uid_b30d046e,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-03-14 18:33:00
asgn_19d6917c,uid_a95b8e2c,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-03-11 04:15:00
asgn_8bd59cca,uid_ce6f081b,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-03-04 12:08:00
asgn_8351a8cb,uid_3e2ccd33,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-02-01 21:50:00
asgn_fb98c205,uid_4896d8da,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-02-07 10:00:00
asgn_79081b37,uid_dd856f72,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-02-21 05:02:00
asgn_f6740fc3,uid_50877307,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-02-24 13:24:00
asgn_dbf55068,uid_2d17d60f,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-01-27 07:12:00
asgn_4361b8f5,uid_ad6314dd,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-02-08 01:39:00
asgn_62d204b4,uid_c94f2e6a,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-02-09 10:48:00
asgn_db57a63d,uid_63e58b0d,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-01-29 12:07:00
asgn_958c4a7e,uid_de265f44,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-01-11 03:30:00
asgn_d1153345,uid_5e535534,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-02-22 05:50:00
asgn_cd61683c,uid_ecbae472,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-01-30 11:19:00
asgn_f62d3eb1,uid_08cff192,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-03-06 12:37:00
asgn_facbc6fb,uid_11af690d,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-03-22 11:32:00
asgn_ba4aeb5c,uid_d8cfecb1,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-03-23 10:23:00
asgn_128506f5,uid_88e4744a,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-01-13 03:21:00
asgn_8680e96f,uid_46528c20,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-01-10 03:32:00
asgn_3ab9ec8a,uid_1c8b30ca,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-03-12 16:15:00
asgn_d071d396,uid_ee4965eb,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-02-18 15:15:00
asgn_be1cfad4,uid_019a1ead,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-02-07 11:11:00
asgn_2f8f97a9,uid_9ca277ca,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-03-24 12:11:00
asgn_1430e89b,uid_11b5972e,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-03-13 14:38:00
asgn_b81a32fc,uid_e2c9d69e,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-01-10 19:06:00
asgn_7f8b3f8f,uid_a95a0f1e,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-02-15 19:17:00
asgn_a0bacd52,uid_6c561138,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-01-12 06:23:00
asgn_10e9c914,uid_56834c2c,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-02-21 08:29:00
asgn_fa0dccaf,uid_29509412,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-03-21 09:27:00
asgn_ad7406ff,uid_643cfcfc,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-01-10 16:44:00
asgn_0beea565,uid_b8b95deb,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-01-15 09:26:00
asgn_57865c61,uid_52f7231f,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-02-24 12:12:00
asgn_1751e0ca,uid_1c9169c2,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-03-19 10:54:00
asgn_9109d43c,uid_c8d546a9,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-01-27 05:12:00
asgn_d25d44a0,uid_107e3d1b,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-02-02 08:58:00
asgn_ae23f215,uid_452d07ff,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-03-14 23:24:00
asgn_b5226ca4,uid_a0f833d8,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-02-17 00:13:00
asgn_775dc3dd,uid_cdfe49b5,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-03-10 01:11:00
asgn_b2636e71,uid_33cccc23,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-03-14 19:43:00
asgn_c81ced58,uid_90c6d718,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-03-14 22:21:00
asgn_c36a5e69,uid_95c48f28,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-03-22 15:08:00
asgn_ece9ae35,uid_7eb5037c,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-02-22 16:03:00
asgn_82b0c6b5,uid_a59bf455,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-01-09 11:56:00
asgn_c537be9d,uid_47edbe3a,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-03-04 04:31:00
asgn_eaf30ed2,uid_72c5c288,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-03-13 04:20:00
asgn_bc5cfddf,uid_cd0bf2f1,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-01-27 20:37:00
asgn_cf36ed8a,uid_9cd22be1,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-01-30 17:36:00
asgn_8a067c2b,uid_7729dcfd,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-01-25 00:39:00
asgn_2d219e4f,uid_a4b39bfc,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-01-12 09:52:00
asgn_0345029c,uid_6b928f84,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-02-18 21:12:00
asgn_e03f059d,uid_188eb434,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-02-18 08:09:00
asgn_c2d66d9a,uid_fbc40353,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-03-02 21:22:00
asgn_c7d3569f,uid_c5c004ae,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-03-13 05:25:00
asgn_8e278906,uid_4a0d4654,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-03-03 08:04:00
asgn_3cd4a6a9,uid_a8500352,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-02-10 12:50:00
asgn_a9798bbb,uid_d75860e5,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-02-08 04:54:00
asgn_f243d375,uid_98f4547d,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-02-08 04:18:00
asgn_fa69401c,uid_c2a91790,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-03-15 14:49:00
asgn_edfebf91,uid_42f29e93,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-03-12 18:58:00
asgn_a8587f17,uid_a122aef9,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-02-03 18:36:00
asgn_2fe02f92,uid_2ba1810a,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-02-05 17:10:00
asgn_21a1d1b7,uid_de02ea0c,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-03-10 05:45:00
asgn_9effa86c,uid_7389876e,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-01-21 00:30:00
asgn_3a1b1e92,uid_a9ba5156,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-02-15 21:08:00
asgn_924e6a25,uid_e7037320,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-03-04 21:10:00
asgn_adb43c13,uid_c506d8ed,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-01-09 05:47:00
asgn_5e85ab75,uid_c0c942c6,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-01-26 08:19:00
asgn_1943c247,uid_e20775d4,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-02-11 12:40:00
asgn_bde64603,uid_810fde7f,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-03-02 19:52:00
asgn_bf721c2a,uid_633d5876,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-03-16 19:16:00
asgn_3e4435d3,uid_d7675b44,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-03-08 12:22:00
asgn_30d284ec,uid_e547d6bc,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-01-08 14:27:00
asgn_bb018ee4,uid_c13cbd70,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-01-23 20:47:00
asgn_3fce2fa7,uid_0005c66e,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-02-25 03:18:00
asgn_db0535ca,uid_8a66685f,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-02-28 09:47:00
asgn_41fd2c98,uid_368d99d1,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-01-09 09:46:00
asgn_eb9b6355,uid_e4d9ee6a,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-02-10 09:39:00
asgn_45f6b87f,uid_f89ffc54,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-02-22 06:12:00
asgn_ed21cd27,uid_38e2622a,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-03-01 14:11:00
asgn_d3df39a5,uid_c0da10b2,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-02-24 07:55:00
asgn_1e49d51c,uid_d51b573e,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-03-23 06:54:00
asgn_a83f405e,uid_62d7fef6,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-01-25 07:45:00
asgn_45b5ee0c,uid_e5e12ca8,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-02-03 16:20:00
asgn_114d14eb,uid_6cd5ff40,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-03-10 10:56:00
asgn_e200c808,uid_76c368f2,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-02-28 22:57:00
asgn_81d45393,uid_24a2e436,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-03-03 19:38:00
asgn_87efc797,uid_f1cf1ced,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-01-19 06:14:00
asgn_767d93c5,uid_b0c8ada5,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-03-01 00:46:00
asgn_eb72952f,uid_26cbdf3e,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-01-30 04:46:00
asgn_08fb63e3,uid_a218a123,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-03-16 03:37:00
asgn_46ddcb82,uid_9e853e24,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-02-11 09:35:00
asgn_389f3015,uid_ca4c50b7,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-01-25 23:38:00
asgn_1ea292e9,uid_a7ebf3fb,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-02-07 08:01:00
asgn_58474b05,uid_6c1a9305,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-02-21 12:54:00
asgn_db7f0b20,uid_9ea40b2c,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-01-14 14:11:00
asgn_84f70194,uid_e51d1f56,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-02-01 07:47:00
asgn_2eb73888,uid_c92fce6b,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-02-27 19:04:00
asgn_b64fc826,uid_2437e390,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-03-23 19:35:00
asgn_d6d6cebc,uid_e37dbe2e,exp_luminos_pdp_v1,luminos_pdp_value_messaging_q1_2024,control,2024-01-08,2024-03-04 05:05:00
