user_pseudo_id,total_sessions,total_orders,total_revenue,avg_order_value,days_since_last_visit,avg_scroll_depth,intent_score,propensity_score,propensity_tier,will_purchase,R_score,F_score,M_score,recency_days,frequency,monetary,segment,avg_scroll,intent_mode,clv_6month,xgb_churn_prob,churn_risk_tier,clv_tier
uid_28610684,1,1.0,44.99,44.99,1,0.61,5,0.9890816723312982,High Propensity,0,4,1,3,31.0,1,44.99,New Customer,0.61,very_high,5.166484891812154,0.12974572,Low Risk,Low Value
uid_2874a226,3,0.0,0.0,0.0,21,0.42,4,0.294210712195143,Medium Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.42,high,0.0,0.9991683,High Risk,No Value
uid_287eb2f0,2,0.0,0.0,0.0,84,0.495,2,0.012328002318092297,Low Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.495,low,0.0,0.99893254,High Risk,No Value
uid_28808bea,4,0.0,0.0,0.0,30,0.4081818181818182,5,0.24410314040829528,Low Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.4253846153846154,very_high,0.0,0.98051745,High Risk,No Value
uid_28828573,2,0.0,0.0,0.0,9,0.3233333333333333,4,0.5631104980045519,Medium Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.3233333333333333,high,0.0,0.42693454,Medium Risk,No Value
uid_2884621d,1,0.0,0.0,0.0,125,0.5733333333333334,5,0.044100400941586494,Low Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.5733333333333334,very_high,0.0,0.9988072,High Risk,No Value
uid_289acbae,3,0.0,0.0,0.0,69,0.29333333333333333,1,0.02298325457153932,Low Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.29333333333333333,very_low,0.0,0.9991658,High Risk,No Value
uid_28a58f5b,2,0.0,0.0,0.0,133,0.3833333333333333,2,0.0019967497449322066,Low Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.3833333333333333,low,0.0,0.9991954,High Risk,No Value
uid_28a9a25b,4,0.0,0.0,0.0,34,0.47400000000000003,2,0.11109343736399462,Low Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.4383333333333333,low,0.0,0.9657764,High Risk,No Value
uid_28b53fb0,4,0.0,0.0,0.0,8,0.4583333333333333,4,0.19727704925373768,Low Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.4583333333333333,high,0.0,0.8721603,High Risk,No Value
uid_28d6600f,4,0.0,0.0,0.0,17,0.508,4,0.37548499949695563,Medium Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.49090909090909096,high,0.0,0.95163757,High Risk,No Value
uid_28d9900a,4,1.0,24.99,24.99,10,0.5218181818181818,4,0.6457293670781143,High Propensity,0,2,1,1,84.0,1,24.99,Hibernating,0.4991666666666667,high,2.0001882757931155,0.98293465,High Risk,Low Value
uid_28dc70a4,1,0.0,0.0,0.0,50,0.29,5,0.23529507477913575,Low Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.29,very_high,0.0,0.998885,High Risk,No Value
uid_28df28b0,1,0.0,0.0,0.0,24,0.52,2,0.3933989529126199,Medium Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.4175,low,0.0,0.2159584,Low Risk,No Value
uid_28e0cfc3,2,0.0,0.0,0.0,48,0.396,3,0.31841717565301886,Medium Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.396,medium,0.0,0.99917006,High Risk,No Value
uid_28e29914,4,0.0,0.0,0.0,21,0.44,3,0.4515238244437168,Medium Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.44,medium,0.0,0.998701,High Risk,No Value
uid_28e2ffb8,2,1.0,45.98,45.98,67,0.5916666666666667,5,0.13694889613619893,Low Propensity,0,1,1,3,142.0,1,45.98,Hibernating (High Value),0.5916666666666667,very_high,2.7750059172330666,0.99876606,High Risk,Low Value
uid_28e50ae0,1,0.0,0.0,0.0,3,0.52,2,0.6471100419532613,High Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.4633333333333334,very_high,0.0,0.1643954,Low Risk,No Value
uid_28e99040,2,0.0,0.0,0.0,6,0.6633333333333333,5,0.8818689734302898,High Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.6633333333333333,very_high,0.0,0.332637,Low Risk,No Value
uid_28f4cbf7,1,1.0,47.98,47.98,40,0.4566666666666667,5,0.8029911500693975,High Propensity,0,3,1,3,70.0,1,47.98,Potential Loyalist,0.3725,very_high,4.171425329026274,0.33724722,Low Risk,Low Value
uid_2901c567,1,0.0,0.0,0.0,80,0.2,2,0.0584197136606859,Low Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.2,low,0.0,0.9988317,High Risk,No Value
uid_2903d315,1,0.0,0.0,0.0,134,0.5900000000000001,5,0.0053347804571067595,Low Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.5900000000000001,very_high,0.0,0.9988722,High Risk,No Value
uid_2907da1a,2,0.0,0.0,0.0,101,0.38833333333333336,4,0.011057727113150121,Low Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.38833333333333336,high,0.0,0.99899465,High Risk,No Value
uid_290c8c1c,1,0.0,0.0,0.0,128,0.39,5,0.008789711347996453,Low Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.39,very_high,0.0,0.99912995,High Risk,No Value
uid_291b7c8a,1,0.0,0.0,0.0,11,0.495,2,0.4522073101361578,Medium Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.495,low,0.0,0.2956872,Low Risk,No Value
uid_29290c2d,1,0.0,0.0,0.0,34,0.52,2,0.4814196823173171,Medium Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.52,low,0.0,0.99874085,High Risk,No Value
uid_29293dd9,2,0.0,0.0,0.0,47,0.5566666666666666,5,0.24056534019431686,Low Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.5566666666666666,very_high,0.0,0.99899775,High Risk,No Value
uid_292d4f37,4,0.0,0.0,0.0,53,0.42500000000000004,2,0.022779803347290323,Low Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.42500000000000004,low,0.0,0.9990702,High Risk,No Value
uid_292d7418,1,0.0,0.0,0.0,16,0.54,5,0.6223699664439447,High Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.5333333333333333,very_high,0.0,0.29853415,Low Risk,No Value
uid_2931920e,2,0.0,0.0,0.0,78,0.48,2,0.08611461256165637,Low Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.48,low,0.0,0.9990495,High Risk,No Value
uid_2934bf93,1,0.0,0.0,0.0,39,0.385,5,0.5931803086846567,Medium Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.385,very_high,0.0,0.99910396,High Risk,No Value
uid_293a0999,1,0.0,0.0,0.0,6,0.18,1,0.8394403501090578,High Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.26,low,0.0,0.18606092,Low Risk,No Value
uid_29539c43,2,0.0,0.0,0.0,2,0.525,2,0.3349144858760031,Medium Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.45333333333333337,low,0.0,0.24525814,Low Risk,No Value
uid_29662b34,1,0.0,0.0,0.0,6,0.33,2,0.6445950070090297,High Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.33,low,0.0,0.18446772,Low Risk,No Value
uid_2966d39e,2,1.0,39.99,39.99,32,0.5325,4,0.7167718449763153,High Propensity,1,4,1,3,25.0,2,62.980000000000004,New Customer,0.5155555555555555,high,7.7812595241905145,0.19219826,Low Risk,Low Value
uid_29681c7b,3,0.0,0.0,0.0,16,0.38999999999999996,4,0.28470450018484045,Medium Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.38999999999999996,high,0.0,0.99915195,High Risk,No Value
uid_29773a73,3,0.0,0.0,0.0,11,0.23,2,0.3995066596716318,Medium Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.23,low,0.0,0.7013407,High Risk,No Value
uid_297dd22b,1,1.0,21.99,21.99,56,0.7375,2,0.6264485166438752,High Propensity,0,2,1,1,86.0,1,21.99,Hibernating,0.7375,low,1.7403802395070804,0.99872273,High Risk,Low Value
uid_298ad5e6,3,0.0,0.0,0.0,30,0.47833333333333333,4,0.2619612744968286,Medium Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.47833333333333333,high,0.0,0.99880767,High Risk,No Value
uid_298d86cf,2,0.0,0.0,0.0,25,0.5133333333333333,5,0.7139114253723863,High Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.48857142857142855,very_high,0.0,0.25290164,Low Risk,No Value
uid_29914576,2,1.0,21.99,21.99,12,0.2866666666666667,5,0.9683284890284092,High Propensity,0,3,1,1,42.0,1,21.99,Potential Loyalist,0.2866666666666667,very_high,2.3141924988571114,0.7617226,High Risk,Low Value
uid_29929768,1,0.0,0.0,0.0,122,0.11,2,0.001956988744132754,Low Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.11,low,0.0,0.99916065,High Risk,No Value
uid_29954c51,2,0.0,0.0,0.0,45,0.345,4,0.2636542034465092,Medium Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.345,high,0.0,0.99920136,High Risk,No Value
uid_299b71bd,1,0.0,0.0,0.0,148,0.26,5,0.0028513990617907853,Low Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.26,very_high,0.0,0.99880683,High Risk,No Value
uid_299bbf03,2,0.0,0.0,0.0,14,0.54,2,0.20664642466580946,Low Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.5266666666666667,low,0.0,0.20572393,Low Risk,No Value
uid_299c9657,5,0.0,0.0,0.0,25,0.5011111111111111,5,0.11297927997436455,Low Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.5011111111111111,very_high,0.0,0.99954623,High Risk,No Value
uid_29a01d5e,3,0.0,0.0,0.0,22,0.355,4,0.3600245375384335,Medium Propensity,1,4,1,2,22.0,1,39.99,New Customer,0.40222222222222226,high,4.965768756628777,0.52586997,Medium Risk,Low Value
uid_29aada7d,5,2.0,64.98,32.49,7,0.51,5,0.6030867622062283,High Propensity,0,3,1,3,57.0,2,64.98,Potential Loyalist,0.51,very_high,5.060926140124669,0.98894113,High Risk,Low Value
uid_29aba37d,1,0.0,0.0,0.0,6,0.515,4,0.7309490170700373,High Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.515,high,0.0,0.27396172,Low Risk,No Value
uid_29b12941,3,1.0,54.99,54.99,7,0.6409090909090909,3,0.8919980919860683,High Propensity,0,2,1,3,109.0,1,54.99,Hibernating (High Value),0.6409090909090909,medium,3.8573754638711995,0.79646647,High Risk,Low Value
uid_29b6d8ad,4,0.0,0.0,0.0,52,0.434,2,0.05559491681849858,Low Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.434,low,0.0,0.99894005,High Risk,No Value
uid_29bb7012,1,0.0,0.0,0.0,64,0.5133333333333333,2,0.03940906474273543,Low Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.5133333333333333,low,0.0,0.99886835,High Risk,No Value
uid_29bd5f3b,1,0.0,0.0,0.0,20,0.17,1,0.6140366154748708,High Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.36000000000000004,low,0.0,0.18877472,Low Risk,No Value
uid_29d1862e,2,0.0,0.0,0.0,89,0.48,4,0.036606206000354684,Low Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.48,high,0.0,0.9990533,High Risk,No Value
uid_29d21e27,2,0.0,0.0,0.0,12,0.41500000000000004,2,0.4783413107286059,Medium Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.32,high,0.0,0.2727284,Low Risk,No Value
uid_29d539f6,2,0.0,0.0,0.0,77,0.39666666666666667,3,0.058698398954060996,Low Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.39666666666666667,medium,0.0,0.99914205,High Risk,No Value
uid_29db65b8,1,0.0,0.0,0.0,128,0.4266666666666666,5,0.009540480977238511,Low Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.4266666666666666,very_high,0.0,0.9989354,High Risk,No Value
uid_29ddbc2b,2,0.0,0.0,0.0,71,0.35,2,0.03367144787519289,Low Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.35,low,0.0,0.9990727,High Risk,No Value
uid_29f5dc07,2,0.0,0.0,0.0,90,0.33,2,0.0105148756107595,Low Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.33,low,0.0,0.99914634,High Risk,No Value
uid_29f6d8e1,2,1.0,49.98,49.98,18,0.52,5,0.9039770904921761,High Propensity,0,3,1,3,48.0,1,49.98,Potential Loyalist,0.52,very_high,5.0316752490362395,0.9991767,High Risk,Low Value
uid_29f888d2,3,0.0,0.0,0.0,22,0.3866666666666667,2,0.3766717437546328,Medium Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.4600000000000001,low,0.0,0.6800055,Medium Risk,No Value
uid_29f9e995,4,0.0,0.0,0.0,59,0.336,2,0.033751084777518627,Low Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.336,low,0.0,0.9991264,High Risk,No Value
uid_29fb2bbb,2,0.0,0.0,0.0,94,0.365,3,0.05271105299327072,Low Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.365,medium,0.0,0.99925953,High Risk,No Value
uid_2a046a47,4,0.0,0.0,0.0,51,0.5811111111111111,5,0.043743417821856506,Low Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.5811111111111111,very_high,0.0,0.9986432,High Risk,No Value
uid_2a1ccc70,1,0.0,0.0,0.0,23,0.41333333333333333,5,0.7925625003519934,High Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.398,very_high,0.0,0.3432627,Low Risk,No Value
uid_2a2039e8,2,0.0,0.0,0.0,23,0.3933333333333333,2,0.13633850563928304,Low Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.39285714285714285,high,0.0,0.26675117,Low Risk,No Value
uid_2a313459,1,0.0,0.0,0.0,58,0.6625000000000001,5,0.5106139134236307,Medium Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.6625000000000001,very_high,0.0,0.9988933,High Risk,No Value
uid_2a43943d,3,0.0,0.0,0.0,43,0.34,4,0.14836783902732786,Low Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.34,high,0.0,0.9992362,High Risk,No Value
uid_2a4468a0,2,0.0,0.0,0.0,124,0.275,4,0.004283512141517627,Low Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.275,high,0.0,0.99922895,High Risk,No Value
uid_2a46683f,4,0.0,0.0,0.0,35,0.4666666666666666,5,0.14717000216790527,Low Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.4666666666666666,very_high,0.0,0.99879223,High Risk,No Value
uid_2a5867b0,2,0.0,0.0,0.0,12,0.19,2,0.5191814145126186,Medium Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.2966666666666667,low,0.0,0.20112056,Low Risk,No Value
uid_2a6674e2,2,0.0,0.0,0.0,115,0.398,2,0.0062224912831618595,Low Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.398,low,0.0,0.9991204,High Risk,No Value
uid_2a6cc795,3,0.0,0.0,0.0,36,0.5314285714285714,5,0.40839804273812724,Medium Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.5225,very_high,0.0,0.770282,High Risk,No Value
uid_2a6ef520,1,0.0,0.0,0.0,145,0.25,1,0.0007424055256487771,Low Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.25,very_low,0.0,0.9989292,High Risk,No Value
uid_2a72a602,2,0.0,0.0,0.0,2,0.29333333333333333,1,0.45819867825033955,Medium Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.29333333333333333,very_low,0.0,0.31929848,Low Risk,No Value
uid_2a734811,1,0.0,0.0,0.0,9,0.38,2,0.603795720214904,High Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.25,low,0.0,0.18839808,Low Risk,No Value
uid_2a794689,3,0.0,0.0,0.0,52,0.3525,3,0.10109373133682421,Low Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.3525,medium,0.0,0.9993025,High Risk,No Value
uid_2a8197df,3,0.0,0.0,0.0,84,0.27666666666666667,2,0.013641171359997355,Low Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.27666666666666667,low,0.0,0.9989293,High Risk,No Value
uid_2a8421f9,2,0.0,0.0,0.0,35,0.37714285714285717,4,0.49699610874223904,Medium Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.37714285714285717,high,0.0,0.99899787,High Risk,No Value
uid_2a8a897f,1,0.0,0.0,0.0,39,0.395,3,0.6831290377664186,High Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.38999999999999996,medium,0.0,0.24696302,Low Risk,No Value
uid_2a913db7,2,0.0,0.0,0.0,134,0.59,4,0.0015993712305239262,Low Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.59,high,0.0,0.99899596,High Risk,No Value
uid_2a92dd3e,3,1.0,65.97,65.97,59,0.45600000000000007,5,0.06885257181314923,Low Propensity,0,2,1,4,89.0,1,65.97,Hibernating (High Value),0.45600000000000007,very_high,5.135031497025117,0.99927086,High Risk,Low Value
uid_2a9d8796,3,0.0,0.0,0.0,20,0.33249999999999996,2,0.3786658591901887,Medium Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.33249999999999996,low,0.0,0.99912864,High Risk,No Value
uid_2aa07243,2,0.0,0.0,0.0,1,0.5660000000000001,5,0.6247218301613912,High Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.5660000000000001,very_high,0.0,0.33585647,Low Risk,No Value
uid_2aa6afcc,2,0.0,0.0,0.0,99,0.61,5,0.050803097239687414,Low Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.61,very_high,0.0,0.99914324,High Risk,No Value
uid_2aae277a,2,1.0,47.98,47.98,32,0.49875,5,0.759405025224169,High Propensity,0,3,1,3,71.0,1,47.98,Potential Loyalist,0.49875,very_high,4.145838150879651,0.9990011,High Risk,Low Value
uid_2aae337a,4,0.0,0.0,0.0,0,0.485,5,0.6843234768875743,High Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.45899999999999996,high,0.0,0.95892,High Risk,No Value
uid_2ab52b92,2,0.0,0.0,0.0,16,0.36,4,0.4812415170684272,Medium Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.37833333333333335,low,0.0,0.3164063,Low Risk,No Value
uid_2ab71033,5,0.0,0.0,0.0,28,0.43642857142857144,4,0.14826264610738416,Low Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.43642857142857144,high,0.0,0.99948764,High Risk,No Value
uid_2ad16f52,4,0.0,0.0,0.0,29,0.398,2,0.18489762253474507,Low Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.398,low,0.0,0.9989103,High Risk,No Value
uid_2adb2b1c,3,0.0,0.0,0.0,3,0.32,4,0.49314866851777384,Medium Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.3025,low,0.0,0.31138447,Low Risk,No Value
uid_2af6c177,1,0.0,0.0,0.0,56,0.27,2,0.12567159232791048,Low Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.27,low,0.0,0.9988906,High Risk,No Value
uid_2afa821a,4,1.0,65.97,65.97,47,0.43,4,0.07616966019573652,Low Propensity,0,1,1,4,121.0,1,65.97,Hibernating (High Value),0.43,high,4.369328596810169,0.99918705,High Risk,Low Value
uid_2afc14b1,1,0.0,0.0,0.0,0,0.16,4,0.8915301682690717,High Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.3225,high,0.0,0.14575675,Low Risk,No Value
uid_2b1a6a41,1,0.0,0.0,0.0,66,0.4,1,0.10320736831871569,Low Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.4,very_low,0.0,0.99883336,High Risk,No Value
uid_2b204e41,1,0.0,0.0,0.0,131,0.51,2,0.0012616680549351446,Low Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.51,low,0.0,0.99893874,High Risk,No Value
uid_2b236603,1,0.0,0.0,0.0,86,0.3,2,0.06950346703877036,Low Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.3,low,0.0,0.9989052,High Risk,No Value
uid_2b4eb8a6,3,0.0,0.0,0.0,46,0.508,4,0.1306457612693633,Low Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.508,high,0.0,0.99913174,High Risk,No Value
uid_2b706c6d,2,0.0,0.0,0.0,9,0.25,2,0.6224963321943449,High Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.25,low,0.0,0.4773821,Medium Risk,No Value
uid_2b778ffe,4,0.0,0.0,0.0,52,0.395,4,0.11902341480929866,Low Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.395,high,0.0,0.99901366,High Risk,No Value
uid_2b7d20e8,3,0.0,0.0,0.0,17,0.5016666666666666,5,0.656218007656047,High Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.4557142857142857,very_high,0.0,0.647732,Medium Risk,No Value
uid_2b7dbb31,2,0.0,0.0,0.0,95,0.2525,2,0.008616498746872316,Low Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.2525,low,0.0,0.99918157,High Risk,No Value
uid_2b86b8d9,2,0.0,0.0,0.0,97,0.42333333333333334,3,0.027483320658272192,Low Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.42333333333333334,medium,0.0,0.99919945,High Risk,No Value
uid_2b931c5c,2,0.0,0.0,0.0,49,0.618,4,0.12935108415312574,Low Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.618,high,0.0,0.9990639,High Risk,No Value
uid_2b969288,1,0.0,0.0,0.0,14,0.46,3,0.871311361119194,High Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.46,medium,0.0,0.92843616,High Risk,No Value
uid_2b9a4d73,1,0.0,0.0,0.0,11,0.39,2,0.6435024701581388,High Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.41,high,0.0,0.22717269,Low Risk,No Value
uid_2b9a8448,1,0.0,0.0,0.0,126,0.43,5,0.004846437273809518,Low Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.43,very_high,0.0,0.9989667,High Risk,No Value
uid_2b9c91da,4,0.0,0.0,0.0,57,0.26375,2,0.026098262747498633,Low Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.26375,low,0.0,0.9988954,High Risk,No Value
uid_2b9dae98,3,0.0,0.0,0.0,49,0.3814285714285714,2,0.08693031521970329,Low Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.3814285714285714,low,0.0,0.9990326,High Risk,No Value
uid_2b9df4db,2,0.0,0.0,0.0,22,0.3333333333333333,4,0.39255594465161175,Medium Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.3333333333333333,high,0.0,0.9990107,High Risk,No Value
uid_2ba329bb,5,0.0,0.0,0.0,20,0.32181818181818184,4,0.3995664633478024,Medium Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.32181818181818184,high,0.0,0.99953234,High Risk,No Value
uid_2bae061c,1,0.0,0.0,0.0,73,0.53,2,0.06173548039812627,Low Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.53,low,0.0,0.9987643,High Risk,No Value
uid_2bb9626e,1,0.0,0.0,0.0,122,0.59,2,0.003332142243377488,Low Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.59,low,0.0,0.9985897,High Risk,No Value
uid_2bbc029b,2,0.0,0.0,0.0,134,0.45499999999999996,2,0.0009390719490456899,Low Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.45499999999999996,low,0.0,0.9991141,High Risk,No Value
uid_2bc3bd4c,2,0.0,0.0,0.0,30,0.45999999999999996,4,0.6486141380263737,High Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.47,very_high,0.0,0.50372297,Medium Risk,No Value
uid_2bcb81f7,1,0.0,0.0,0.0,47,0.28,2,0.0745243277682509,Low Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.28,low,0.0,0.998698,High Risk,No Value
uid_2bd01733,1,0.0,0.0,0.0,142,0.11,4,0.0037660895818502987,Low Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.11,high,0.0,0.9990213,High Risk,No Value
uid_2bdf92d1,1,0.0,0.0,0.0,120,0.1,2,0.0029481298852350652,Low Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.1,low,0.0,0.9988977,High Risk,No Value
uid_2be88dd4,1,0.0,0.0,0.0,23,0.15,5,0.7597070295094892,High Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.15,very_high,0.0,0.9990496,High Risk,No Value
uid_2be8b30d,1,0.0,0.0,0.0,16,0.515,4,0.5504263134176921,Medium Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.49833333333333335,high,0.0,0.3378486,Low Risk,No Value
uid_2bf54c2b,2,0.0,0.0,0.0,129,0.345,2,0.0013530436708303266,Low Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.345,low,0.0,0.9990753,High Risk,No Value
uid_2bf5a716,2,0.0,0.0,0.0,58,0.5366666666666667,2,0.08993306915684302,Low Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.5366666666666667,low,0.0,0.99898356,High Risk,No Value
uid_2bf6fad0,2,0.0,0.0,0.0,112,0.4266666666666667,2,0.006098231233590916,Low Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.4266666666666667,low,0.0,0.9991677,High Risk,No Value
uid_2c02147a,3,0.0,0.0,0.0,79,0.326,5,0.01852799437992801,Low Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.326,very_high,0.0,0.99929225,High Risk,No Value
uid_2c04b78c,2,0.0,0.0,0.0,49,0.5625,2,0.21559703801084373,Low Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.5625,low,0.0,0.9990897,High Risk,No Value
uid_2c0ae007,2,0.0,0.0,0.0,128,0.21999999999999997,5,0.010456684994907409,Low Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.21999999999999997,very_high,0.0,0.99916327,High Risk,No Value
uid_2c0de1dd,1,0.0,0.0,0.0,58,0.16,2,0.06744370657367289,Low Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.16,low,0.0,0.99876535,High Risk,No Value
uid_2c10a45a,3,0.0,0.0,0.0,28,0.4475,2,0.17798099333155226,Low Propensity,0,1,1,1,999.0,0,0.0,Lost / Non-Buyer,0.4475,low,0.0,0.9991197,High Risk,No Value
