session_id,user_pseudo_id,session_start,session_end,device_category,traffic_source,traffic_medium,item_id,product_category,price_tier,item_price,intent_level,dropoff_reason,category_viewed,order_id,order_revenue,page_view,view_item_list,view_item,add_to_cart,begin_checkout,purchase,avg_scroll_depth,reached_home,reached_plp,reached_pdp,reached_atc,reached_checkout,purchased,pdp_view_count,session_duration_sec,variant,is_returned,payment_method
sess_uid_2c6544f8_20240329052000,uid_2c6544f8,2024-03-29 05:20:12,2024-03-29 05:20:12,mobile,email,email,LUM-VP-02,Value Pack,high,64.99,medium,converted,,,0.0,1,0,0,0,0,0,,True,False,False,False,False,False,0,0.0,treatment,,
sess_uid_2c736748_20240120043900,uid_2c736748,2024-01-20 04:39:19,2024-01-20 04:39:55,desktop,direct,none,LUM-BDL-01,Bundle,mid,42.99,very_high,converted,Bundle,,0.0,1,1,0,0,0,0,,True,True,False,False,False,False,0,36.0,treatment,,
sess_uid_2c736748_20240129203900,uid_2c736748,2024-01-29 20:39:07,2024-01-29 20:44:28,desktop,direct,none,LUM-SH-03,Shampoo,mid,39.99,very_high,converted,Shampoo,ord_d466e1,41.84,1,1,1,1,1,1,0.88,True,True,True,True,True,True,1,321.0,treatment,False,paypal
sess_uid_2c740ef6_20240208173600,uid_2c740ef6,2024-02-08 17:36:20,2024-02-08 17:36:30,desktop,google,cpc,LUM-CD-01,Conditioner,low,24.99,high,distraction,Conditioner,,0.0,1,1,0,0,0,0,,True,True,False,False,False,False,0,10.0,control,,
sess_uid_2c740ef6_20240223063600,uid_2c740ef6,2024-02-23 06:36:16,2024-02-23 06:36:16,mobile,google,cpc,LUM-SH-03,Shampoo,mid,39.99,high,decision_friction,,,0.0,1,0,0,0,0,0,,True,False,False,False,False,False,0,0.0,control,,
sess_uid_2c7545e0_20240312201000,uid_2c7545e0,2024-03-12 20:10:14,2024-03-12 20:14:50,mobile,google,cpc,LUM-BDL-03,Bundle,mid,44.99,high,comparison_intent,Bundle,,0.0,1,1,2,0,0,0,0.74,True,True,True,False,False,False,2,276.0,treatment,,
sess_uid_2c7545e0_20240326131000,uid_2c7545e0,2024-03-26 13:10:04,2024-03-26 13:17:35,mobile,google,cpc,LUM-BW-02,Body Wash,low,22.99,high,decision_friction,Body Wash,,0.0,1,1,3,0,0,0,0.7433333333333333,True,True,True,False,False,False,3,451.0,treatment,,
sess_uid_2cae9b4d_20240302103000,uid_2cae9b4d,2024-03-02 10:30:16,2024-03-02 10:30:16,mobile,direct,none,LUM-CD-01,Conditioner,low,24.99,very_high,price_barrier,,,0.0,1,0,0,0,0,0,,True,False,False,False,False,False,0,0.0,control,,
sess_uid_2cb0f5b1_20240307175300,uid_2cb0f5b1,2024-03-07 17:53:07,2024-03-07 17:53:07,mobile,instagram,paid_social,LUM-SH-03,Shampoo,mid,39.99,low,wrong_audience,,,0.0,1,0,0,0,0,0,,True,False,False,False,False,False,0,0.0,control,,
sess_uid_2cb0f5b1_20240329185300,uid_2cb0f5b1,2024-03-29 18:53:07,2024-03-29 18:54:07,mobile,direct,none,LUM-VP-02,Value Pack,high,64.99,medium,ad_pdp_mismatch,Value Pack,,0.0,1,1,0,0,0,0,,True,True,False,False,False,False,0,60.0,control,,
sess_uid_2cbe5372_20240124123900,uid_2cbe5372,2024-01-24 12:39:15,2024-01-24 12:39:15,desktop,direct,none,LUM-SH-02,Shampoo,low,23.99,very_high,decision_friction,,,0.0,1,0,0,0,0,0,,True,False,False,False,False,False,0,0.0,treatment,,
sess_uid_2cbe5372_20240208233900,uid_2cbe5372,2024-02-08 23:39:17,2024-02-08 23:39:52,desktop,referral,referral,LUM-VP-03,Value Pack,high,54.99,medium,comparison_intent,Value Pack,,0.0,1,1,0,0,0,0,,True,True,False,False,False,False,0,35.0,treatment,,
sess_uid_2cee025a_20240305031800,uid_2cee025a,2024-03-05 03:18:17,2024-03-05 03:18:17,mobile,email,email,LUM-VP-02,Value Pack,high,64.99,medium,comparison_intent,,,0.0,1,0,0,0,0,0,,True,False,False,False,False,False,0,0.0,treatment,,
sess_uid_2cee025a_20240325171800,uid_2cee025a,2024-03-25 17:18:09,2024-03-25 17:21:11,mobile,referral,referral,LUM-SH-02,Shampoo,low,23.99,high,converted,Shampoo,ord_480738,23.99,1,1,1,1,1,1,0.9,True,True,True,True,True,True,1,182.0,treatment,False,credit_card
sess_uid_2cf47895_20240307210700,uid_2cf47895,2024-03-07 21:07:10,2024-03-07 21:07:10,mobile,instagram,paid_social,LUM-VP-03,Value Pack,high,54.99,very_low,price_shock,,,0.0,1,0,0,0,0,0,,True,False,False,False,False,False,0,0.0,treatment,,
sess_uid_2cfb8f84_20240217021200,uid_2cfb8f84,2024-02-17 02:12:10,2024-02-17 02:12:10,mobile,email,email,LUM-BDL-03,Bundle,mid,44.99,very_high,converted,,,0.0,1,0,0,0,0,0,,True,False,False,False,False,False,0,0.0,treatment,,
sess_uid_2cfb8f84_20240304231200,uid_2cfb8f84,2024-03-04 23:12:06,2024-03-04 23:16:08,mobile,direct,none,LUM-SH-03,Shampoo,mid,39.99,very_high,converted,Shampoo,ord_b21623,41.98,1,1,1,1,1,1,0.74,True,True,True,True,True,True,1,242.0,treatment,False,shop_pay
sess_uid_2d044695_20240121060200,uid_2d044695,2024-01-21 06:02:07,2024-01-21 06:03:49,desktop,email,email,LUM-SH-02,Shampoo,low,23.99,very_high,price_barrier,Shampoo,,0.0,1,1,1,0,0,0,0.11,True,True,True,False,False,False,1,102.0,control,,
sess_uid_2d044695_20240217010200,uid_2d044695,2024-02-17 01:02:02,2024-02-17 01:03:39,desktop,google,cpc,LUM-BDL-01,Bundle,mid,42.99,high,price_barrier,Bundle,,0.0,1,1,1,0,0,0,0.24,True,True,True,False,False,False,1,97.0,control,,
sess_uid_2d044695_20240310160200,uid_2d044695,2024-03-10 16:02:04,2024-03-10 16:08:01,desktop,email,email,LUM-BDL-01,Bundle,mid,42.99,very_high,converted,Bundle,ord_7c76f3,42.99,1,1,1,1,1,1,0.55,True,True,True,True,True,True,1,357.0,control,False,credit_card
sess_uid_2d17d60f_20240127071200,uid_2d17d60f,2024-01-27 07:12:18,2024-01-27 07:12:18,mobile,tiktok,paid_social,LUM-VP-02,Value Pack,high,64.99,very_low,price_shock,,,0.0,1,0,0,0,0,0,,True,False,False,False,False,False,0,0.0,control,,
sess_uid_2d17d60f_20240212151200,uid_2d17d60f,2024-02-12 15:12:03,2024-02-12 15:12:03,mobile,tiktok,paid_social,LUM-CD-01,Conditioner,low,24.99,low,impulse_faded,,,0.0,1,0,0,0,0,0,,True,False,False,False,False,False,0,0.0,control,,
sess_uid_2d17d60f_20240228161200,uid_2d17d60f,2024-02-28 16:12:04,2024-02-28 16:12:20,mobile,instagram,paid_social,LUM-CD-01,Conditioner,low,24.99,low,impulse_faded,Conditioner,,0.0,1,1,0,0,0,0,,True,True,False,False,False,False,0,16.0,control,,
sess_uid_2d17d60f_20240317201200,uid_2d17d60f,2024-03-17 20:12:05,2024-03-17 20:12:05,mobile,instagram,paid_social,LUM-BDL-02,Bundle,mid,39.99,low,wrong_audience,,,0.0,1,0,0,0,0,0,,True,False,False,False,False,False,0,0.0,control,,
sess_uid_2d186a95_20240207131800,uid_2d186a95,2024-02-07 13:18:04,2024-02-07 13:19:52,mobile,direct,none,LUM-SH-02,Shampoo,low,23.99,very_high,converted,Shampoo,,0.0,1,1,1,0,0,0,0.69,True,True,True,False,False,False,1,108.0,control,,
sess_uid_2d186a95_20240220211800,uid_2d186a95,2024-02-20 21:18:18,2024-02-20 21:22:03,mobile,direct,none,LUM-CD-01,Conditioner,low,24.99,very_high,converted,Conditioner,ord_a04b29,49.98,1,1,1,1,1,1,0.89,True,True,True,True,True,True,1,225.0,control,False,credit_card
sess_uid_2d186a95_20240308121800,uid_2d186a95,2024-03-08 12:18:12,2024-03-08 12:19:12,mobile,email,email,LUM-BDL-03,Bundle,mid,44.99,very_high,converted,Bundle,,0.0,1,1,0,0,0,0,,True,True,False,False,False,False,0,60.0,control,,
sess_uid_2d186a95_20240326121800,uid_2d186a95,2024-03-26 12:18:12,2024-03-26 12:18:48,mobile,direct,none,LUM-SH-01,Shampoo,low,21.99,very_high,converted,Shampoo,,0.0,1,1,0,0,0,0,,True,True,False,False,False,False,0,36.0,control,,
sess_uid_2d1c8121_20240210234600,uid_2d1c8121,2024-02-10 23:46:20,2024-02-10 23:46:38,desktop,instagram,paid_social,LUM-CD-01,Conditioner,low,24.99,low,distraction,Conditioner,,0.0,1,1,0,0,0,0,,True,True,False,False,False,False,0,18.0,treatment,,
sess_uid_2d1c8121_20240226104600,uid_2d1c8121,2024-02-26 10:46:08,2024-02-26 10:46:08,desktop,tiktok,paid_social,LUM-BW-01,Body Wash,low,21.99,low,impulse_faded,,,0.0,1,0,0,0,0,0,,True,False,False,False,False,False,0,0.0,treatment,,
sess_uid_2d1c8121_20240315124600,uid_2d1c8121,2024-03-15 12:46:15,2024-03-15 12:47:08,desktop,instagram,paid_social,LUM-SH-03,Shampoo,mid,39.99,low,wrong_audience,Shampoo,,0.0,1,1,0,0,0,0,,True,True,False,False,False,False,0,53.0,treatment,,
sess_uid_2d2679a8_20240110204700,uid_2d2679a8,2024-01-10 20:47:06,2024-01-10 20:47:06,desktop,instagram,paid_social,LUM-VP-02,Value Pack,high,64.99,very_low,impulse_faded,,,0.0,1,0,0,0,0,0,,True,False,False,False,False,False,0,0.0,control,,
sess_uid_2d2679a8_20240128074700,uid_2d2679a8,2024-01-28 07:47:14,2024-01-28 07:47:14,mobile,instagram,paid_social,LUM-SH-02,Shampoo,low,23.99,low,distraction,,,0.0,1,0,0,0,0,0,,True,False,False,False,False,False,0,0.0,control,,
sess_uid_2d26fb82_20240312040900,uid_2d26fb82,2024-03-12 04:09:13,2024-03-12 04:11:12,mobile,referral,referral,LUM-BW-02,Body Wash,low,22.99,high,comparison_intent,Body Wash,,0.0,1,1,1,0,0,0,0.7,True,True,True,False,False,False,1,119.0,control,,
sess_uid_2d26fb82_20240330180900,uid_2d26fb82,2024-03-30 18:09:06,2024-03-30 18:09:45,desktop,direct,none,LUM-BDL-02,Bundle,mid,39.99,very_high,decision_friction,Bundle,,0.0,1,1,0,0,0,0,,True,True,False,False,False,False,0,39.0,control,,
sess_uid_2d317616_20240323130100,uid_2d317616,2024-03-23 13:01:02,2024-03-23 13:01:02,desktop,google,cpc,LUM-BDL-02,Bundle,mid,39.99,high,decision_friction,,,0.0,1,0,0,0,0,0,,True,False,False,False,False,False,0,0.0,control,,
sess_uid_2d3567bf_20240207165500,uid_2d3567bf,2024-02-07 16:55:14,2024-02-07 16:56:13,tablet,direct,none,LUM-BDL-03,Bundle,mid,44.99,very_high,price_barrier,Bundle,,0.0,1,1,1,0,0,0,0.16,True,True,True,False,False,False,1,59.0,control,,
sess_uid_2d3567bf_20240223185500,uid_2d3567bf,2024-02-23 18:55:05,2024-02-23 18:55:17,mobile,direct,none,LUM-BDL-03,Bundle,mid,44.99,very_high,out_of_stock,Bundle,,0.0,1,1,0,0,0,0,,True,True,False,False,False,False,0,12.0,control,,
sess_uid_2d3567bf_20240322015500,uid_2d3567bf,2024-03-22 01:55:15,2024-03-22 01:58:01,tablet,direct,none,LUM-VP-02,Value Pack,high,64.99,high,converted,Value Pack,,0.0,1,1,1,1,1,0,0.85,True,True,True,True,True,False,1,166.0,control,,
sess_uid_2d42fd80_20240130205000,uid_2d42fd80,2024-01-30 20:50:11,2024-01-30 20:50:11,mobile,direct,none,LUM-BDL-03,Bundle,mid,44.99,very_high,price_barrier,,,0.0,1,0,0,0,0,0,,True,False,False,False,False,False,0,0.0,control,,
sess_uid_2d42fd80_20240221125000,uid_2d42fd80,2024-02-21 12:50:13,2024-02-21 12:50:13,mobile,instagram,paid_social,LUM-SH-03,Shampoo,mid,39.99,low,distraction,,,0.0,1,0,0,0,0,0,,True,False,False,False,False,False,0,0.0,control,,
sess_uid_2d42fd80_20240320235000,uid_2d42fd80,2024-03-20 23:50:19,2024-03-20 23:50:34,mobile,instagram,paid_social,LUM-SH-02,Shampoo,low,23.99,low,wrong_audience,Shampoo,,0.0,1,1,0,0,0,0,,True,True,False,False,False,False,0,15.0,control,,
sess_uid_2d4c3c50_20240119144600,uid_2d4c3c50,2024-01-19 14:46:11,2024-01-19 14:46:11,tablet,instagram,paid_social,LUM-BDL-02,Bundle,mid,39.99,low,impulse_faded,,,0.0,1,0,0,0,0,0,,True,False,False,False,False,False,0,0.0,control,,
sess_uid_2d4c3c50_20240127034600,uid_2d4c3c50,2024-01-27 03:46:12,2024-01-27 03:47:33,tablet,tiktok,paid_social,LUM-VP-03,Value Pack,high,54.99,very_low,impulse_faded,Value Pack,,0.0,1,1,1,0,0,0,0.08,True,True,True,False,False,False,1,81.0,control,,
sess_uid_2d4c3c50_20240223064600,uid_2d4c3c50,2024-02-23 06:46:09,2024-02-23 06:46:09,tablet,instagram,paid_social,LUM-VP-01,Value Pack,high,59.99,very_low,price_shock,,,0.0,1,0,0,0,0,0,,True,False,False,False,False,False,0,0.0,control,,
sess_uid_2d4c3c50_20240303184600,uid_2d4c3c50,2024-03-03 18:46:03,2024-03-03 18:46:03,tablet,instagram,paid_social,LUM-BDL-02,Bundle,mid,39.99,low,wrong_audience,,,0.0,1,0,0,0,0,0,,True,False,False,False,False,False,0,0.0,control,,
sess_uid_2d5556ce_20240120112900,uid_2d5556ce,2024-01-20 11:29:09,2024-01-20 11:29:09,tablet,tiktok,paid_social,LUM-VP-01,Value Pack,high,59.99,very_low,wrong_audience,,,0.0,1,0,0,0,0,0,,True,False,False,False,False,False,0,0.0,control,,
sess_uid_2d66fb6f_20240309131600,uid_2d66fb6f,2024-03-09 13:16:17,2024-03-09 13:24:31,mobile,email,email,LUM-BW-02,Body Wash,low,22.99,very_high,converted,Body Wash,ord_d349e6,22.99,1,1,2,1,1,1,0.55,True,True,True,True,True,True,2,494.0,control,False,credit_card
sess_uid_2d6d1b26_20240110094700,uid_2d6d1b26,2024-01-10 09:47:17,2024-01-10 09:47:47,desktop,instagram,paid_social,LUM-BW-02,Body Wash,low,22.99,low,impulse_faded,Body Wash,,0.0,1,1,0,0,0,0,,True,True,False,False,False,False,0,30.0,treatment,,
sess_uid_2d6e3fba_20240321192600,uid_2d6e3fba,2024-03-21 19:26:10,2024-03-21 19:26:10,mobile,instagram,paid_social,LUM-BDL-03,Bundle,mid,44.99,low,converted,,,0.0,1,0,0,0,0,0,,True,False,False,False,False,False,0,0.0,control,,
sess_uid_2d6f5ae7_20240301112600,uid_2d6f5ae7,2024-03-01 11:26:16,2024-03-01 11:26:30,mobile,google,cpc,LUM-BDL-02,Bundle,mid,39.99,high,price_barrier,Bundle,,0.0,1,1,0,0,0,0,,True,True,False,False,False,False,0,14.0,control,,
sess_uid_2d75c308_20240318032700,uid_2d75c308,2024-03-18 03:27:09,2024-03-18 03:29:29,desktop,google,cpc,LUM-BDL-02,Bundle,mid,39.99,high,price_barrier,Bundle,,0.0,1,1,1,0,0,0,0.25,True,True,True,False,False,False,1,140.0,control,,
sess_uid_2d802128_20240227134000,uid_2d802128,2024-02-27 13:40:02,2024-02-27 13:40:02,desktop,google,cpc,LUM-SH-03,Shampoo,mid,39.99,high,converted,,,0.0,1,0,0,0,0,0,,True,False,False,False,False,False,0,0.0,control,,
sess_uid_2d82552b_20240308211100,uid_2d82552b,2024-03-08 21:11:01,2024-03-08 21:11:20,desktop,google,cpc,LUM-BW-01,Body Wash,low,21.99,high,decision_friction,Body Wash,,0.0,1,1,0,0,0,0,,True,True,False,False,False,False,0,19.0,control,,
sess_uid_2d82552b_20240315211100,uid_2d82552b,2024-03-15 21:11:18,2024-03-15 21:11:18,mobile,google,cpc,LUM-CD-01,Conditioner,low,24.99,high,distraction,,,0.0,1,0,0,0,0,0,,True,False,False,False,False,False,0,0.0,control,,
sess_uid_2d82552b_20240324001100,uid_2d82552b,2024-03-24 00:11:10,2024-03-24 00:11:10,desktop,google,cpc,LUM-VP-02,Value Pack,high,64.99,medium,ad_pdp_mismatch,,,0.0,1,0,0,0,0,0,,True,False,False,False,False,False,0,0.0,control,,
sess_uid_2d82552b_20240404121100,uid_2d82552b,2024-04-04 12:11:14,2024-04-04 12:11:40,desktop,google,cpc,LUM-BDL-02,Bundle,mid,39.99,high,comparison_intent,Bundle,,0.0,1,1,0,0,0,0,,True,True,False,False,False,False,0,26.0,control,,
sess_uid_2d84f3ef_20240203021500,uid_2d84f3ef,2024-02-03 02:15:12,2024-02-03 02:15:34,mobile,tiktok,paid_social,LUM-BDL-02,Bundle,mid,39.99,low,impulse_faded,Bundle,,0.0,1,1,0,0,0,0,,True,True,False,False,False,False,0,22.0,control,,
sess_uid_2d84f3ef_20240211071500,uid_2d84f3ef,2024-02-11 07:15:11,2024-02-11 07:15:34,mobile,instagram,paid_social,LUM-CD-01,Conditioner,low,24.99,low,converted,Conditioner,,0.0,1,1,0,0,0,0,,True,True,False,False,False,False,0,23.0,control,,
sess_uid_2d84f3ef_20240227051500,uid_2d84f3ef,2024-02-27 05:15:04,2024-02-27 05:15:04,mobile,instagram,paid_social,LUM-BDL-02,Bundle,mid,39.99,low,impulse_faded,,,0.0,1,0,0,0,0,0,,True,False,False,False,False,False,0,0.0,control,,
sess_uid_2d851d63_20240224172400,uid_2d851d63,2024-02-24 17:24:14,2024-02-24 17:24:41,mobile,instagram,paid_social,LUM-VP-02,Value Pack,high,64.99,very_low,impulse_faded,Value Pack,,0.0,1,1,0,0,0,0,,True,True,False,False,False,False,0,27.0,treatment,,
sess_uid_2d8cca8b_20240301201400,uid_2d8cca8b,2024-03-01 20:14:14,2024-03-01 20:19:15,mobile,referral,referral,LUM-BDL-02,Bundle,mid,39.99,high,converted,Bundle,ord_cf46e3,129.19,1,1,1,1,1,1,0.77,True,True,True,True,True,True,1,301.0,treatment,False,paypal
sess_uid_2d8cca8b_20240324011400,uid_2d8cca8b,2024-03-24 01:14:12,2024-03-24 01:14:12,mobile,google,cpc,LUM-BW-01,Body Wash,low,21.99,high,converted,,,0.0,1,0,0,0,0,0,,True,False,False,False,False,False,0,0.0,treatment,,
sess_uid_2d8fba2d_20240206153600,uid_2d8fba2d,2024-02-06 15:36:04,2024-02-06 15:36:38,tablet,direct,none,LUM-BDL-03,Bundle,mid,44.99,very_high,price_barrier,Bundle,,0.0,1,1,0,0,0,0,,True,True,False,False,False,False,0,34.0,control,,
sess_uid_2d8fba2d_20240219113600,uid_2d8fba2d,2024-02-19 11:36:14,2024-02-19 11:36:36,desktop,google,cpc,LUM-BDL-03,Bundle,mid,44.99,high,converted,Bundle,,0.0,1,1,0,0,0,0,,True,True,False,False,False,False,0,22.0,control,,
sess_uid_2d98f01e_20240201100000,uid_2d98f01e,2024-02-01 10:00:02,2024-02-01 10:00:29,mobile,tiktok,paid_social,LUM-VP-03,Value Pack,high,54.99,very_low,impulse_faded,Value Pack,,0.0,1,1,0,0,0,0,,True,True,False,False,False,False,0,27.0,control,,
sess_uid_2d98f01e_20240222160000,uid_2d98f01e,2024-02-22 16:00:13,2024-02-22 16:00:13,mobile,email,email,LUM-SH-03,Shampoo,mid,39.99,very_high,converted,,,0.0,1,0,0,0,0,0,,True,False,False,False,False,False,0,0.0,control,,
sess_uid_2d98f01e_20240314200000,uid_2d98f01e,2024-03-14 20:00:03,2024-03-14 20:00:03,mobile,tiktok,paid_social,LUM-CD-01,Conditioner,low,24.99,low,distraction,,,0.0,1,0,0,0,0,0,,True,False,False,False,False,False,0,0.0,control,,
sess_uid_2d9bbc4f_20240115135200,uid_2d9bbc4f,2024-01-15 13:52:06,2024-01-15 13:56:07,mobile,email,email,LUM-CD-01,Conditioner,low,24.99,very_high,decision_friction,Conditioner,,0.0,1,1,2,0,0,0,0.86,True,True,True,False,False,False,2,241.0,control,,
sess_uid_2d9d4bb6_20240305124700,uid_2d9d4bb6,2024-03-05 12:47:04,2024-03-05 12:49:03,mobile,google,cpc,LUM-CD-01,Conditioner,low,24.99,high,distraction,Conditioner,,0.0,1,1,1,0,0,0,0.41,True,True,True,False,False,False,1,119.0,treatment,,
sess_uid_2d9d4bb6_20240317164700,uid_2d9d4bb6,2024-03-17 16:47:08,2024-03-17 16:48:24,mobile,referral,referral,LUM-SH-02,Shampoo,low,23.99,high,comparison_intent,Shampoo,,0.0,1,1,1,0,0,0,0.62,True,True,True,False,False,False,1,76.0,treatment,,
sess_uid_2d9d4bb6_20240326064700,uid_2d9d4bb6,2024-03-26 06:47:16,2024-03-26 06:48:07,mobile,google,cpc,LUM-VP-02,Value Pack,high,64.99,low,wrong_audience,Value Pack,,0.0,1,1,0,0,0,0,,True,True,False,False,False,False,0,51.0,treatment,,
sess_uid_2d9fd519_20240203203500,uid_2d9fd519,2024-02-03 20:35:08,2024-02-03 20:35:08,mobile,instagram,paid_social,LUM-BW-02,Body Wash,low,22.99,low,wrong_audience,,,0.0,1,0,0,0,0,0,,True,False,False,False,False,False,0,0.0,treatment,,
sess_uid_2da1c0c0_20240223051400,uid_2da1c0c0,2024-02-23 05:14:03,2024-02-23 05:14:20,mobile,google,cpc,LUM-BDL-01,Bundle,mid,42.99,high,converted,Bundle,,0.0,1,1,0,0,0,0,,True,True,False,False,False,False,0,17.0,control,,
sess_uid_2da1c0c0_20240310231400,uid_2da1c0c0,2024-03-10 23:14:06,2024-03-10 23:19:20,desktop,google,cpc,LUM-SH-02,Shampoo,low,23.99,high,comparison_intent,Shampoo,,0.0,1,1,2,0,0,0,0.715,True,True,True,False,False,False,2,314.0,control,,
sess_uid_2da1c0c0_20240328211400,uid_2da1c0c0,2024-03-28 21:14:19,2024-03-28 21:15:48,mobile,google,cpc,LUM-CD-01,Conditioner,low,24.99,high,price_barrier,Conditioner,,0.0,1,1,1,0,0,0,0.2,True,True,True,False,False,False,1,89.0,control,,
sess_uid_2da919ce_20240324081900,uid_2da919ce,2024-03-24 08:19:15,2024-03-24 08:19:15,mobile,direct,none,LUM-BDL-02,Bundle,mid,39.99,very_high,decision_friction,,,0.0,1,0,0,0,0,0,,True,False,False,False,False,False,0,0.0,treatment,,
sess_uid_2da919ce_20240406211900,uid_2da919ce,2024-04-06 21:19:06,2024-04-06 21:19:06,mobile,instagram,paid_social,LUM-SH-01,Shampoo,low,21.99,low,distraction,,,0.0,1,0,0,0,0,0,,True,False,False,False,False,False,0,0.0,treatment,,
sess_uid_2daafe93_20240125005500,uid_2daafe93,2024-01-25 00:55:07,2024-01-25 00:55:07,mobile,google,cpc,LUM-CD-01,Conditioner,low,24.99,high,decision_friction,,,0.0,1,0,0,0,0,0,,True,False,False,False,False,False,0,0.0,treatment,,
sess_uid_2db64bb9_20240319144900,uid_2db64bb9,2024-03-19 14:49:12,2024-03-19 14:49:12,mobile,google,cpc,LUM-SH-03,Shampoo,mid,39.99,high,decision_friction,,,0.0,1,0,0,0,0,0,,True,False,False,False,False,False,0,0.0,control,,
sess_uid_2db88361_20240112075500,uid_2db88361,2024-01-12 07:55:20,2024-01-12 07:55:54,mobile,email,email,LUM-BDL-02,Bundle,mid,39.99,very_high,converted,Bundle,,0.0,1,1,0,0,0,0,,True,True,False,False,False,False,0,34.0,control,,
sess_uid_2dc7584e_20240303104900,uid_2dc7584e,2024-03-03 10:49:14,2024-03-03 10:51:48,desktop,google,cpc,LUM-BDL-03,Bundle,mid,44.99,high,comparison_intent,Bundle,,0.0,1,1,2,0,0,0,0.635,True,True,True,False,False,False,2,154.0,treatment,,
sess_uid_2dca85c4_20240227214700,uid_2dca85c4,2024-02-27 21:47:01,2024-02-27 21:47:01,mobile,instagram,paid_social,LUM-SH-03,Shampoo,mid,39.99,low,wrong_audience,,,0.0,1,0,0,0,0,0,,True,False,False,False,False,False,0,0.0,treatment,,
sess_uid_2dca85c4_20240310074700,uid_2dca85c4,2024-03-10 07:47:18,2024-03-10 07:47:18,mobile,instagram,paid_social,LUM-BDL-02,Bundle,mid,39.99,low,impulse_faded,,,0.0,1,0,0,0,0,0,,True,False,False,False,False,False,0,0.0,treatment,,
sess_uid_2dca85c4_20240402124700,uid_2dca85c4,2024-04-02 12:47:19,2024-04-02 12:47:19,mobile,instagram,paid_social,LUM-SH-01,Shampoo,low,21.99,low,price_shock,,,0.0,1,0,0,0,0,0,,True,False,False,False,False,False,0,0.0,treatment,,
sess_uid_2ddf41e6_20240130182100,uid_2ddf41e6,2024-01-30 18:21:15,2024-01-30 18:25:55,tablet,referral,referral,LUM-CD-01,Conditioner,low,24.99,high,comparison_intent,Conditioner,,0.0,1,1,2,0,0,0,0.515,True,True,True,False,False,False,2,280.0,treatment,,
sess_uid_2ddf41e6_20240210012100,uid_2ddf41e6,2024-02-10 01:21:13,2024-02-10 01:21:57,tablet,direct,none,LUM-BDL-01,Bundle,mid,42.99,very_high,price_barrier,Bundle,,0.0,1,1,0,0,0,0,,True,True,False,False,False,False,0,44.0,treatment,,
sess_uid_2ddfc7cf_20240204122400,uid_2ddfc7cf,2024-02-04 12:24:02,2024-02-04 12:28:12,mobile,email,email,LUM-CD-01,Conditioner,low,24.99,very_high,decision_friction,Conditioner,,0.0,1,1,2,0,0,0,0.815,True,True,True,False,False,False,2,250.0,treatment,,
sess_uid_2ddfc7cf_20240227122400,uid_2ddfc7cf,2024-02-27 12:24:15,2024-02-27 12:25:06,mobile,direct,none,LUM-VP-02,Value Pack,high,64.99,medium,converted,Value Pack,,0.0,1,1,0,0,0,0,,True,True,False,False,False,False,0,51.0,treatment,,
sess_uid_2ddfc7cf_20240327182400,uid_2ddfc7cf,2024-03-27 18:24:19,2024-03-27 18:24:19,mobile,google,cpc,LUM-BW-02,Body Wash,low,22.99,high,decision_friction,,,0.0,1,0,0,0,0,0,,True,False,False,False,False,False,0,0.0,treatment,,
sess_uid_2de26d61_20240123143300,uid_2de26d61,2024-01-23 14:33:05,2024-01-23 14:33:38,mobile,instagram,paid_social,LUM-CD-01,Conditioner,low,24.99,low,distraction,Conditioner,,0.0,1,1,0,0,0,0,,True,True,False,False,False,False,0,33.0,control,,
sess_uid_2de26d61_20240217103300,uid_2de26d61,2024-02-17 10:33:08,2024-02-17 10:33:08,mobile,instagram,paid_social,LUM-BW-01,Body Wash,low,21.99,low,converted,,,0.0,1,0,0,0,0,0,,True,False,False,False,False,False,0,0.0,control,,
sess_uid_2df0e56b_20240210173000,uid_2df0e56b,2024-02-10 17:30:10,2024-02-10 17:35:28,desktop,email,email,LUM-BDL-03,Bundle,mid,44.99,very_high,converted,Bundle,,0.0,1,1,2,0,0,0,0.61,True,True,True,False,False,False,2,318.0,treatment,,
sess_uid_2df0e56b_20240227013000,uid_2df0e56b,2024-02-27 01:30:05,2024-02-27 01:30:26,mobile,google,cpc,LUM-BDL-01,Bundle,mid,42.99,high,distraction,Bundle,,0.0,1,1,0,0,0,0,,True,True,False,False,False,False,0,21.0,treatment,,
sess_uid_2df33200_20240225141500,uid_2df33200,2024-02-25 14:15:14,2024-02-25 14:16:25,mobile,direct,none,LUM-BDL-02,Bundle,mid,39.99,very_high,converted,Bundle,,0.0,1,1,1,0,0,0,0.53,True,True,True,False,False,False,1,71.0,treatment,,
sess_uid_2df33200_20240308101500,uid_2df33200,2024-03-08 10:15:05,2024-03-08 10:19:48,mobile,direct,none,LUM-BW-01,Body Wash,low,21.99,very_high,converted,Body Wash,ord_20f4bc,21.99,1,1,1,1,1,1,0.62,True,True,True,True,True,True,1,283.0,treatment,False,apple_pay
sess_uid_2dfc4d3c_20240315021500,uid_2dfc4d3c,2024-03-15 02:15:05,2024-03-15 02:15:05,mobile,instagram,paid_social,LUM-SH-03,Shampoo,mid,39.99,low,impulse_faded,,,0.0,1,0,0,0,0,0,,True,False,False,False,False,False,0,0.0,treatment,,
