week_end_date,week_index,market,region,channel,brand,acv_distribution
2023-07-08,26,Los Angeles,West,Mass,Dove,0.9478
2023-07-08,26,Los Angeles,West,Mass,Suave,0.9015
2023-07-08,26,Los Angeles,West,Mass,Pantene,0.8758
2023-07-08,26,Los Angeles,West,Mass,Private Label,0.8311
2023-07-08,26,Los Angeles,West,Drug,Luminos,0.5899
2023-07-08,26,Los Angeles,West,Drug,Dove,0.9327
2023-07-08,26,Los Angeles,West,Drug,Suave,0.8872
2023-07-08,26,Los Angeles,West,Drug,Pantene,0.9073
2023-07-08,26,Los Angeles,West,Drug,Private Label,0.8502
2023-07-08,26,Chicago,Midwest,Food,Luminos,0.7118
2023-07-08,26,Chicago,Midwest,Food,Dove,0.9481
2023-07-08,26,Chicago,Midwest,Food,Suave,0.9149
2023-07-08,26,Chicago,Midwest,Food,Pantene,0.9019
2023-07-08,26,Chicago,Midwest,Food,Private Label,0.8587
2023-07-08,26,Chicago,Midwest,Mass,Luminos,0.6985
2023-07-08,26,Chicago,Midwest,Mass,Dove,0.949
2023-07-08,26,Chicago,Midwest,Mass,Suave,0.9364
2023-07-08,26,Chicago,Midwest,Mass,Pantene,0.889
2023-07-08,26,Chicago,Midwest,Mass,Private Label,0.8614
2023-07-08,26,Chicago,Midwest,Drug,Luminos,0.5864
2023-07-08,26,Chicago,Midwest,Drug,Dove,0.9281
2023-07-08,26,Chicago,Midwest,Drug,Suave,0.9002
2023-07-08,26,Chicago,Midwest,Drug,Pantene,0.8891
2023-07-08,26,Chicago,Midwest,Drug,Private Label,0.8242
2023-07-08,26,Houston,South,Food,Luminos,0.7185
2023-07-08,26,Houston,South,Food,Dove,0.9337
2023-07-08,26,Houston,South,Food,Suave,0.895
2023-07-08,26,Houston,South,Food,Pantene,0.8731
2023-07-08,26,Houston,South,Food,Private Label,0.8434
2023-07-08,26,Houston,South,Mass,Luminos,0.7262
2023-07-08,26,Houston,South,Mass,Dove,0.9558
2023-07-08,26,Houston,South,Mass,Suave,0.9065
2023-07-08,26,Houston,South,Mass,Pantene,0.9014
2023-07-08,26,Houston,South,Mass,Private Label,0.8558
2023-07-08,26,Houston,South,Drug,Luminos,0.6056
2023-07-08,26,Houston,South,Drug,Dove,0.9406
2023-07-08,26,Houston,South,Drug,Suave,0.9003
2023-07-08,26,Houston,South,Drug,Pantene,0.9121
2023-07-08,26,Houston,South,Drug,Private Label,0.8398
2023-07-08,26,Philadelphia,Northeast,Food,Luminos,0.7306
2023-07-08,26,Philadelphia,Northeast,Food,Dove,0.9507
2023-07-08,26,Philadelphia,Northeast,Food,Suave,0.9051
2023-07-08,26,Philadelphia,Northeast,Food,Pantene,0.8953
2023-07-08,26,Philadelphia,Northeast,Food,Private Label,0.8374
2023-07-08,26,Philadelphia,Northeast,Mass,Luminos,0.7279
2023-07-08,26,Philadelphia,Northeast,Mass,Dove,0.9358
2023-07-08,26,Philadelphia,Northeast,Mass,Suave,0.9134
2023-07-08,26,Philadelphia,Northeast,Mass,Pantene,0.8882
2023-07-08,26,Philadelphia,Northeast,Mass,Private Label,0.8372
2023-07-08,26,Philadelphia,Northeast,Drug,Luminos,0.6147
2023-07-08,26,Philadelphia,Northeast,Drug,Dove,0.9427
2023-07-08,26,Philadelphia,Northeast,Drug,Suave,0.9031
2023-07-08,26,Philadelphia,Northeast,Drug,Pantene,0.877
2023-07-08,26,Philadelphia,Northeast,Drug,Private Label,0.8446
2023-07-08,26,Phoenix,West,Food,Luminos,0.7221
2023-07-08,26,Phoenix,West,Food,Dove,0.9336
2023-07-08,26,Phoenix,West,Food,Suave,0.9213
2023-07-08,26,Phoenix,West,Food,Pantene,0.8932
2023-07-08,26,Phoenix,West,Food,Private Label,0.8582
2023-07-08,26,Phoenix,West,Mass,Luminos,0.7192
2023-07-08,26,Phoenix,West,Mass,Dove,0.9469
2023-07-08,26,Phoenix,West,Mass,Suave,0.8944
2023-07-08,26,Phoenix,West,Mass,Pantene,0.8993
2023-07-08,26,Phoenix,West,Mass,Private Label,0.8525
2023-07-08,26,Phoenix,West,Drug,Luminos,0.6031
2023-07-08,26,Phoenix,West,Drug,Dove,0.9259
2023-07-08,26,Phoenix,West,Drug,Suave,0.8917
2023-07-08,26,Phoenix,West,Drug,Pantene,0.8972
2023-07-08,26,Phoenix,West,Drug,Private Label,0.8469
2023-07-08,26,San Antonio,South,Food,Luminos,0.6885
2023-07-08,26,San Antonio,South,Food,Dove,0.9323
2023-07-08,26,San Antonio,South,Food,Suave,0.9096
2023-07-08,26,San Antonio,South,Food,Pantene,0.8858
2023-07-08,26,San Antonio,South,Food,Private Label,0.8361
2023-07-08,26,San Antonio,South,Mass,Luminos,0.6934
2023-07-08,26,San Antonio,South,Mass,Dove,0.9313
2023-07-08,26,San Antonio,South,Mass,Suave,0.8967
2023-07-08,26,San Antonio,South,Mass,Pantene,0.8841
2023-07-08,26,San Antonio,South,Mass,Private Label,0.8665
2023-07-08,26,San Antonio,South,Drug,Luminos,0.5701
2023-07-08,26,San Antonio,South,Drug,Dove,0.9492
2023-07-08,26,San Antonio,South,Drug,Suave,0.9025
2023-07-08,26,San Antonio,South,Drug,Pantene,0.8811
2023-07-08,26,San Antonio,South,Drug,Private Label,0.8548
2023-07-08,26,Dallas,South,Food,Luminos,0.697
2023-07-08,26,Dallas,South,Food,Dove,0.9386
2023-07-08,26,Dallas,South,Food,Suave,0.9083
2023-07-08,26,Dallas,South,Food,Pantene,0.8854
2023-07-08,26,Dallas,South,Food,Private Label,0.8459
2023-07-08,26,Dallas,South,Mass,Luminos,0.6908
2023-07-08,26,Dallas,South,Mass,Dove,0.9295
2023-07-08,26,Dallas,South,Mass,Suave,0.9052
2023-07-08,26,Dallas,South,Mass,Pantene,0.8967
2023-07-08,26,Dallas,South,Mass,Private Label,0.85
2023-07-08,26,Dallas,South,Drug,Luminos,0.5681
2023-07-08,26,Dallas,South,Drug,Dove,0.9499
2023-07-08,26,Dallas,South,Drug,Suave,0.9252
2023-07-08,26,Dallas,South,Drug,Pantene,0.8924
2023-07-08,26,Dallas,South,Drug,Private Label,0.853
2023-07-08,26,Detroit,Midwest,Food,Luminos,0.7299
2023-07-08,26,Detroit,Midwest,Food,Dove,0.9431
2023-07-08,26,Detroit,Midwest,Food,Suave,0.9165
2023-07-08,26,Detroit,Midwest,Food,Pantene,0.8844
2023-07-08,26,Detroit,Midwest,Food,Private Label,0.8465
2023-07-08,26,Detroit,Midwest,Mass,Luminos,0.7238
2023-07-08,26,Detroit,Midwest,Mass,Dove,0.9331
2023-07-08,26,Detroit,Midwest,Mass,Suave,0.9083
2023-07-08,26,Detroit,Midwest,Mass,Pantene,0.8949
2023-07-08,26,Detroit,Midwest,Mass,Private Label,0.8514
2023-07-08,26,Detroit,Midwest,Drug,Luminos,0.6109
2023-07-08,26,Detroit,Midwest,Drug,Dove,0.9257
2023-07-08,26,Detroit,Midwest,Drug,Suave,0.9285
2023-07-08,26,Detroit,Midwest,Drug,Pantene,0.8914
2023-07-08,26,Detroit,Midwest,Drug,Private Label,0.8461
2023-07-08,26,Seattle,West,Food,Luminos,0.7359
2023-07-08,26,Seattle,West,Food,Dove,0.9417
2023-07-08,26,Seattle,West,Food,Suave,0.919
2023-07-08,26,Seattle,West,Food,Pantene,0.892
2023-07-08,26,Seattle,West,Food,Private Label,0.8524
2023-07-08,26,Seattle,West,Mass,Luminos,0.7481
2023-07-08,26,Seattle,West,Mass,Dove,0.9531
2023-07-08,26,Seattle,West,Mass,Suave,0.9061
2023-07-08,26,Seattle,West,Mass,Pantene,0.8675
2023-07-08,26,Seattle,West,Mass,Private Label,0.8595
2023-07-08,26,Seattle,West,Drug,Luminos,0.6183
2023-07-08,26,Seattle,West,Drug,Dove,0.9339
2023-07-08,26,Seattle,West,Drug,Suave,0.9053
2023-07-08,26,Seattle,West,Drug,Pantene,0.8868
2023-07-08,26,Seattle,West,Drug,Private Label,0.8444
2023-07-15,27,New York,Northeast,Food,Luminos,0.717
2023-07-15,27,New York,Northeast,Food,Dove,0.941
2023-07-15,27,New York,Northeast,Food,Suave,0.9311
2023-07-15,27,New York,Northeast,Food,Pantene,0.8793
2023-07-15,27,New York,Northeast,Food,Private Label,0.8559
2023-07-15,27,New York,Northeast,Mass,Luminos,0.7397
2023-07-15,27,New York,Northeast,Mass,Dove,0.9372
2023-07-15,27,New York,Northeast,Mass,Suave,0.9096
2023-07-15,27,New York,Northeast,Mass,Pantene,0.8997
2023-07-15,27,New York,Northeast,Mass,Private Label,0.8341
2023-07-15,27,New York,Northeast,Drug,Luminos,0.6095
2023-07-15,27,New York,Northeast,Drug,Dove,0.9374
2023-07-15,27,New York,Northeast,Drug,Suave,0.9077
2023-07-15,27,New York,Northeast,Drug,Pantene,0.8882
2023-07-15,27,New York,Northeast,Drug,Private Label,0.8461
2023-07-15,27,Los Angeles,West,Food,Luminos,0.7086
2023-07-15,27,Los Angeles,West,Food,Dove,0.9325
2023-07-15,27,Los Angeles,West,Food,Suave,0.9121
2023-07-15,27,Los Angeles,West,Food,Pantene,0.893
2023-07-15,27,Los Angeles,West,Food,Private Label,0.8704
2023-07-15,27,Los Angeles,West,Mass,Luminos,0.7112
2023-07-15,27,Los Angeles,West,Mass,Dove,0.9237
2023-07-15,27,Los Angeles,West,Mass,Suave,0.919
2023-07-15,27,Los Angeles,West,Mass,Pantene,0.8885
2023-07-15,27,Los Angeles,West,Mass,Private Label,0.8627
2023-07-15,27,Los Angeles,West,Drug,Luminos,0.5913
2023-07-15,27,Los Angeles,West,Drug,Dove,0.9595
2023-07-15,27,Los Angeles,West,Drug,Suave,0.917
2023-07-15,27,Los Angeles,West,Drug,Pantene,0.886
2023-07-15,27,Los Angeles,West,Drug,Private Label,0.8409
2023-07-15,27,Chicago,Midwest,Food,Luminos,0.6931
2023-07-15,27,Chicago,Midwest,Food,Dove,0.9451
2023-07-15,27,Chicago,Midwest,Food,Suave,0.9104
2023-07-15,27,Chicago,Midwest,Food,Pantene,0.8937
2023-07-15,27,Chicago,Midwest,Food,Private Label,0.8723
2023-07-15,27,Chicago,Midwest,Mass,Luminos,0.6951
2023-07-15,27,Chicago,Midwest,Mass,Dove,0.9463
2023-07-15,27,Chicago,Midwest,Mass,Suave,0.9073
2023-07-15,27,Chicago,Midwest,Mass,Pantene,0.8832
2023-07-15,27,Chicago,Midwest,Mass,Private Label,0.856
2023-07-15,27,Chicago,Midwest,Drug,Luminos,0.5877
2023-07-15,27,Chicago,Midwest,Drug,Dove,0.9466
2023-07-15,27,Chicago,Midwest,Drug,Suave,0.9148
2023-07-15,27,Chicago,Midwest,Drug,Pantene,0.8826
2023-07-15,27,Chicago,Midwest,Drug,Private Label,0.8561
2023-07-15,27,Houston,South,Food,Luminos,0.7276
2023-07-15,27,Houston,South,Food,Dove,0.9316
2023-07-15,27,Houston,South,Food,Suave,0.8995
2023-07-15,27,Houston,South,Food,Pantene,0.8912
2023-07-15,27,Houston,South,Food,Private Label,0.8497
2023-07-15,27,Houston,South,Mass,Luminos,0.7221
2023-07-15,27,Houston,South,Mass,Dove,0.9272
2023-07-15,27,Houston,South,Mass,Suave,0.9154
2023-07-15,27,Houston,South,Mass,Pantene,0.8923
2023-07-15,27,Houston,South,Mass,Private Label,0.842
2023-07-15,27,Houston,South,Drug,Luminos,0.6049
2023-07-15,27,Houston,South,Drug,Dove,0.9273
2023-07-15,27,Houston,South,Drug,Suave,0.9089
2023-07-15,27,Houston,South,Drug,Pantene,0.8896
2023-07-15,27,Houston,South,Drug,Private Label,0.8494
2023-07-15,27,Philadelphia,Northeast,Food,Luminos,0.7286
2023-07-15,27,Philadelphia,Northeast,Food,Dove,0.953
2023-07-15,27,Philadelphia,Northeast,Food,Suave,0.9265
2023-07-15,27,Philadelphia,Northeast,Food,Pantene,0.8726
2023-07-15,27,Philadelphia,Northeast,Food,Private Label,0.8473
2023-07-15,27,Philadelphia,Northeast,Mass,Luminos,0.728
2023-07-15,27,Philadelphia,Northeast,Mass,Dove,0.946
2023-07-15,27,Philadelphia,Northeast,Mass,Suave,0.9113
2023-07-15,27,Philadelphia,Northeast,Mass,Pantene,0.8947
2023-07-15,27,Philadelphia,Northeast,Mass,Private Label,0.8466
2023-07-15,27,Philadelphia,Northeast,Drug,Luminos,0.6076
2023-07-15,27,Philadelphia,Northeast,Drug,Dove,0.9445
2023-07-15,27,Philadelphia,Northeast,Drug,Suave,0.9236
2023-07-15,27,Philadelphia,Northeast,Drug,Pantene,0.8841
2023-07-15,27,Philadelphia,Northeast,Drug,Private Label,0.856
2023-07-15,27,Phoenix,West,Food,Luminos,0.7244
2023-07-15,27,Phoenix,West,Food,Dove,0.9319
2023-07-15,27,Phoenix,West,Food,Suave,0.9066
2023-07-15,27,Phoenix,West,Food,Pantene,0.8971
2023-07-15,27,Phoenix,West,Food,Private Label,0.8475
2023-07-15,27,Phoenix,West,Mass,Luminos,0.7208
2023-07-15,27,Phoenix,West,Mass,Dove,0.9375
2023-07-15,27,Phoenix,West,Mass,Suave,0.9185
2023-07-15,27,Phoenix,West,Mass,Pantene,0.8822
2023-07-15,27,Phoenix,West,Mass,Private Label,0.8404
2023-07-15,27,Phoenix,West,Drug,Luminos,0.6075
2023-07-15,27,Phoenix,West,Drug,Dove,0.9335
2023-07-15,27,Phoenix,West,Drug,Suave,0.904
2023-07-15,27,Phoenix,West,Drug,Pantene,0.8864
2023-07-15,27,Phoenix,West,Drug,Private Label,0.8611
2023-07-15,27,San Antonio,South,Food,Luminos,0.6944
2023-07-15,27,San Antonio,South,Food,Dove,0.9292
2023-07-15,27,San Antonio,South,Food,Suave,0.899
2023-07-15,27,San Antonio,South,Food,Pantene,0.8949
2023-07-15,27,San Antonio,South,Food,Private Label,0.8574
2023-07-15,27,San Antonio,South,Mass,Luminos,0.6918
2023-07-15,27,San Antonio,South,Mass,Dove,0.9399
2023-07-15,27,San Antonio,South,Mass,Suave,0.9135
2023-07-15,27,San Antonio,South,Mass,Pantene,0.9036
2023-07-15,27,San Antonio,South,Mass,Private Label,0.8406
2023-07-15,27,San Antonio,South,Drug,Luminos,0.5664
2023-07-15,27,San Antonio,South,Drug,Dove,0.9341
2023-07-15,27,San Antonio,South,Drug,Suave,0.9105
2023-07-15,27,San Antonio,South,Drug,Pantene,0.8677
2023-07-15,27,San Antonio,South,Drug,Private Label,0.8586
2023-07-15,27,Dallas,South,Food,Luminos,0.7047
2023-07-15,27,Dallas,South,Food,Dove,0.9391
2023-07-15,27,Dallas,South,Food,Suave,0.9087
2023-07-15,27,Dallas,South,Food,Pantene,0.8817
2023-07-15,27,Dallas,South,Food,Private Label,0.8493
2023-07-15,27,Dallas,South,Mass,Luminos,0.6933
2023-07-15,27,Dallas,South,Mass,Dove,0.9396
2023-07-15,27,Dallas,South,Mass,Suave,0.9102
2023-07-15,27,Dallas,South,Mass,Pantene,0.8886
2023-07-15,27,Dallas,South,Mass,Private Label,0.8458
2023-07-15,27,Dallas,South,Drug,Luminos,0.5771
2023-07-15,27,Dallas,South,Drug,Dove,0.9491
2023-07-15,27,Dallas,South,Drug,Suave,0.9103
2023-07-15,27,Dallas,South,Drug,Pantene,0.8932
2023-07-15,27,Dallas,South,Drug,Private Label,0.8707
2023-07-15,27,Detroit,Midwest,Food,Luminos,0.728
2023-07-15,27,Detroit,Midwest,Food,Dove,0.9328
2023-07-15,27,Detroit,Midwest,Food,Suave,0.9126
2023-07-15,27,Detroit,Midwest,Food,Pantene,0.8963
2023-07-15,27,Detroit,Midwest,Food,Private Label,0.8532
2023-07-15,27,Detroit,Midwest,Mass,Luminos,0.7158
2023-07-15,27,Detroit,Midwest,Mass,Dove,0.9499
2023-07-15,27,Detroit,Midwest,Mass,Suave,0.9138
2023-07-15,27,Detroit,Midwest,Mass,Pantene,0.8859
2023-07-15,27,Detroit,Midwest,Mass,Private Label,0.8349
2023-07-15,27,Detroit,Midwest,Drug,Luminos,0.6032
2023-07-15,27,Detroit,Midwest,Drug,Dove,0.9411
2023-07-15,27,Detroit,Midwest,Drug,Suave,0.9148
2023-07-15,27,Detroit,Midwest,Drug,Pantene,0.911
2023-07-15,27,Detroit,Midwest,Drug,Private Label,0.8573
2023-07-15,27,Seattle,West,Food,Luminos,0.7352
2023-07-15,27,Seattle,West,Food,Dove,0.9558
2023-07-15,27,Seattle,West,Food,Suave,0.9109
2023-07-15,27,Seattle,West,Food,Pantene,0.8876
2023-07-15,27,Seattle,West,Food,Private Label,0.8451
2023-07-15,27,Seattle,West,Mass,Luminos,0.7346
2023-07-15,27,Seattle,West,Mass,Dove,0.9314
2023-07-15,27,Seattle,West,Mass,Suave,0.9051
2023-07-15,27,Seattle,West,Mass,Pantene,0.901
2023-07-15,27,Seattle,West,Mass,Private Label,0.8484
2023-07-15,27,Seattle,West,Drug,Luminos,0.6058
2023-07-15,27,Seattle,West,Drug,Dove,0.9469
2023-07-15,27,Seattle,West,Drug,Suave,0.9135
2023-07-15,27,Seattle,West,Drug,Pantene,0.8971
2023-07-15,27,Seattle,West,Drug,Private Label,0.8423
2023-07-22,28,New York,Northeast,Food,Luminos,0.7321
2023-07-22,28,New York,Northeast,Food,Dove,0.9359
2023-07-22,28,New York,Northeast,Food,Suave,0.9071
2023-07-22,28,New York,Northeast,Food,Pantene,0.9115
2023-07-22,28,New York,Northeast,Food,Private Label,0.8505
2023-07-22,28,New York,Northeast,Mass,Luminos,0.7305
2023-07-22,28,New York,Northeast,Mass,Dove,0.9472
2023-07-22,28,New York,Northeast,Mass,Suave,0.9094
2023-07-22,28,New York,Northeast,Mass,Pantene,0.8992
2023-07-22,28,New York,Northeast,Mass,Private Label,0.8608
2023-07-22,28,New York,Northeast,Drug,Luminos,0.6001
2023-07-22,28,New York,Northeast,Drug,Dove,0.933
2023-07-22,28,New York,Northeast,Drug,Suave,0.9149
2023-07-22,28,New York,Northeast,Drug,Pantene,0.8966
2023-07-22,28,New York,Northeast,Drug,Private Label,0.8392
2023-07-22,28,Los Angeles,West,Food,Luminos,0.7063
2023-07-22,28,Los Angeles,West,Food,Dove,0.9474
2023-07-22,28,Los Angeles,West,Food,Suave,0.9021
2023-07-22,28,Los Angeles,West,Food,Pantene,0.8907
2023-07-22,28,Los Angeles,West,Food,Private Label,0.8433
2023-07-22,28,Los Angeles,West,Mass,Luminos,0.7169
2023-07-22,28,Los Angeles,West,Mass,Dove,0.9372
2023-07-22,28,Los Angeles,West,Mass,Suave,0.9118
2023-07-22,28,Los Angeles,West,Mass,Pantene,0.9018
2023-07-22,28,Los Angeles,West,Mass,Private Label,0.8487
2023-07-22,28,Los Angeles,West,Drug,Luminos,0.5832
2023-07-22,28,Los Angeles,West,Drug,Dove,0.9376
2023-07-22,28,Los Angeles,West,Drug,Suave,0.9172
2023-07-22,28,Los Angeles,West,Drug,Pantene,0.8889
2023-07-22,28,Los Angeles,West,Drug,Private Label,0.8429
2023-07-22,28,Chicago,Midwest,Food,Luminos,0.6937
2023-07-22,28,Chicago,Midwest,Food,Dove,0.933
2023-07-22,28,Chicago,Midwest,Food,Suave,0.9156
2023-07-22,28,Chicago,Midwest,Food,Pantene,0.8864
2023-07-22,28,Chicago,Midwest,Food,Private Label,0.8614
2023-07-22,28,Chicago,Midwest,Mass,Luminos,0.7023
2023-07-22,28,Chicago,Midwest,Mass,Dove,0.9561
2023-07-22,28,Chicago,Midwest,Mass,Suave,0.9006
2023-07-22,28,Chicago,Midwest,Mass,Pantene,0.9059
2023-07-22,28,Chicago,Midwest,Mass,Private Label,0.846
2023-07-22,28,Chicago,Midwest,Drug,Luminos,0.5788
2023-07-22,28,Chicago,Midwest,Drug,Dove,0.9435
2023-07-22,28,Chicago,Midwest,Drug,Suave,0.9116
2023-07-22,28,Chicago,Midwest,Drug,Pantene,0.8847
2023-07-22,28,Chicago,Midwest,Drug,Private Label,0.8403
2023-07-22,28,Houston,South,Food,Luminos,0.7274
2023-07-22,28,Houston,South,Food,Dove,0.9308
2023-07-22,28,Houston,South,Food,Suave,0.9102
2023-07-22,28,Houston,South,Food,Pantene,0.8908
2023-07-22,28,Houston,South,Food,Private Label,0.8518
2023-07-22,28,Houston,South,Mass,Luminos,0.729
2023-07-22,28,Houston,South,Mass,Dove,0.9368
2023-07-22,28,Houston,South,Mass,Suave,0.9242
2023-07-22,28,Houston,South,Mass,Pantene,0.9052
2023-07-22,28,Houston,South,Mass,Private Label,0.8607
2023-07-22,28,Houston,South,Drug,Luminos,0.6052
2023-07-22,28,Houston,South,Drug,Dove,0.9256
2023-07-22,28,Houston,South,Drug,Suave,0.8969
2023-07-22,28,Houston,South,Drug,Pantene,0.8878
2023-07-22,28,Houston,South,Drug,Private Label,0.8467
2023-07-22,28,Philadelphia,Northeast,Food,Luminos,0.7283
2023-07-22,28,Philadelphia,Northeast,Food,Dove,0.9519
2023-07-22,28,Philadelphia,Northeast,Food,Suave,0.923
2023-07-22,28,Philadelphia,Northeast,Food,Pantene,0.8706
2023-07-22,28,Philadelphia,Northeast,Food,Private Label,0.8409
2023-07-22,28,Philadelphia,Northeast,Mass,Luminos,0.7247
2023-07-22,28,Philadelphia,Northeast,Mass,Dove,0.9526
2023-07-22,28,Philadelphia,Northeast,Mass,Suave,0.9175
2023-07-22,28,Philadelphia,Northeast,Mass,Pantene,0.8924
2023-07-22,28,Philadelphia,Northeast,Mass,Private Label,0.8495
2023-07-22,28,Philadelphia,Northeast,Drug,Luminos,0.602
2023-07-22,28,Philadelphia,Northeast,Drug,Dove,0.9435
2023-07-22,28,Philadelphia,Northeast,Drug,Suave,0.9042
2023-07-22,28,Philadelphia,Northeast,Drug,Pantene,0.8945
2023-07-22,28,Philadelphia,Northeast,Drug,Private Label,0.8425
2023-07-22,28,Phoenix,West,Food,Luminos,0.7252
2023-07-22,28,Phoenix,West,Food,Dove,0.9556
2023-07-22,28,Phoenix,West,Food,Suave,0.9225
2023-07-22,28,Phoenix,West,Food,Pantene,0.8863
2023-07-22,28,Phoenix,West,Food,Private Label,0.8462
2023-07-22,28,Phoenix,West,Mass,Luminos,0.7214
2023-07-22,28,Phoenix,West,Mass,Dove,0.9429
2023-07-22,28,Phoenix,West,Mass,Suave,0.9267
2023-07-22,28,Phoenix,West,Mass,Pantene,0.8978
2023-07-22,28,Phoenix,West,Mass,Private Label,0.8704
2023-07-22,28,Phoenix,West,Drug,Luminos,0.6067
2023-07-22,28,Phoenix,West,Drug,Dove,0.9438
2023-07-22,28,Phoenix,West,Drug,Suave,0.9072
2023-07-22,28,Phoenix,West,Drug,Pantene,0.8979
2023-07-22,28,Phoenix,West,Drug,Private Label,0.8514
2023-07-22,28,San Antonio,South,Food,Luminos,0.6875
2023-07-22,28,San Antonio,South,Food,Dove,0.9373
2023-07-22,28,San Antonio,South,Food,Suave,0.9228
2023-07-22,28,San Antonio,South,Food,Pantene,0.8823
2023-07-22,28,San Antonio,South,Food,Private Label,0.8536
2023-07-22,28,San Antonio,South,Mass,Luminos,0.6909
2023-07-22,28,San Antonio,South,Mass,Dove,0.9297
2023-07-22,28,San Antonio,South,Mass,Suave,0.8985
2023-07-22,28,San Antonio,South,Mass,Pantene,0.9088
2023-07-22,28,San Antonio,South,Mass,Private Label,0.8396
2023-07-22,28,San Antonio,South,Drug,Luminos,0.5753
2023-07-22,28,San Antonio,South,Drug,Dove,0.934
2023-07-22,28,San Antonio,South,Drug,Suave,0.9092
2023-07-22,28,San Antonio,South,Drug,Pantene,0.8816
2023-07-22,28,San Antonio,South,Drug,Private Label,0.8529
2023-07-22,28,Dallas,South,Food,Luminos,0.7059
2023-07-22,28,Dallas,South,Food,Dove,0.9501
2023-07-22,28,Dallas,South,Food,Suave,0.9291
2023-07-22,28,Dallas,South,Food,Pantene,0.882
2023-07-22,28,Dallas,South,Food,Private Label,0.856
2023-07-22,28,Dallas,South,Mass,Luminos,0.6914
2023-07-22,28,Dallas,South,Mass,Dove,0.9299
2023-07-22,28,Dallas,South,Mass,Suave,0.9096
2023-07-22,28,Dallas,South,Mass,Pantene,0.9055
2023-07-22,28,Dallas,South,Mass,Private Label,0.8521
2023-07-22,28,Dallas,South,Drug,Luminos,0.5639
2023-07-22,28,Dallas,South,Drug,Dove,0.9365
2023-07-22,28,Dallas,South,Drug,Suave,0.9233
2023-07-22,28,Dallas,South,Drug,Pantene,0.8734
2023-07-22,28,Dallas,South,Drug,Private Label,0.8582
2023-07-22,28,Detroit,Midwest,Food,Luminos,0.7267
2023-07-22,28,Detroit,Midwest,Food,Dove,0.9427
2023-07-22,28,Detroit,Midwest,Food,Suave,0.9009
2023-07-22,28,Detroit,Midwest,Food,Pantene,0.901
2023-07-22,28,Detroit,Midwest,Food,Private Label,0.85
2023-07-22,28,Detroit,Midwest,Mass,Luminos,0.7238
2023-07-22,28,Detroit,Midwest,Mass,Dove,0.9303
2023-07-22,28,Detroit,Midwest,Mass,Suave,0.9157
2023-07-22,28,Detroit,Midwest,Mass,Pantene,0.8914
2023-07-22,28,Detroit,Midwest,Mass,Private Label,0.8684
2023-07-22,28,Detroit,Midwest,Drug,Luminos,0.61
2023-07-22,28,Detroit,Midwest,Drug,Dove,0.9428
2023-07-22,28,Detroit,Midwest,Drug,Suave,0.9092
2023-07-22,28,Detroit,Midwest,Drug,Pantene,0.8788
2023-07-22,28,Detroit,Midwest,Drug,Private Label,0.8484
2023-07-22,28,Seattle,West,Food,Luminos,0.7329
2023-07-22,28,Seattle,West,Food,Dove,0.9203
2023-07-22,28,Seattle,West,Food,Suave,0.9123
2023-07-22,28,Seattle,West,Food,Pantene,0.9014
2023-07-22,28,Seattle,West,Food,Private Label,0.8512
2023-07-22,28,Seattle,West,Mass,Luminos,0.7441
2023-07-22,28,Seattle,West,Mass,Dove,0.9433
2023-07-22,28,Seattle,West,Mass,Suave,0.9268
2023-07-22,28,Seattle,West,Mass,Pantene,0.8889
2023-07-22,28,Seattle,West,Mass,Private Label,0.8293
2023-07-22,28,Seattle,West,Drug,Luminos,0.615
2023-07-22,28,Seattle,West,Drug,Dove,0.931
2023-07-22,28,Seattle,West,Drug,Suave,0.9128
2023-07-22,28,Seattle,West,Drug,Pantene,0.8961
2023-07-22,28,Seattle,West,Drug,Private Label,0.8314
2023-07-29,29,New York,Northeast,Food,Luminos,0.7276
2023-07-29,29,New York,Northeast,Food,Dove,0.9397
2023-07-29,29,New York,Northeast,Food,Suave,0.9176
2023-07-29,29,New York,Northeast,Food,Pantene,0.8786
2023-07-29,29,New York,Northeast,Food,Private Label,0.8468
2023-07-29,29,New York,Northeast,Mass,Luminos,0.7278
2023-07-29,29,New York,Northeast,Mass,Dove,0.9316
2023-07-29,29,New York,Northeast,Mass,Suave,0.9196
2023-07-29,29,New York,Northeast,Mass,Pantene,0.9003
2023-07-29,29,New York,Northeast,Mass,Private Label,0.8527
2023-07-29,29,New York,Northeast,Drug,Luminos,0.6156
2023-07-29,29,New York,Northeast,Drug,Dove,0.9524
2023-07-29,29,New York,Northeast,Drug,Suave,0.8975
2023-07-29,29,New York,Northeast,Drug,Pantene,0.8997
2023-07-29,29,New York,Northeast,Drug,Private Label,0.8442
2023-07-29,29,Los Angeles,West,Food,Luminos,0.7053
2023-07-29,29,Los Angeles,West,Food,Dove,0.9379
2023-07-29,29,Los Angeles,West,Food,Suave,0.9127
2023-07-29,29,Los Angeles,West,Food,Pantene,0.8753
2023-07-29,29,Los Angeles,West,Food,Private Label,0.8522
2023-07-29,29,Los Angeles,West,Mass,Luminos,0.705
2023-07-29,29,Los Angeles,West,Mass,Dove,0.9479
2023-07-29,29,Los Angeles,West,Mass,Suave,0.9016
2023-07-29,29,Los Angeles,West,Mass,Pantene,0.8803
2023-07-29,29,Los Angeles,West,Mass,Private Label,0.8537
2023-07-29,29,Los Angeles,West,Drug,Luminos,0.5933
