week_end_date,week_index,market,region,channel,brand,dollar_sales,unit_sales,regular_price,effective_price,on_promo,pct_sales_on_promo,total_dollar_sales,total_unit_sales,dollar_share,unit_share,acv_distribution,velocity
2023-08-19,32,San Antonio,South,Food,Pantene,3024.45,378.53,7.99,7.99,False,0.0,12115.09,2033.85,0.2496,0.1861,0.8816,34.3064
2023-08-19,32,San Antonio,South,Food,Private Label,1498.11,429.26,3.49,3.49,False,0.0,12115.09,2033.85,0.1237,0.2111,0.8569,17.4829
2023-08-19,32,San Antonio,South,Mass,Luminos,2447.31,377.09,6.49,6.49,False,0.0,16690.77,2826.59,0.1466,0.1334,0.6843,35.7637
2023-08-19,32,San Antonio,South,Mass,Dove,5165.34,708.55,7.29,7.29,False,0.0,16690.77,2826.59,0.3095,0.2507,0.9386,55.0324
2023-08-19,32,San Antonio,South,Mass,Suave,3045.54,610.33,4.99,4.99,False,0.0,16690.77,2826.59,0.1825,0.2159,0.9086,33.519
2023-08-19,32,San Antonio,South,Mass,Pantene,3705.05,463.71,7.99,7.99,False,0.0,16690.77,2826.59,0.222,0.1641,0.8958,41.3602
2023-08-19,32,San Antonio,South,Mass,Private Label,2327.53,666.91,3.49,3.49,False,0.0,16690.77,2826.59,0.1395,0.2359,0.8528,27.2928
2023-08-19,32,San Antonio,South,Drug,Luminos,1047.44,161.39,6.49,6.49,False,0.0,8719.130000000001,1560.3,0.1201,0.1034,0.5697,18.3858
2023-08-19,32,San Antonio,South,Drug,Dove,3295.67,529.56,7.29,6.2235,True,0.665,8719.130000000001,1560.3,0.378,0.3394,0.9274,35.5367
2023-08-19,32,San Antonio,South,Drug,Suave,1387.33,278.02,4.99,4.99,False,0.0,8719.130000000001,1560.3,0.1591,0.1782,0.9141,15.177
2023-08-19,32,San Antonio,South,Drug,Pantene,1883.14,235.69,7.99,7.99,False,0.0,8719.130000000001,1560.3,0.216,0.1511,0.8817,21.3581
2023-08-19,32,San Antonio,South,Drug,Private Label,1105.55,355.64,3.49,3.1086,True,0.7286,8719.130000000001,1560.3,0.1268,0.2279,0.8417,13.1347
2023-08-19,32,Dallas,South,Food,Luminos,1724.76,265.76,6.49,6.49,False,0.0,11865.04,1992.23,0.1454,0.1334,0.6978,24.7171
2023-08-19,32,Dallas,South,Food,Dove,3531.97,484.5,7.29,7.29,False,0.0,11865.04,1992.23,0.2977,0.2432,0.9314,37.9211
2023-08-19,32,Dallas,South,Food,Suave,2163.36,433.54,4.99,4.99,False,0.0,11865.04,1992.23,0.1823,0.2176,0.9126,23.7055
2023-08-19,32,Dallas,South,Food,Pantene,2882.65,360.78,7.99,7.99,False,0.0,11865.04,1992.23,0.243,0.1811,0.8851,32.5686
2023-08-19,32,Dallas,South,Food,Private Label,1562.3,447.65,3.49,3.49,False,0.0,11865.04,1992.23,0.1317,0.2247,0.845,18.4888
2023-08-19,32,Dallas,South,Mass,Luminos,3261.39,589.89,6.49,5.5288,True,0.8228,17604.399999999998,3033.57,0.1853,0.1945,0.6999,46.5979
2023-08-19,32,Dallas,South,Mass,Dove,4776.53,655.22,7.29,7.29,False,0.0,17604.399999999998,3033.57,0.2713,0.216,0.9419,50.7116
2023-08-19,32,Dallas,South,Mass,Suave,3179.23,637.12,4.99,4.99,False,0.0,17604.399999999998,3033.57,0.1806,0.21,0.9119,34.8638
2023-08-19,32,Dallas,South,Mass,Pantene,4206.47,526.47,7.99,7.99,False,0.0,17604.399999999998,3033.57,0.2389,0.1735,0.901,46.6867
2023-08-19,32,Dallas,South,Mass,Private Label,2180.78,624.87,3.49,3.49,False,0.0,17604.399999999998,3033.57,0.1239,0.206,0.8361,26.0828
2023-08-19,32,Dallas,South,Drug,Luminos,1430.56,256.82,6.49,5.5703,True,0.7873,8927.55,1646.32,0.1602,0.156,0.5732,24.9574
2023-08-19,32,Dallas,South,Drug,Dove,2077.13,284.93,7.29,7.29,False,0.0,8927.55,1646.32,0.2327,0.1731,0.9376,22.1537
2023-08-19,32,Dallas,South,Drug,Suave,1801.57,444.81,4.99,4.0502,True,0.7533,8927.55,1646.32,0.2018,0.2702,0.9074,19.8542
2023-08-19,32,Dallas,South,Drug,Pantene,2632.64,377.34,7.99,6.9768,True,0.634,8927.55,1646.32,0.2949,0.2292,0.8936,29.4611
2023-08-19,32,Dallas,South,Drug,Private Label,985.65,282.42,3.49,3.49,False,0.0,8927.55,1646.32,0.1104,0.1715,0.8448,11.6673
2023-08-19,32,Detroit,Midwest,Food,Luminos,2041.62,314.58,6.49,6.49,False,0.0,13147.22,2418.97,0.1553,0.13,0.7299,27.9712
2023-08-19,32,Detroit,Midwest,Food,Dove,3227.21,442.69,7.29,7.29,False,0.0,13147.22,2418.97,0.2455,0.183,0.9399,34.3357
2023-08-19,32,Detroit,Midwest,Food,Suave,3330.55,830.42,4.99,4.0107,True,0.785,13147.22,2418.97,0.2533,0.3433,0.9238,36.0527
2023-08-19,32,Detroit,Midwest,Food,Pantene,2923.72,365.92,7.99,7.99,False,0.0,13147.22,2418.97,0.2224,0.1513,0.8915,32.7955
2023-08-19,32,Detroit,Midwest,Food,Private Label,1624.12,465.36,3.49,3.49,False,0.0,13147.22,2418.97,0.1235,0.1924,0.8619,18.8435
2023-08-19,32,Detroit,Midwest,Mass,Luminos,3521.79,623.35,6.49,5.6498,True,0.7193,20508.52,3506.38,0.1717,0.1778,0.7219,48.785
2023-08-19,32,Detroit,Midwest,Mass,Dove,5338.96,732.37,7.29,7.29,False,0.0,20508.52,3506.38,0.2603,0.2089,0.9474,56.3538
2023-08-19,32,Detroit,Midwest,Mass,Suave,3251.78,651.66,4.99,4.99,False,0.0,20508.52,3506.38,0.1586,0.1858,0.9134,35.6008
2023-08-19,32,Detroit,Midwest,Mass,Pantene,6247.3,883.33,7.99,7.0724,True,0.5742,20508.52,3506.38,0.3046,0.2519,0.8943,69.8569
2023-08-19,32,Detroit,Midwest,Mass,Private Label,2148.69,615.67,3.49,3.49,False,0.0,20508.52,3506.38,0.1048,0.1756,0.8497,25.2876
2023-08-19,32,Detroit,Midwest,Drug,Luminos,1125.53,173.43,6.49,6.49,False,0.0,7330.379999999999,1273.68,0.1535,0.1362,0.6027,18.6748
2023-08-19,32,Detroit,Midwest,Drug,Dove,2109.18,289.33,7.29,7.29,False,0.0,7330.379999999999,1273.68,0.2877,0.2272,0.9444,22.3335
2023-08-19,32,Detroit,Midwest,Drug,Suave,1325.71,265.67,4.99,4.99,False,0.0,7330.379999999999,1273.68,0.1809,0.2086,0.9108,14.5554
2023-08-19,32,Detroit,Midwest,Drug,Pantene,1714.52,214.58,7.99,7.99,False,0.0,7330.379999999999,1273.68,0.2339,0.1685,0.8925,19.2103
2023-08-19,32,Detroit,Midwest,Drug,Private Label,1055.44,330.67,3.49,3.1918,True,0.5696,7330.379999999999,1273.68,0.144,0.2596,0.8398,12.5678
2023-08-19,32,Seattle,West,Food,Luminos,1994.5,307.32,6.49,6.49,False,0.0,14528.07,2607.67,0.1373,0.1179,0.7377,27.0367
2023-08-19,32,Seattle,West,Food,Dove,3617.16,496.18,7.29,7.29,False,0.0,14528.07,2607.67,0.249,0.1903,0.9328,38.7774
2023-08-19,32,Seattle,West,Food,Suave,3269.03,783.18,4.99,4.174,True,0.6541,14528.07,2607.67,0.225,0.3003,0.9363,34.9143
2023-08-19,32,Seattle,West,Food,Pantene,4178.08,599.99,7.99,6.9636,True,0.6423,14528.07,2607.67,0.2876,0.2301,0.8821,47.3652
2023-08-19,32,Seattle,West,Food,Private Label,1469.3,421.0,3.49,3.49,False,0.0,14528.07,2607.67,0.1011,0.1614,0.8489,17.3083
2023-08-19,32,Seattle,West,Mass,Luminos,3513.64,629.57,6.49,5.581,True,0.7781,20887.17,3651.59,0.1682,0.1724,0.7403,47.4624
2023-08-19,32,Seattle,West,Mass,Dove,7939.42,1275.14,7.29,6.2263,True,0.6632,20887.17,3651.59,0.3801,0.3492,0.9203,86.2699
2023-08-19,32,Seattle,West,Mass,Suave,3202.31,641.75,4.99,4.99,False,0.0,20887.17,3651.59,0.1533,0.1757,0.9018,35.5102
2023-08-19,32,Seattle,West,Mass,Pantene,4216.73,527.75,7.99,7.99,False,0.0,20887.17,3651.59,0.2019,0.1445,0.9093,46.3734
2023-08-19,32,Seattle,West,Mass,Private Label,2015.07,577.38,3.49,3.49,False,0.0,20887.17,3651.59,0.0965,0.1581,0.8506,23.69
2023-08-19,32,Seattle,West,Drug,Luminos,1082.81,166.84,6.49,6.49,False,0.0,8430.68,1442.33,0.1284,0.1157,0.6083,17.8006
2023-08-19,32,Seattle,West,Drug,Dove,3417.7,537.82,7.29,6.3547,True,0.5832,8430.68,1442.33,0.4054,0.3729,0.9364,36.4983
2023-08-19,32,Seattle,West,Drug,Suave,1288.93,258.3,4.99,4.99,False,0.0,8430.68,1442.33,0.1529,0.1791,0.9042,14.2549
2023-08-19,32,Seattle,West,Drug,Pantene,1719.2,215.17,7.99,7.99,False,0.0,8430.68,1442.33,0.2039,0.1492,0.9016,19.0683
2023-08-19,32,Seattle,West,Drug,Private Label,922.04,264.2,3.49,3.49,False,0.0,8430.68,1442.33,0.1094,0.1832,0.8506,10.8399
2023-08-26,33,New York,Northeast,Food,Luminos,1941.29,299.12,6.49,6.49,False,0.0,12463.32,2069.65,0.1558,0.1445,0.7376,26.319
2023-08-26,33,New York,Northeast,Food,Dove,3788.76,519.72,7.29,7.29,False,0.0,12463.32,2069.65,0.304,0.2511,0.947,40.008
2023-08-26,33,New York,Northeast,Food,Suave,2278.51,456.62,4.99,4.99,False,0.0,12463.32,2069.65,0.1828,0.2206,0.9212,24.7342
2023-08-26,33,New York,Northeast,Food,Pantene,2988.29,374.0,7.99,7.99,False,0.0,12463.32,2069.65,0.2398,0.1807,0.8878,33.6595
2023-08-26,33,New York,Northeast,Food,Private Label,1466.47,420.19,3.49,3.49,False,0.0,12463.32,2069.65,0.1177,0.203,0.8359,17.5436
2023-08-26,33,New York,Northeast,Mass,Luminos,2628.98,405.08,6.49,6.49,False,0.0,19181.809999999998,3255.48,0.1371,0.1244,0.7298,36.0233
2023-08-26,33,New York,Northeast,Mass,Dove,5182.58,710.92,7.29,7.29,False,0.0,19181.809999999998,3255.48,0.2702,0.2184,0.9353,55.4109
2023-08-26,33,New York,Northeast,Mass,Suave,3196.78,640.64,4.99,4.99,False,0.0,19181.809999999998,3255.48,0.1667,0.1968,0.8978,35.6068
2023-08-26,33,New York,Northeast,Mass,Pantene,5999.14,875.82,7.99,6.8498,True,0.7135,19181.809999999998,3255.48,0.3128,0.269,0.9027,66.4577
2023-08-26,33,New York,Northeast,Mass,Private Label,2174.33,623.02,3.49,3.49,False,0.0,19181.809999999998,3255.48,0.1134,0.1914,0.8375,25.9621
2023-08-26,33,New York,Northeast,Drug,Luminos,1603.8,284.19,6.49,5.6435,True,0.7246,7385.82,1265.93,0.2171,0.2245,0.6076,26.3957
2023-08-26,33,New York,Northeast,Drug,Dove,2070.62,284.04,7.29,7.29,False,0.0,7385.82,1265.93,0.2804,0.2244,0.9251,22.3827
2023-08-26,33,New York,Northeast,Drug,Suave,1217.08,243.9,4.99,4.99,False,0.0,7385.82,1265.93,0.1648,0.1927,0.9007,13.5126
2023-08-26,33,New York,Northeast,Drug,Pantene,1616.75,202.35,7.99,7.99,False,0.0,7385.82,1265.93,0.2189,0.1598,0.9053,17.8587
2023-08-26,33,New York,Northeast,Drug,Private Label,877.57,251.45,3.49,3.49,False,0.0,7385.82,1265.93,0.1188,0.1986,0.8455,10.3793
2023-08-26,33,Los Angeles,West,Food,Luminos,1736.76,267.61,6.49,6.49,False,0.0,13980.43,2449.98,0.1242,0.1092,0.7111,24.4236
2023-08-26,33,Los Angeles,West,Food,Dove,5414.09,904.66,7.29,5.9847,True,0.8139,13980.43,2449.98,0.3873,0.3693,0.9337,57.9853
2023-08-26,33,Los Angeles,West,Food,Suave,2411.87,483.34,4.99,4.99,False,0.0,13980.43,2449.98,0.1725,0.1973,0.9115,26.4604
2023-08-26,33,Los Angeles,West,Food,Pantene,2921.42,365.63,7.99,7.99,False,0.0,13980.43,2449.98,0.209,0.1492,0.869,33.6182
2023-08-26,33,Los Angeles,West,Food,Private Label,1496.29,428.74,3.49,3.49,False,0.0,13980.43,2449.98,0.107,0.175,0.8463,17.6804
2023-08-26,33,Los Angeles,West,Mass,Luminos,3446.08,606.75,6.49,5.6796,True,0.6938,19953.85,3623.23,0.1727,0.1675,0.7171,48.0558
2023-08-26,33,Los Angeles,West,Mass,Dove,4514.1,619.22,7.29,7.29,False,0.0,19953.85,3623.23,0.2262,0.1709,0.9469,47.6724
2023-08-26,33,Los Angeles,West,Mass,Suave,3051.41,611.51,4.99,4.99,False,0.0,19953.85,3623.23,0.1529,0.1688,0.8973,34.0066
2023-08-26,33,Los Angeles,West,Mass,Pantene,6329.95,937.26,7.99,6.7536,True,0.7737,19953.85,3623.23,0.3172,0.2587,0.892,70.9636
2023-08-26,33,Los Angeles,West,Mass,Private Label,2612.31,848.49,3.49,3.0788,True,0.7855,19953.85,3623.23,0.1309,0.2342,0.8583,30.4359
2023-08-26,33,Los Angeles,West,Drug,Luminos,1124.47,173.26,6.49,6.49,False,0.0,7554.150000000001,1311.79,0.1489,0.1321,0.5853,19.2119
2023-08-26,33,Los Angeles,West,Drug,Dove,2220.0,304.53,7.29,7.29,False,0.0,7554.150000000001,1311.79,0.2939,0.2321,0.9425,23.5544
2023-08-26,33,Los Angeles,West,Drug,Suave,1365.18,273.58,4.99,4.99,False,0.0,7554.150000000001,1311.79,0.1807,0.2086,0.9075,15.0433
2023-08-26,33,Los Angeles,West,Drug,Pantene,1766.48,221.09,7.99,7.99,False,0.0,7554.150000000001,1311.79,0.2338,0.1685,0.883,20.0054
2023-08-26,33,Los Angeles,West,Drug,Private Label,1078.02,339.33,3.49,3.1769,True,0.598,7554.150000000001,1311.79,0.1427,0.2587,0.8413,12.8137
2023-08-26,33,Chicago,Midwest,Food,Luminos,1669.92,257.31,6.49,6.49,False,0.0,15924.57,3066.83,0.1049,0.0839,0.699,23.8901
2023-08-26,33,Chicago,Midwest,Food,Dove,5870.85,952.04,7.29,6.1666,True,0.7005,15924.57,3066.83,0.3687,0.3104,0.924,63.5373
2023-08-26,33,Chicago,Midwest,Food,Suave,3524.5,842.89,4.99,4.1814,True,0.6482,15924.57,3066.83,0.2213,0.2748,0.8908,39.5656
2023-08-26,33,Chicago,Midwest,Food,Pantene,2847.5,356.38,7.99,7.99,False,0.0,15924.57,3066.83,0.1788,0.1162,0.8896,32.0088
2023-08-26,33,Chicago,Midwest,Food,Private Label,2011.8,658.21,3.49,3.0565,True,0.8281,15924.57,3066.83,0.1263,0.2146,0.8435,23.8506
2023-08-26,33,Chicago,Midwest,Mass,Luminos,2349.33,361.99,6.49,6.49,False,0.0,19374.57,3390.45,0.1213,0.1068,0.6933,33.8862
2023-08-26,33,Chicago,Midwest,Mass,Dove,7460.89,1233.58,7.29,6.0482,True,0.7743,19374.57,3390.45,0.3851,0.3638,0.9578,77.8961
2023-08-26,33,Chicago,Midwest,Mass,Suave,3281.92,657.7,4.99,4.99,False,0.0,19374.57,3390.45,0.1694,0.194,0.8983,36.5348
2023-08-26,33,Chicago,Midwest,Mass,Pantene,4108.1,514.16,7.99,7.99,False,0.0,19374.57,3390.45,0.212,0.1516,0.8828,46.5349
2023-08-26,33,Chicago,Midwest,Mass,Private Label,2174.33,623.02,3.49,3.49,False,0.0,19374.57,3390.45,0.1122,0.1838,0.8758,24.8268
2023-08-26,33,Chicago,Midwest,Drug,Luminos,1072.7,165.28,6.49,6.49,False,0.0,9906.5,1844.08,0.1083,0.0896,0.5728,18.7273
2023-08-26,33,Chicago,Midwest,Drug,Dove,3391.57,559.27,7.29,6.0643,True,0.7643,9906.5,1844.08,0.3424,0.3033,0.9299,36.4724
2023-08-26,33,Chicago,Midwest,Drug,Suave,1932.87,468.07,4.99,4.1294,True,0.6898,9906.5,1844.08,0.1951,0.2538,0.9149,21.1266
2023-08-26,33,Chicago,Midwest,Drug,Pantene,2582.04,385.75,7.99,6.6936,True,0.8113,9906.5,1844.08,0.2606,0.2092,0.884,29.2086
2023-08-26,33,Chicago,Midwest,Drug,Private Label,927.32,265.71,3.49,3.49,False,0.0,9906.5,1844.08,0.0936,0.1441,0.8408,11.029
2023-08-26,33,Houston,South,Food,Luminos,1785.71,275.15,6.49,6.49,False,0.0,14366.77,2582.84,0.1243,0.1065,0.7277,24.5391
2023-08-26,33,Houston,South,Food,Dove,5456.35,857.17,7.29,6.3656,True,0.5764,14366.77,2582.84,0.3798,0.3319,0.946,57.6781
2023-08-26,33,Houston,South,Food,Suave,2209.9,442.87,4.99,4.99,False,0.0,14366.77,2582.84,0.1538,0.1715,0.9207,24.0024
2023-08-26,33,Houston,South,Food,Pantene,2933.77,367.18,7.99,7.99,False,0.0,14366.77,2582.84,0.2042,0.1422,0.8944,32.8015
2023-08-26,33,Houston,South,Food,Private Label,1981.04,640.47,3.49,3.0931,True,0.7582,14366.77,2582.84,0.1379,0.248,0.8305,23.8536
2023-08-26,33,Houston,South,Mass,Luminos,2705.74,416.91,6.49,6.49,False,0.0,21696.45,4144.8,0.1247,0.1006,0.7283,37.1514
2023-08-26,33,Houston,South,Mass,Dove,7910.5,1306.54,7.29,6.0545,True,0.7703,21696.45,4144.8,0.3646,0.3152,0.9347,84.6314
2023-08-26,33,Houston,South,Mass,Suave,4517.83,1080.15,4.99,4.1826,True,0.6472,21696.45,4144.8,0.2082,0.2606,0.8936,50.5576
2023-08-26,33,Houston,South,Mass,Pantene,3917.81,490.34,7.99,7.99,False,0.0,21696.45,4144.8,0.1806,0.1183,0.9113,42.9914
2023-08-26,33,Houston,South,Mass,Private Label,2644.57,850.86,3.49,3.1081,True,0.7295,21696.45,4144.8,0.1219,0.2053,0.8534,30.9886
2023-08-26,33,Houston,South,Drug,Luminos,1550.49,282.02,6.49,5.4977,True,0.8494,8915.85,1657.68,0.1739,0.1701,0.6099,25.422
2023-08-26,33,Houston,South,Drug,Dove,2046.28,280.7,7.29,7.29,False,0.0,8915.85,1657.68,0.2295,0.1693,0.9497,21.5466
2023-08-26,33,Houston,South,Drug,Suave,1900.49,469.25,4.99,4.05,True,0.7535,8915.85,1657.68,0.2132,0.2831,0.9114,20.8524
2023-08-26,33,Houston,South,Drug,Pantene,2459.82,350.99,7.99,7.0083,True,0.6143,8915.85,1657.68,0.2759,0.2117,0.8953,27.4748
2023-08-26,33,Houston,South,Drug,Private Label,958.77,274.72,3.49,3.49,False,0.0,8915.85,1657.68,0.1075,0.1657,0.8518,11.2558
2023-08-26,33,Philadelphia,Northeast,Food,Luminos,2555.24,453.29,6.49,5.6371,True,0.7301,12995.65,2224.41,0.1966,0.2038,0.7358,34.7274
2023-08-26,33,Philadelphia,Northeast,Food,Dove,3663.47,502.53,7.29,7.29,False,0.0,12995.65,2224.41,0.2819,0.2259,0.943,38.8491
2023-08-26,33,Philadelphia,Northeast,Food,Suave,2213.66,443.62,4.99,4.99,False,0.0,12995.65,2224.41,0.1703,0.1994,0.9038,24.4928
2023-08-26,33,Philadelphia,Northeast,Food,Pantene,2990.26,374.25,7.99,7.99,False,0.0,12995.65,2224.41,0.2301,0.1682,0.8926,33.5006
2023-08-26,33,Philadelphia,Northeast,Food,Private Label,1573.02,450.72,3.49,3.49,False,0.0,12995.65,2224.41,0.121,0.2026,0.8637,18.2126
2023-08-26,33,Philadelphia,Northeast,Mass,Luminos,2784.94,429.11,6.49,6.49,False,0.0,19819.5,3363.3100000000004,0.1405,0.1276,0.7322,38.0352
2023-08-26,33,Philadelphia,Northeast,Mass,Dove,7781.53,1216.93,7.29,6.3944,True,0.5584,19819.5,3363.3100000000004,0.3926,0.3618,0.9325,83.448
2023-08-26,33,Philadelphia,Northeast,Mass,Suave,3063.01,613.83,4.99,4.99,False,0.0,19819.5,3363.3100000000004,0.1545,0.1825,0.922,33.2214
2023-08-26,33,Philadelphia,Northeast,Mass,Pantene,4153.06,519.78,7.99,7.99,False,0.0,19819.5,3363.3100000000004,0.2095,0.1545,0.8809,47.1456
2023-08-26,33,Philadelphia,Northeast,Mass,Private Label,2036.96,583.66,3.49,3.49,False,0.0,19819.5,3363.3100000000004,0.1028,0.1735,0.852,23.908
2023-08-26,33,Philadelphia,Northeast,Drug,Luminos,1628.46,285.72,6.49,5.6995,True,0.6767,8400.56,1602.15,0.1939,0.1783,0.5989,27.1908
2023-08-26,33,Philadelphia,Northeast,Drug,Dove,2148.13,294.67,7.29,7.29,False,0.0,8400.56,1602.15,0.2557,0.1839,0.9311,23.0709
2023-08-26,33,Philadelphia,Northeast,Drug,Suave,1892.14,479.5,4.99,3.946,True,0.8368,8400.56,1602.15,0.2252,0.2993,0.9033,20.947
2023-08-26,33,Philadelphia,Northeast,Drug,Pantene,1678.48,210.07,7.99,7.99,False,0.0,8400.56,1602.15,0.1998,0.1311,0.9003,18.6436
2023-08-26,33,Philadelphia,Northeast,Drug,Private Label,1053.35,332.19,3.49,3.1709,True,0.6095,8400.56,1602.15,0.1254,0.2073,0.8559,12.3069
2023-08-26,33,Phoenix,West,Food,Luminos,1809.53,278.82,6.49,6.49,False,0.0,12106.57,2121.04,0.1495,0.1315,0.7218,25.0697
2023-08-26,33,Phoenix,West,Food,Dove,3436.26,471.37,7.29,7.29,False,0.0,12106.57,2121.04,0.2838,0.2222,0.9609,35.7608
2023-08-26,33,Phoenix,West,Food,Suave,2366.85,474.32,4.99,4.99,False,0.0,12106.57,2121.04,0.1955,0.2236,0.9191,25.7518
2023-08-26,33,Phoenix,West,Food,Pantene,2712.68,339.51,7.99,7.99,False,0.0,12106.57,2121.04,0.2241,0.1601,0.8944,30.3296
2023-08-26,33,Phoenix,West,Food,Private Label,1781.25,557.02,3.49,3.1978,True,0.5581,12106.57,2121.04,0.1471,0.2626,0.859,20.7363
2023-08-26,33,Phoenix,West,Mass,Luminos,2693.58,415.04,6.49,6.49,False,0.0,19549.93,3386.75,0.1378,0.1225,0.7181,37.5098
2023-08-26,33,Phoenix,West,Mass,Dove,7948.13,1271.96,7.29,6.2487,True,0.6492,19549.93,3386.75,0.4066,0.3756,0.9466,83.965
2023-08-26,33,Phoenix,West,Mass,Suave,3218.4,644.97,4.99,4.99,False,0.0,19549.93,3386.75,0.1646,0.1904,0.8885,36.2228
2023-08-26,33,Phoenix,West,Mass,Pantene,3566.45,446.36,7.99,7.99,False,0.0,19549.93,3386.75,0.1824,0.1318,0.8787,40.5878
2023-08-26,33,Phoenix,West,Mass,Private Label,2123.37,608.42,3.49,3.49,False,0.0,19549.93,3386.75,0.1086,0.1796,0.8467,25.0782
2023-08-26,33,Phoenix,West,Drug,Luminos,1142.59,176.05,6.49,6.49,False,0.0,8988.880000000001,1698.32,0.1271,0.1037,0.6012,19.0052
2023-08-26,33,Phoenix,West,Drug,Dove,3359.84,561.4,7.29,5.9847,True,0.8139,8988.880000000001,1698.32,0.3738,0.3306,0.923,36.4013
2023-08-26,33,Phoenix,West,Drug,Suave,2000.32,506.4,4.99,3.95,True,0.8336,8988.880000000001,1698.32,0.2225,0.2982,0.917,21.8137
2023-08-26,33,Phoenix,West,Drug,Pantene,1598.03,200.0,7.99,7.99,False,0.0,8988.880000000001,1698.32,0.1778,0.1178,0.874,18.2841
2023-08-26,33,Phoenix,West,Drug,Private Label,888.1,254.47,3.49,3.49,False,0.0,8988.880000000001,1698.32,0.0988,0.1498,0.8444,10.5175
2023-08-26,33,San Antonio,South,Food,Luminos,1615.21,248.88,6.49,6.49,False,0.0,16842.59,3257.83,0.0959,0.0764,0.682,23.6834
2023-08-26,33,San Antonio,South,Food,Dove,5382.27,892.51,7.29,6.0305,True,0.7853,16842.59,3257.83,0.3196,0.274,0.9595,56.0945
2023-08-26,33,San Antonio,South,Food,Suave,3374.76,812.46,4.99,4.1537,True,0.6704,16842.59,3257.83,0.2004,0.2494,0.9121,36.9999
2023-08-26,33,San Antonio,South,Food,Pantene,4468.76,661.21,7.99,6.7584,True,0.7707,16842.59,3257.83,0.2653,0.203,0.8889,50.2729
2023-08-26,33,San Antonio,South,Food,Private Label,2001.59,642.77,3.49,3.114,True,0.7182,16842.59,3257.83,0.1188,0.1973,0.8563,23.3749
2023-08-26,33,San Antonio,South,Mass,Luminos,3143.46,543.15,6.49,5.7874,True,0.6014,23615.14,4412.86,0.1331,0.1231,0.6879,45.6965
2023-08-26,33,San Antonio,South,Mass,Dove,8095.08,1333.59,7.29,6.0702,True,0.7606,23615.14,4412.86,0.3428,0.3022,0.9409,86.0355
2023-08-26,33,San Antonio,South,Mass,Suave,4577.87,1085.91,4.99,4.2157,True,0.6207,23615.14,4412.86,0.1939,0.2461,0.921,49.7054
2023-08-26,33,San Antonio,South,Mass,Pantene,5722.54,855.31,7.99,6.6906,True,0.8132,23615.14,4412.86,0.2423,0.1938,0.9038,63.3164
2023-08-26,33,San Antonio,South,Mass,Private Label,2076.19,594.9,3.49,3.49,False,0.0,23615.14,4412.86,0.0879,0.1348,0.8467,24.521
2023-08-26,33,San Antonio,South,Drug,Luminos,1390.89,242.73,6.49,5.7302,True,0.6504,8167.79,1509.21,0.1703,0.1608,0.5665,24.5523
2023-08-26,33,San Antonio,South,Drug,Dove,2171.43,297.86,7.29,7.29,False,0.0,8167.79,1509.21,0.2659,0.1974,0.9361,23.1966
2023-08-26,33,San Antonio,South,Drug,Suave,1921.6,479.64,4.99,4.0063,True,0.7885,8167.79,1509.21,0.2353,0.3178,0.9011,21.325
2023-08-26,33,San Antonio,South,Drug,Pantene,1735.34,217.19,7.99,7.99,False,0.0,8167.79,1509.21,0.2125,0.1439,0.8871,19.5619
2023-08-26,33,San Antonio,South,Drug,Private Label,948.53,271.79,3.49,3.49,False,0.0,8167.79,1509.21,0.1161,0.1801,0.8595,11.0358
2023-08-26,33,Dallas,South,Food,Luminos,1713.6,264.04,6.49,6.49,False,0.0,14303.720000000001,2636.08,0.1198,0.1002,0.6839,25.0563
2023-08-26,33,Dallas,South,Food,Dove,3564.32,488.93,7.29,7.29,False,0.0,14303.720000000001,2636.08,0.2492,0.1855,0.9357,38.0926
2023-08-26,33,Dallas,South,Food,Suave,2925.4,700.05,4.99,4.1789,True,0.6502,14303.720000000001,2636.08,0.2045,0.2656,0.9109,32.1155
2023-08-26,33,Dallas,South,Food,Pantene,4261.52,604.77,7.99,7.0465,True,0.5904,14303.720000000001,2636.08,0.2979,0.2294,0.8681,49.0902
2023-08-26,33,Dallas,South,Food,Private Label,1838.88,578.29,3.49,3.1798,True,0.5925,14303.720000000001,2636.08,0.1286,0.2194,0.851,21.6085
2023-08-26,33,Dallas,South,Mass,Luminos,2477.63,381.76,6.49,6.49,False,0.0,16710.17,2807.52,0.1483,0.136,0.6936,35.7213
2023-08-26,33,Dallas,South,Mass,Dove,4713.54,646.58,7.29,7.29,False,0.0,16710.17,2807.52,0.2821,0.2303,0.9529,49.4652
2023-08-26,33,Dallas,South,Mass,Suave,3204.21,642.13,4.99,4.99,False,0.0,16710.17,2807.52,0.1918,0.2287,0.9205,34.8095
2023-08-26,33,Dallas,South,Mass,Pantene,4166.32,521.44,7.99,7.99,False,0.0,16710.17,2807.52,0.2493,0.1857,0.8878,46.9286
2023-08-26,33,Dallas,South,Mass,Private Label,2148.47,615.61,3.49,3.49,False,0.0,16710.17,2807.52,0.1286,0.2193,0.8534,25.1754
2023-08-26,33,Dallas,South,Drug,Luminos,1015.52,156.47,6.49,6.49,False,0.0,8025.33,1375.3200000000002,0.1265,0.1138,0.5672,17.9041
2023-08-26,33,Dallas,South,Drug,Dove,2137.23,293.17,7.29,7.29,False,0.0,8025.33,1375.3200000000002,0.2663,0.2132,0.9599,22.2651
